iri	iri label	disease	disease label
http://purl.obolibrary.org/obo/MONDO_0016072	anomaly of puberty or/and menstrual cycle of genetic origin	http://purl.obolibrary.org/obo/MONDO_0015860	anomaly of puberty or/and menstrual cycle
http://purl.obolibrary.org/obo/MONDO_0018384	avascular necrosis of genetic origin	http://purl.obolibrary.org/obo/MONDO_0018373	avascular necrosis
http://purl.obolibrary.org/obo/MONDO_0013099	combined pituitary hormone deficiencies, genetic form	http://purl.obolibrary.org/obo/MONDO_0005152	hypopituitarism
http://purl.obolibrary.org/obo/MONDO_0018454	dysostosis of genetic origin	http://purl.obolibrary.org/obo/MONDO_0018234	dysostosis
http://purl.obolibrary.org/obo/MONDO_0007781	essential hypertension, genetic	http://purl.obolibrary.org/obo/MONDO_0001134	essential hypertension
http://purl.obolibrary.org/obo/MONDO_0020088	familial partial lipodystrophy	http://purl.obolibrary.org/obo/MONDO_0027767	partial lipodystrophy
http://purl.obolibrary.org/obo/MONDO_0021034	genetic alopecia	http://purl.obolibrary.org/obo/MONDO_0004907	alopecia
http://purl.obolibrary.org/obo/MONDO_0015509	genetic biliary tract disease	http://purl.obolibrary.org/obo/MONDO_0004868	biliary tract disease
http://purl.obolibrary.org/obo/MONDO_0015110	genetic cardiac rhythm disease	http://purl.obolibrary.org/obo/MONDO_0007263	cardiac rhythm disease
http://purl.obolibrary.org/obo/MONDO_0015547	genetic dementia	http://purl.obolibrary.org/obo/MONDO_0001627	dementia
http://purl.obolibrary.org/obo/MONDO_0021026	genetic epidermal appendage anomaly	http://purl.obolibrary.org/obo/MONDO_0019277	epidermal appendage anomaly
http://purl.obolibrary.org/obo/MONDO_0021027	genetic hair anomaly	http://purl.obolibrary.org/obo/MONDO_0019278	hair anomaly
http://purl.obolibrary.org/obo/MONDO_0015541	genetic hemophagocytic lymphohistiocytosis	http://purl.obolibrary.org/obo/MONDO_0015540	hemophagocytic syndrome
http://purl.obolibrary.org/obo/MONDO_0018300	genetic hyperaldosteronism	http://purl.obolibrary.org/obo/MONDO_0003009	hyperaldosteronism
http://purl.obolibrary.org/obo/MONDO_0016166	genetic hyperparathyroidism	http://purl.obolibrary.org/obo/MONDO_0001741	hyperparathyroidism
http://purl.obolibrary.org/obo/MONDO_0015512	genetic hypertension	http://purl.obolibrary.org/obo/MONDO_0005044	hypertensive disorder
http://purl.obolibrary.org/obo/MONDO_0016165	genetic hypoparathyroidism	http://purl.obolibrary.org/obo/MONDO_0001220	hypoparathyroidism
http://purl.obolibrary.org/obo/MONDO_0020087	genetic lipodystrophy	http://purl.obolibrary.org/obo/MONDO_0006573	lipodystrophy (disease)
http://purl.obolibrary.org/obo/MONDO_0021028	genetic nail anomaly	http://purl.obolibrary.org/obo/MONDO_0019283	nail anomaly
http://purl.obolibrary.org/obo/MONDO_0019117	genetic nervous system disorder	http://purl.obolibrary.org/obo/MONDO_0005071	nervous system disorder
http://purl.obolibrary.org/obo/MONDO_0015952	genetic neurodegenerative disease	http://purl.obolibrary.org/obo/MONDO_0005559	neurodegenerative disease
http://purl.obolibrary.org/obo/MONDO_0021037	genetic neurodegenerative disease with dementia	http://purl.obolibrary.org/obo/MONDO_0020136	neurodegenerative disease with dementia
http://purl.obolibrary.org/obo/MONDO_0018751	genetic otorhinolaryngologic disease	http://purl.obolibrary.org/obo/MONDO_0024623	otorhinolaryngologic disease
http://purl.obolibrary.org/obo/MONDO_0020127	genetic peripheral neuropathy	http://purl.obolibrary.org/obo/MONDO_0005244	peripheral neuropathy
http://purl.obolibrary.org/obo/MONDO_0021029	genetic sebaceous gland anomaly	http://purl.obolibrary.org/obo/MONDO_0019286	sebaceous gland anomaly
http://purl.obolibrary.org/obo/MONDO_0024255	genetic skin disease	http://purl.obolibrary.org/obo/MONDO_0005093	skin disease
http://purl.obolibrary.org/obo/MONDO_0016229	genetic vascular anomaly	http://purl.obolibrary.org/obo/MONDO_0019063	vascular anomaly
http://purl.obolibrary.org/obo/MONDO_0019182	monogenic obesity	http://purl.obolibrary.org/obo/MONDO_0011122	obesity disorder
http://purl.obolibrary.org/obo/MONDO_0018385	osteochondrosis of genetic origin	http://purl.obolibrary.org/obo/MONDO_0018381	osteochondrosis
http://purl.obolibrary.org/obo/MONDO_0018383	osteonecrosis of genetic origin	http://purl.obolibrary.org/obo/MONDO_0005380	osteonecrosis
http://purl.obolibrary.org/obo/MONDO_0018411	rare female infertility due to hypothalamic-pituitary-gonadal axis disorder of genetic origin	http://purl.obolibrary.org/obo/MONDO_0018397	rare female infertility due to hypothalamic-pituitary-gonadal axis disorder
http://purl.obolibrary.org/obo/MONDO_0017664	rare genetic myoclonus	http://purl.obolibrary.org/obo/MONDO_0017650	rare myoclonus
http://purl.obolibrary.org/obo/MONDO_0017663	rare genetic tremor disorder	http://purl.obolibrary.org/obo/MONDO_0017644	rare tremor disorder
http://purl.obolibrary.org/obo/MONDO_0018729	rare genetic vascular tumor	http://purl.obolibrary.org/obo/MONDO_0016228	rare vascular tumor
http://purl.obolibrary.org/obo/MONDO_0018730	rare genetic venous malformation	http://purl.obolibrary.org/obo/MONDO_0016232	rare venous malformation
http://purl.obolibrary.org/obo/MONDO_0018405	rare male infertility due to hypothalamic-pituitary-gonadal axis disorder of genetic origin	http://purl.obolibrary.org/obo/MONDO_0018386	rare male infertility due to hypothalamic-pituitary-gonadal axis disorder
http://purl.obolibrary.org/obo/MONDO_0009970	renal tubular dysgenesis of genetic origin	http://purl.obolibrary.org/obo/MONDO_0017609	renal tubular dysgenesis
