
MONDO:0000107	auriculocondylar syndrome	UMLS:C1865295	Auriculo-condylar syndrome	UMLS:CN160484	Question mark ear syndrome	UMLS		live		live	
MONDO:0000129	glutaric aciduria (disease)	HP:0003150	Glutaric aciduria	HP:0003530	Glutaric acidemia	HP		live		live	
MONDO:0000166	encephalopathy, acute, infection-induced	OMIMPS:601551		OMIMPS:610551	Encephalopathy, acute, infection-induced	OMIMPS		live		live	
MONDO:0000181	microcephaly and chorioretinopathy	OMIMPS:251270	Microcephaly and chorioretinopathy	OMIMPS:251279		OMIMPS		live		live	
MONDO:0000261	adenoiditis	UMLS:C0001427	Adenoiditis	UMLS:C0396023	Chronic adenoiditis	UMLS		live		live	
MONDO:0000265	aspiration pneumonia (disease)	UMLS:C0032290	Aspiration pneumonia	UMLS:C0085740	Mendelson Syndrome	UMLS		live		live	
MONDO:0000276	Powassan encephalitis	UMLS:C0032858	Powassan encephalitis	UMLS:C1563215	Powassan encephalitis virus infection	UMLS		live		live	
MONDO:0000290	primary amebic meningoencephalitis	UMLS:C0300934	Primary Amebic Meningoencephalitis	UMLS:C4303098	Naegleria fowleri infection	UMLS		live		live	
MONDO:0000294	mesocestoidiasis	UMLS:C0277108	Infection by Mesocestoides	UMLS:C0277110	Infection by Mesocestoides lineatus	UMLS		live		live	
MONDO:0000297	baylisascariasis	UMLS:C0162626	Infections, Ascaridida	UMLS:C0277150	Infection by Baylisascaris	UMLS		live		live	
MONDO:0000304	penicilliosis	SCTID:372936000	infection caused by penicillium marneffei (disorder)	SCTID:713315007	disseminated infection caused by penicillium marneffei (disorder)	SCTID		live		live	
MONDO:0000337	exanthema subitum	UMLS:C0015231	Exanthema subitum	UMLS:C0595993	Roseola Infantum	UMLS		live		live	
MONDO:0000359	spondylocostal dysostosis	GARD:0006798	Spondylothoracic dysostosis	GARD:0010726	Spondylocostal dysostosis 1	GARD		live		live	
MONDO:0000359	spondylocostal dysostosis	GARD:0006798	Spondylothoracic dysostosis	GARD:0012174	Spondylocostal dysostosis	GARD		live		live	
MONDO:0000359	spondylocostal dysostosis	GARD:0010726	Spondylocostal dysostosis 1	GARD:0012174	Spondylocostal dysostosis	GARD		live		live	
MONDO:0000365	primary congenital glaucoma (disease)	UMLS:C1533041	Primary congenital glaucoma	UMLS:C3888011	GLAUCOMA 3, PRIMARY CONGENITAL, C	UMLS		live		live	
MONDO:0000408	fetal alcohol spectrum disorder	UMLS:C2985290	Fetal Alcohol Spectrum Disorder	UMLS:CN200663	Fetal alcohol spectrum disorders	UMLS		live		live	
MONDO:0000425	X-linked disease	UMLS:C1138434	X-Linked Genetic Diseases	UMLS:C2828000	X-Linked Inherited Disorder	UMLS		live		live	
MONDO:0000430	mature T-cell and NK-cell non-Hodgkin lymphoma	DOID:0050743	mature T-cell and NK-cell lymphoma	DOID:0050749	peripheral T-cell lymphoma	DOID		live		live	
MONDO:0000467	second-degree atrioventricular block	UMLS:C0264906	Second degree atrioventricular block	UMLS:C1621824	Incomplete atrioventricular block	UMLS		live		live	
MONDO:0000471	tricuspid valve disease	UMLS:C0264776	Rheumatic disease of tricuspid valve	UMLS:C0264882	Tricuspid valve disorder	UMLS		live		live	
MONDO:0000497	pyometritis	UMLS:C0034215	Pyometra	UMLS:C0686163	Pyometritis	UMLS		live		live	
MONDO:0000503	lung adenocarcinoma in situ	NCIT:C136486	Lung Adenocarcinoma In Situ	NCIT:C8748	Stage 0 Adenosquamous Lung Carcinoma AJCC v6 and v7	NCIT		live		live	
MONDO:0000554	endocervical adenocarcinoma	UMLS:C1263762	Endocervical adenocarcinoma	UMLS:C4289591	Endocervical Adenocarcinoma, Usual Type	UMLS		live		live	
MONDO:0000651	thoracic disease	SCTID:118946009	disorder of thorax (disorder)	SCTID:609622007	disorder of thoracic segment of trunk (disorder)	SCTID		live		live	
MONDO:0000651	thoracic disease	UMLS:C0039978	Thoracic Disease	UMLS:C3661979	Disorder of thoracic segment of trunk	UMLS		live		live	
MONDO:0000728	ptosis (disease)	UMLS:C0005745	Blepharoptosis	UMLS:C0033377	Ptosis	UMLS		live		live	
MONDO:0000736	dyschromatosis universalis hereditaria	UMLS:C1306229	Dyschromatosis universalis	UMLS:C2930995	Dyschromatosis universalis hereditaria	UMLS		live		live	
MONDO:0000741	angular cheilitis	UMLS:C0221237	Angular cheilitis	UMLS:C0221264	Cheilosis	UMLS		live		live	
MONDO:0000745	cardiac arrest	UMLS:C0018790	Cardiac arrest	UMLS:C0444720	Circulatory arrest	UMLS		live		live	
MONDO:0000751	cervical polyp (disease)	UMLS:C0007855	Cervical polyp	UMLS:C0347493	Adenomatous polyp of cervix	UMLS		live		live	
MONDO:0000774	autoimmune neuropathy	DOID:0040087	autoimmune peripheral neuropathy	DOID:0060499		DOID		live		live	
MONDO:0000902	agenesis of the corpus callosum with peripheral neuropathy	DOID:0060600	hereditary motor and sensory neuropathy with agenesis of the corpus callosum	DOID:0090003	agenesis of the corpus callosum with peripheral neuropathy	DOID		deprecated		live	
MONDO:0000916	intestinal infectious disease	UMLS:C0152516	Bacterial enteritis	UMLS:C0178238	Intestinal infectious disease	UMLS		live		live	
MONDO:0000948	xerophthalmia	UMLS:C0043349	Xerophthalmia	UMLS:C3665609	Conjunctival xerosis	UMLS		live		live	
MONDO:0000960	diabetic peripheral angiopathy	DOID:10182	diabetic peripheral angiopathy	DOID:11713	diabetic angiopathy	DOID		live		live	
MONDO:0000960	diabetic peripheral angiopathy	UMLS:C0011871	Diabetic peripheral angiopathy	UMLS:C0011875	Diabetic Angiopathy	UMLS		live		live	
MONDO:0000989	mumps infectious disease	MESH:D009107	Mumps	MESH:D019351	Rubulavirus Infections	MESH		live		live	
MONDO:0001039	tonsillitis	UMLS:C0040425	Tonsillitis	UMLS:C0149517	Chronic tonsillitis	UMLS		live		live	
MONDO:0001040	nasopharyngitis	UMLS:C0027441	Nasopharyngitis	UMLS:C0155826	Chronic nasopharyngitis	UMLS		live		live	
MONDO:0001066	late yaws	UMLS:C0276007	Gummatous frambeside	UMLS:C1517744	Late Yaws	UMLS		live		live	
MONDO:0001085	interstitial nephritis	UMLS:C0027707	IN - Interstitial nephritis	UMLS:C0041349	Tubulointerstitial nephritis	UMLS		live		live	
MONDO:0001106	kidney failure	UMLS:C0035078	Kidney Failure	UMLS:C1565489	Renal insufficiency	UMLS		live		live	
MONDO:0001114	bacterial myocarditis	UMLS:C0155690	Septic myocarditis	UMLS:C1384588	Bacterial myocarditis	UMLS		live		live	
MONDO:0001147	meningocele (disease)	NCIT:C101209	Spinal Meningocele	NCIT:C105595	Meningocele	NCIT		live		live	
MONDO:0001155	gastrojejunal ulcer	UMLS:C0156042	Acute gastrojejunal ulcer with hemorrhage	UMLS:C0156044	Acute gastrojejunal ulcer with hemorrhage AND obstruction	UMLS		live		live	
MONDO:0001155	gastrojejunal ulcer	UMLS:C0156042	Acute gastrojejunal ulcer with hemorrhage	UMLS:C0156045	Acute gastrojejunal ulcer with perforation	UMLS		live		live	
MONDO:0001155	gastrojejunal ulcer	UMLS:C0156042	Acute gastrojejunal ulcer with hemorrhage	UMLS:C0156047	Acute gastrojejunal ulcer with perforation AND obstruction	UMLS		live		live	
MONDO:0001155	gastrojejunal ulcer	UMLS:C0156042	Acute gastrojejunal ulcer with hemorrhage	UMLS:C0156048	Acute gastrojejunal ulcer with hemorrhage AND perforation	UMLS		live		live	
MONDO:0001155	gastrojejunal ulcer	UMLS:C0156042	Acute gastrojejunal ulcer with hemorrhage	UMLS:C0156050	Acute gastrojejunal ulcer with hemorrhage, with perforation AND with obstruction	UMLS		live		live	
MONDO:0001155	gastrojejunal ulcer	UMLS:C0156044	Acute gastrojejunal ulcer with hemorrhage AND obstruction	UMLS:C0156045	Acute gastrojejunal ulcer with perforation	UMLS		live		live	
MONDO:0001155	gastrojejunal ulcer	UMLS:C0156044	Acute gastrojejunal ulcer with hemorrhage AND obstruction	UMLS:C0156047	Acute gastrojejunal ulcer with perforation AND obstruction	UMLS		live		live	
MONDO:0001155	gastrojejunal ulcer	UMLS:C0156044	Acute gastrojejunal ulcer with hemorrhage AND obstruction	UMLS:C0156048	Acute gastrojejunal ulcer with hemorrhage AND perforation	UMLS		live		live	
MONDO:0001155	gastrojejunal ulcer	UMLS:C0156044	Acute gastrojejunal ulcer with hemorrhage AND obstruction	UMLS:C0156050	Acute gastrojejunal ulcer with hemorrhage, with perforation AND with obstruction	UMLS		live		live	
MONDO:0001155	gastrojejunal ulcer	UMLS:C0156045	Acute gastrojejunal ulcer with perforation	UMLS:C0156047	Acute gastrojejunal ulcer with perforation AND obstruction	UMLS		live		live	
