defined_class	defined_class_label	location	location_label
http://purl.obolibrary.org/obo/MONDO_0003975	Littre gland carcinoma	http://purl.obolibrary.org/obo/UBERON_0010186	male urethral gland
http://purl.obolibrary.org/obo/MONDO_0004965	acinar cell carcinoma	http://purl.obolibrary.org/obo/CL_0000622	acinar cell
http://purl.obolibrary.org/obo/MONDO_0002814	adrenal carcinoma	http://purl.obolibrary.org/obo/UBERON_0002369	adrenal gland
http://purl.obolibrary.org/obo/MONDO_0006639	adrenal cortex carcinoma	http://purl.obolibrary.org/obo/UBERON_0001235	adrenal cortex
http://purl.obolibrary.org/obo/MONDO_0004202	adrenal medulla carcinoma	http://purl.obolibrary.org/obo/UBERON_0001236	adrenal medulla
http://purl.obolibrary.org/obo/MONDO_0007108	anal canal carcinoma	http://purl.obolibrary.org/obo/UBERON_0000159	anal canal
http://purl.obolibrary.org/obo/MONDO_0003199	anal carcinoma	http://purl.obolibrary.org/obo/UBERON_0001245	anus
http://purl.obolibrary.org/obo/MONDO_0002941	anal margin carcinoma	http://purl.obolibrary.org/obo/UBERON_0012336	perianal skin
http://purl.obolibrary.org/obo/MONDO_0003196	appendix carcinoma	http://purl.obolibrary.org/obo/UBERON_0001154	vermiform appendix
http://purl.obolibrary.org/obo/MONDO_0002829	bartholin gland carcinoma	http://purl.obolibrary.org/obo/UBERON_0000460	major vestibular gland
http://purl.obolibrary.org/obo/MONDO_0005496	bile duct carcinoma	http://purl.obolibrary.org/obo/UBERON_0002394	bile duct
http://purl.obolibrary.org/obo/MONDO_0002415	bone carcinoma	http://purl.obolibrary.org/obo/UBERON_0001474	bone element
http://purl.obolibrary.org/obo/MONDO_0004989	breast carcinoma	http://purl.obolibrary.org/obo/UBERON_0000310	breast
http://purl.obolibrary.org/obo/MONDO_0000552	breast lobular carcinoma	http://purl.obolibrary.org/obo/UBERON_0001912	lobule of mammary gland
http://purl.obolibrary.org/obo/MONDO_0002806	bronchogenic carcinoma	http://purl.obolibrary.org/obo/UBERON_0002185	bronchus
http://purl.obolibrary.org/obo/MONDO_0004311	carcinoma of Cowper glands	http://purl.obolibrary.org/obo/UBERON_0002366	bulbo-urethral gland
http://purl.obolibrary.org/obo/MONDO_0021335	carcinoma of duodenum	http://purl.obolibrary.org/obo/UBERON_0002114	duodenum
http://purl.obolibrary.org/obo/MONDO_0019086	carcinoma of esophagus	http://purl.obolibrary.org/obo/UBERON_0001043	esophagus
http://purl.obolibrary.org/obo/MONDO_0021343	carcinoma of floor of mouth	http://purl.obolibrary.org/obo/UBERON_0003679	mouth floor
http://purl.obolibrary.org/obo/MONDO_0021339	carcinoma of hard palate	http://purl.obolibrary.org/obo/UBERON_0003216	hard palate
http://purl.obolibrary.org/obo/MONDO_0021333	carcinoma of lip	http://purl.obolibrary.org/obo/UBERON_0001833	lip
http://purl.obolibrary.org/obo/MONDO_0018531	carcinoma of liver and intrahepatic biliary tract	http://purl.obolibrary.org/obo/UBERON_0002107	liver
http://purl.obolibrary.org/obo/MONDO_0021331	carcinoma of parotid gland	http://purl.obolibrary.org/obo/UBERON_0001831	parotid gland
http://purl.obolibrary.org/obo/MONDO_0021345	carcinoma of pharynx	http://purl.obolibrary.org/obo/UBERON_0006562	pharynx
http://purl.obolibrary.org/obo/MONDO_0021329	carcinoma of soft palate	http://purl.obolibrary.org/obo/UBERON_0001733	soft palate
http://purl.obolibrary.org/obo/MONDO_0004357	carcinoma of supraglottis	http://purl.obolibrary.org/obo/UBERON_0036263	supraglottic part of larynx
http://purl.obolibrary.org/obo/MONDO_0017590	carcinoma of the ampulla of vater	http://purl.obolibrary.org/obo/UBERON_0004913	hepatopancreatic ampulla
http://purl.obolibrary.org/obo/MONDO_0022643	carcinoma of the vocal tract	http://purl.obolibrary.org/obo/UBERON_0003706	laryngeal vocal fold
http://purl.obolibrary.org/obo/MONDO_0021327	carcinoma of urethra	http://purl.obolibrary.org/obo/UBERON_0000057	urethra
http://purl.obolibrary.org/obo/MONDO_0006029	cecum carcinoma	http://purl.obolibrary.org/obo/UBERON_0001153	caecum
http://purl.obolibrary.org/obo/MONDO_0005131	cervical carcinoma	http://purl.obolibrary.org/obo/UBERON_0000002	uterine cervix
http://purl.obolibrary.org/obo/MONDO_0024873	clitoral carcinoma	http://purl.obolibrary.org/obo/UBERON_0002411	clitoris
http://purl.obolibrary.org/obo/MONDO_0005220	collecting duct carcinoma	http://purl.obolibrary.org/obo/UBERON_0001232	collecting duct of renal tubule
http://purl.obolibrary.org/obo/MONDO_0002032	colon carcinoma	http://purl.obolibrary.org/obo/UBERON_0001155	colon
http://purl.obolibrary.org/obo/MONDO_0024331	colorectal carcinoma	http://purl.obolibrary.org/obo/UBERON_0012652	colorectum
http://purl.obolibrary.org/obo/MONDO_0019210	cutaneous neuroendocrine carcinoma	http://purl.obolibrary.org/obo/CL_0000242	Merkel cell
http://purl.obolibrary.org/obo/MONDO_0006181	digestive system carcinoma	http://purl.obolibrary.org/obo/UBERON_0001007	digestive system
http://purl.obolibrary.org/obo/MONDO_0024240	eccrine carcinoma	http://purl.obolibrary.org/obo/UBERON_0000423	eccrine sweat gland
http://purl.obolibrary.org/obo/MONDO_0004259	endocervical carcinoma	http://purl.obolibrary.org/obo/UBERON_0000458	endocervix
http://purl.obolibrary.org/obo/MONDO_0002447	endometrial carcinoma	http://purl.obolibrary.org/obo/UBERON_0001295	endometrium
http://purl.obolibrary.org/obo/MONDO_0002455	exocervical carcinoma	http://purl.obolibrary.org/obo/UBERON_0012249	ectocervix
http://purl.obolibrary.org/obo/MONDO_0005192	exocrine pancreatic carcinoma	http://purl.obolibrary.org/obo/UBERON_0000017	exocrine pancreas
http://purl.obolibrary.org/obo/MONDO_0002944	external ear carcinoma	http://purl.obolibrary.org/obo/UBERON_0001691	external ear
http://purl.obolibrary.org/obo/MONDO_0003090	extrahepatic bile duct carcinoma	http://purl.obolibrary.org/obo/UBERON_0003703	extrahepatic bile duct
http://purl.obolibrary.org/obo/MONDO_0002466	eye carcinoma	http://purl.obolibrary.org/obo/UBERON_0010230	eyeball of camera-type eye
http://purl.obolibrary.org/obo/MONDO_0003876	eyelid carcinoma	http://purl.obolibrary.org/obo/UBERON_0001711	eyelid
http://purl.obolibrary.org/obo/MONDO_0021588	eyelid sebaceous gland carcinoma	http://purl.obolibrary.org/obo/UBERON_0013231	sebaceous gland of eyelid
http://purl.obolibrary.org/obo/MONDO_0006206	fallopian tube carcinoma	http://purl.obolibrary.org/obo/UBERON_0003889	fallopian tube
http://purl.obolibrary.org/obo/MONDO_0003220	gallbladder carcinoma	http://purl.obolibrary.org/obo/UBERON_0002110	gall bladder
http://purl.obolibrary.org/obo/MONDO_0003972	gastric body carcinoma	http://purl.obolibrary.org/obo/UBERON_0001161	body of stomach
