defined_class	defined_class_label	disease	disease_label
http://purl.obolibrary.org/obo/MONDO_0020075	genetic non-syndromic obesity	http://purl.obolibrary.org/obo/MONDO_0019182	inherited obesity
http://purl.obolibrary.org/obo/MONDO_0017262	inherited non-syndromic ichthyosis	http://purl.obolibrary.org/obo/MONDO_0015947	inherited ichthyosis
http://purl.obolibrary.org/obo/MONDO_0016462	isolated agammaglobulinemia	http://purl.obolibrary.org/obo/MONDO_0015977	agammaglobulinemia
http://purl.obolibrary.org/obo/MONDO_0016043	isolated cleft lip	http://purl.obolibrary.org/obo/MONDO_0004747	cleft lip
http://purl.obolibrary.org/obo/MONDO_0007336	isolated cleft palate	http://purl.obolibrary.org/obo/MONDO_0016064	cleft palate
http://purl.obolibrary.org/obo/MONDO_0016553	isolated congenital hypogonadotropic hypogonadism	http://purl.obolibrary.org/obo/MONDO_0015770	congenital hypogonadotropic hypogonadism
http://purl.obolibrary.org/obo/MONDO_0017667	isolated diffuse palmoplantar keratoderma	http://purl.obolibrary.org/obo/MONDO_0017666	diffuse palmoplantar keratoderma
http://purl.obolibrary.org/obo/MONDO_0017673	isolated focal palmoplantar keratoderma	http://purl.obolibrary.org/obo/MONDO_0017672	focal palmoplantar keratoderma
http://purl.obolibrary.org/obo/MONDO_0018459	isolated glycerol kinase deficiency	http://purl.obolibrary.org/obo/MONDO_0010613	inborn glycerol kinase deficiency
http://purl.obolibrary.org/obo/MONDO_0016518	isolated punctate palmoplantar keratoderma	http://purl.obolibrary.org/obo/MONDO_0017675	punctate palmoplantar keratoderma
