defined_class	defined_class_label	location	location_label
http://purl.obolibrary.org/obo/MONDO_0019480	Langerhans cell sarcoma	http://purl.obolibrary.org/obo/CL_0000453	Langerhans cell
http://purl.obolibrary.org/obo/MONDO_0016982	angiosarcoma	http://purl.obolibrary.org/obo/UBERON_0001981	blood vessel
http://purl.obolibrary.org/obo/MONDO_0002865	anus sarcoma	http://purl.obolibrary.org/obo/UBERON_0001245	anus
http://purl.obolibrary.org/obo/MONDO_0002862	bile duct sarcoma	http://purl.obolibrary.org/obo/UBERON_0002394	bile duct
http://purl.obolibrary.org/obo/MONDO_0001374	bladder sarcoma	http://purl.obolibrary.org/obo/UBERON_0001255	urinary bladder
http://purl.obolibrary.org/obo/MONDO_0002216	brain sarcoma	http://purl.obolibrary.org/obo/UBERON_0000955	brain
http://purl.obolibrary.org/obo/MONDO_0002490	breast sarcoma	http://purl.obolibrary.org/obo/UBERON_0000310	breast
http://purl.obolibrary.org/obo/MONDO_0002217	central nervous system sarcoma	http://purl.obolibrary.org/obo/UBERON_0001017	central nervous system
http://purl.obolibrary.org/obo/MONDO_0007300	cerebral sarcoma	http://purl.obolibrary.org/obo/UBERON_0001893	telencephalon
http://purl.obolibrary.org/obo/MONDO_0003352	colon sarcoma	http://purl.obolibrary.org/obo/UBERON_0001155	colon
http://purl.obolibrary.org/obo/MONDO_0004380	dendritic cell sarcoma	http://purl.obolibrary.org/obo/CL_0000451	dendritic cell
http://purl.obolibrary.org/obo/MONDO_0001204	esophagus sarcoma	http://purl.obolibrary.org/obo/UBERON_0001043	esophagus
http://purl.obolibrary.org/obo/MONDO_0024658	extrahepatic bile duct sarcoma	http://purl.obolibrary.org/obo/UBERON_0003703	extrahepatic bile duct
http://purl.obolibrary.org/obo/MONDO_0005764	follicular dendritic cell sarcoma	http://purl.obolibrary.org/obo/CL_0000442	follicular dendritic cell
http://purl.obolibrary.org/obo/MONDO_0002857	gallbladder sarcoma	http://purl.obolibrary.org/obo/UBERON_0002110	gall bladder
http://purl.obolibrary.org/obo/MONDO_0003354	heart sarcoma	http://purl.obolibrary.org/obo/UBERON_0000948	heart
http://purl.obolibrary.org/obo/MONDO_0002930	kidney sarcoma	http://purl.obolibrary.org/obo/UBERON_0002113	kidney
http://purl.obolibrary.org/obo/MONDO_0002448	laryngeal sarcoma	http://purl.obolibrary.org/obo/UBERON_0001737	larynx
http://purl.obolibrary.org/obo/MONDO_0004330	leptomeningeal sarcoma	http://purl.obolibrary.org/obo/UBERON_0000391	leptomeninx
http://purl.obolibrary.org/obo/MONDO_0002397	liver sarcoma	http://purl.obolibrary.org/obo/UBERON_0002107	liver
http://purl.obolibrary.org/obo/MONDO_0002426	lung sarcoma	http://purl.obolibrary.org/obo/UBERON_0002048	lung
http://purl.obolibrary.org/obo/MONDO_0019024	mast cell sarcoma	http://purl.obolibrary.org/obo/CL_0000097	mast cell
http://purl.obolibrary.org/obo/MONDO_0002852	mediastinum sarcoma	http://purl.obolibrary.org/obo/UBERON_0003728	mediastinum
http://purl.obolibrary.org/obo/MONDO_0004308	meningeal sarcoma	http://purl.obolibrary.org/obo/UBERON_0010743	meningeal cluster
http://purl.obolibrary.org/obo/MONDO_0004943	orbit sarcoma	http://purl.obolibrary.org/obo/UBERON_0001697	orbit of skull
http://purl.obolibrary.org/obo/MONDO_0002225	ovarian sarcoma	http://purl.obolibrary.org/obo/UBERON_0000992	ovary
http://purl.obolibrary.org/obo/MONDO_0002117	pancreas sarcoma	http://purl.obolibrary.org/obo/UBERON_0001264	pancreas
http://purl.obolibrary.org/obo/MONDO_0001758	paranasal sinus sarcoma	http://purl.obolibrary.org/obo/UBERON_0001825	paranasal sinus
http://purl.obolibrary.org/obo/MONDO_0001387	penile sarcoma	http://purl.obolibrary.org/obo/UBERON_0000989	penis
http://purl.obolibrary.org/obo/MONDO_0002854	prostate sarcoma	http://purl.obolibrary.org/obo/UBERON_0002367	prostate gland
http://purl.obolibrary.org/obo/MONDO_0002168	rectum sarcoma	http://purl.obolibrary.org/obo/UBERON_0001052	rectum
http://purl.obolibrary.org/obo/MONDO_0001501	retroperitoneal sarcoma	http://purl.obolibrary.org/obo/UBERON_0003693	retroperitoneal space
http://purl.obolibrary.org/obo/MONDO_0016280	sarcoma of cervix uteri	http://purl.obolibrary.org/obo/UBERON_0000002	uterine cervix
http://purl.obolibrary.org/obo/MONDO_0006414	skin sarcoma	http://purl.obolibrary.org/obo/UBERON_0000014	zone of skin
http://purl.obolibrary.org/obo/MONDO_0003361	small intestinal sarcoma	http://purl.obolibrary.org/obo/UBERON_0002108	small intestine
http://purl.obolibrary.org/obo/MONDO_0001894	spinal cord sarcoma	http://purl.obolibrary.org/obo/UBERON_0002240	spinal cord
http://purl.obolibrary.org/obo/MONDO_0002861	testis sarcoma	http://purl.obolibrary.org/obo/UBERON_0000473	testis
http://purl.obolibrary.org/obo/MONDO_0003028	thyroid sarcoma	http://purl.obolibrary.org/obo/UBERON_0002046	thyroid gland
http://purl.obolibrary.org/obo/MONDO_0001418	trachea sarcoma	http://purl.obolibrary.org/obo/UBERON_0003126	trachea
http://purl.obolibrary.org/obo/MONDO_0005210	uterine corpus sarcoma	http://purl.obolibrary.org/obo/UBERON_0009853	body of uterus
http://purl.obolibrary.org/obo/MONDO_0002140	vagina sarcoma	http://purl.obolibrary.org/obo/UBERON_0000996	vagina
http://purl.obolibrary.org/obo/MONDO_0005214	vulva sarcoma	http://purl.obolibrary.org/obo/UBERON_0000997	mammalian vulva
