defined_class	defined_class_label	location	location_label
http://purl.obolibrary.org/obo/MONDO_0004707	anal canal carcinoma in situ	http://purl.obolibrary.org/obo/UBERON_0000159	anal canal
http://purl.obolibrary.org/obo/MONDO_0000374	bile duct carcinoma in situ	http://purl.obolibrary.org/obo/UBERON_0002394	bile duct
http://purl.obolibrary.org/obo/MONDO_0004703	bladder carcinoma in situ	http://purl.obolibrary.org/obo/UBERON_0001255	urinary bladder
http://purl.obolibrary.org/obo/MONDO_0004658	breast carcinoma in situ	http://purl.obolibrary.org/obo/UBERON_0000310	breast
http://purl.obolibrary.org/obo/MONDO_0000375	bronchus carcinoma in situ	http://purl.obolibrary.org/obo/UBERON_0002185	bronchus
http://purl.obolibrary.org/obo/MONDO_0021290	carcinoma in situ of appendix	http://purl.obolibrary.org/obo/UBERON_0001154	vermiform appendix
http://purl.obolibrary.org/obo/MONDO_0021289	carcinoma in situ of cecum	http://purl.obolibrary.org/obo/UBERON_0001153	caecum
http://purl.obolibrary.org/obo/MONDO_0021287	carcinoma in situ of epiglottis	http://purl.obolibrary.org/obo/UBERON_0000388	epiglottis
http://purl.obolibrary.org/obo/MONDO_0021299	carcinoma in situ of extrahepatic bile duct	http://purl.obolibrary.org/obo/UBERON_0003703	extrahepatic bile duct
http://purl.obolibrary.org/obo/MONDO_0021291	carcinoma in situ of fundus of stomach	http://purl.obolibrary.org/obo/UBERON_0001160	fundus of stomach
http://purl.obolibrary.org/obo/MONDO_0021292	carcinoma in situ of gastric body	http://purl.obolibrary.org/obo/UBERON_0001161	body of stomach
http://purl.obolibrary.org/obo/MONDO_0021294	carcinoma in situ of gastric cardia	http://purl.obolibrary.org/obo/UBERON_0001162	cardia of stomach
http://purl.obolibrary.org/obo/MONDO_0021288	carcinoma in situ of hypopharynx	http://purl.obolibrary.org/obo/UBERON_0001051	hypopharynx
http://purl.obolibrary.org/obo/MONDO_0021297	carcinoma in situ of nasopharynx	http://purl.obolibrary.org/obo/UBERON_0001728	nasopharynx
http://purl.obolibrary.org/obo/MONDO_0021298	carcinoma in situ of oropharynx	http://purl.obolibrary.org/obo/UBERON_0001729	oropharynx
http://purl.obolibrary.org/obo/MONDO_0021296	carcinoma in situ of renal pelvis	http://purl.obolibrary.org/obo/UBERON_0001224	renal pelvis
http://purl.obolibrary.org/obo/MONDO_0021284	carcinoma in situ of ureter	http://purl.obolibrary.org/obo/UBERON_0000056	ureter
http://purl.obolibrary.org/obo/MONDO_0021285	carcinoma in situ of urethra	http://purl.obolibrary.org/obo/UBERON_0000057	urethra
http://purl.obolibrary.org/obo/MONDO_0004663	colon carcinoma in situ	http://purl.obolibrary.org/obo/UBERON_0001155	colon
http://purl.obolibrary.org/obo/MONDO_0005023	ductal breast carcinoma in situ	http://purl.obolibrary.org/obo/UBERON_0001765	mammary duct
http://purl.obolibrary.org/obo/MONDO_0003315	endometrium carcinoma in situ	http://purl.obolibrary.org/obo/UBERON_0001295	endometrium
http://purl.obolibrary.org/obo/MONDO_0004708	esophagus carcinoma in situ	http://purl.obolibrary.org/obo/UBERON_0001043	esophagus
http://purl.obolibrary.org/obo/MONDO_0004659	eye carcinoma in situ	http://purl.obolibrary.org/obo/UBERON_0010230	eyeball of camera-type eye
http://purl.obolibrary.org/obo/MONDO_0000373	gall bladder carcinoma in situ	http://purl.obolibrary.org/obo/UBERON_0002110	gall bladder
http://purl.obolibrary.org/obo/MONDO_0006234	grade III prostatic intraepithelial neoplasia	http://purl.obolibrary.org/obo/UBERON_0002367	prostate gland
http://purl.obolibrary.org/obo/MONDO_0004698	intestine carcinoma in situ	http://purl.obolibrary.org/obo/UBERON_0000160	intestine
http://purl.obolibrary.org/obo/MONDO_0004732	kidney carcinoma in situ	http://purl.obolibrary.org/obo/UBERON_0002113	kidney
http://purl.obolibrary.org/obo/MONDO_0004696	larynx carcinoma in situ	http://purl.obolibrary.org/obo/UBERON_0001737	larynx
http://purl.obolibrary.org/obo/MONDO_0004636	lip carcinoma in situ	http://purl.obolibrary.org/obo/UBERON_0001833	lip
http://purl.obolibrary.org/obo/MONDO_0004715	liver carcinoma in situ	http://purl.obolibrary.org/obo/UBERON_0002107	liver
http://purl.obolibrary.org/obo/MONDO_0004660	lung carcinoma in situ	http://purl.obolibrary.org/obo/UBERON_0002048	lung
http://purl.obolibrary.org/obo/MONDO_0003784	nasal cavity carcinoma in situ	http://purl.obolibrary.org/obo/UBERON_0001707	nasal cavity
http://purl.obolibrary.org/obo/MONDO_0000371	oral cavity carcinoma in situ	http://purl.obolibrary.org/obo/UBERON_0000167	oral cavity
http://purl.obolibrary.org/obo/MONDO_0004671	penis carcinoma in situ	http://purl.obolibrary.org/obo/UBERON_0000989	penis
http://purl.obolibrary.org/obo/MONDO_0000372	pharynx carcinoma in situ	http://purl.obolibrary.org/obo/UBERON_0006562	pharynx
http://purl.obolibrary.org/obo/MONDO_0004725	rectum carcinoma in situ	http://purl.obolibrary.org/obo/UBERON_0001052	rectum
http://purl.obolibrary.org/obo/MONDO_0004641	skin carcinoma in situ	http://purl.obolibrary.org/obo/UBERON_0000014	zone of skin
http://purl.obolibrary.org/obo/MONDO_0004716	stomach carcinoma in situ	http://purl.obolibrary.org/obo/UBERON_0000945	stomach
http://purl.obolibrary.org/obo/MONDO_0004661	trachea carcinoma in situ	http://purl.obolibrary.org/obo/UBERON_0003126	trachea
http://purl.obolibrary.org/obo/MONDO_0042487	uterine cervix carcinoma in situ	http://purl.obolibrary.org/obo/UBERON_0000002	uterine cervix
http://purl.obolibrary.org/obo/MONDO_0004710	uterus carcinoma in situ	http://purl.obolibrary.org/obo/UBERON_0000995	uterus
