defined_class	defined_class_label	disease	disease_label
http://purl.obolibrary.org/obo/MONDO_0001902	congenital agammaglobulinemia	http://purl.obolibrary.org/obo/MONDO_0015977	agammaglobulinemia
http://purl.obolibrary.org/obo/MONDO_0000577	congenital anemia	http://purl.obolibrary.org/obo/MONDO_0002280	anemia (disease)
http://purl.obolibrary.org/obo/MONDO_0017375	congenital enterovirus infection	http://purl.obolibrary.org/obo/MONDO_0005747	enterovirus infectious disease
http://purl.obolibrary.org/obo/MONDO_0004527	congenital granular cell tumor	http://purl.obolibrary.org/obo/MONDO_0006235	granular cell tumor
http://purl.obolibrary.org/obo/MONDO_0009332	congenital hematological disorder	http://purl.obolibrary.org/obo/MONDO_0005570	hematologic disease
http://purl.obolibrary.org/obo/MONDO_0016349	congenital hydrocephalus	http://purl.obolibrary.org/obo/MONDO_0001150	hydrocephalus
http://purl.obolibrary.org/obo/MONDO_0018612	congenital hypothyroidism	http://purl.obolibrary.org/obo/MONDO_0005420	hypothyroidism
http://purl.obolibrary.org/obo/MONDO_0005712	congenital nystagmus	http://purl.obolibrary.org/obo/MONDO_0004843	pathologic nystagmus
http://purl.obolibrary.org/obo/MONDO_0005713	congenital rubella	http://purl.obolibrary.org/obo/MONDO_0004656	rubella
http://purl.obolibrary.org/obo/MONDO_0005714	congenital syphilis	http://purl.obolibrary.org/obo/MONDO_0005976	syphilis
http://purl.obolibrary.org/obo/MONDO_0005715	congenital toxoplasmosis	http://purl.obolibrary.org/obo/MONDO_0005989	toxoplasmosis
http://purl.obolibrary.org/obo/MONDO_0024287	congenital vascular malformation	http://purl.obolibrary.org/obo/MONDO_0024291	vascular malformation
