MONDO:0000147	polyposis	NCIT:C36180	Multifocal Lesion
MONDO:0000385	benign digestive system neoplasm	NCIT:C36122	Benign Cellular Infiltrate
MONDO:0000386	digestive system neuroendocrine tumor	NCIT:C35961	Low Mitotic Activity
MONDO:0000386	digestive system neuroendocrine tumor	NCIT:C36133	Well Differentiated Lesion
MONDO:0000402	small cell carcinoma	NCIT:C35960	High Mitotic Activity
MONDO:0000402	small cell carcinoma	NCIT:C36104	Aggressive Clinical Course
MONDO:0000402	small cell carcinoma	NCIT:C36184	Necrotic Change
MONDO:0000402	small cell carcinoma	NCIT:C60707	Neuron-Specific Enolase Positive Neoplastic Cells Present
MONDO:0000432	lymphoplasmacytic lymphoma	NCIT:C35984	Lymphoplasmacytic Infiltrate
MONDO:0000432	lymphoplasmacytic lymphoma	NCIT:C36020	Dutcher Body
MONDO:0000432	lymphoplasmacytic lymphoma	NCIT:C50764	Lymphadenopathy
MONDO:0000502	villous adenoma	NCIT:C36121	Villous Pattern
MONDO:0000502	villous adenoma	NCIT:C40560	Exophytic Polypoid Lesion
MONDO:0000527	colon adenoma	NCIT:C40560	Exophytic Polypoid Lesion
MONDO:0000530	rectum adenoma	NCIT:C40560	Exophytic Polypoid Lesion
MONDO:0000540	small intestinal neuroendocrine tumor G1	NCIT:C36130	Low Grade Lesion
MONDO:0000540	small intestinal neuroendocrine tumor G1	NCIT:C36133	Well Differentiated Lesion
MONDO:0000548	ovarian clear cell cancer	NCIT:C2885	Ascites
MONDO:0000548	ovarian clear cell cancer	NCIT:C38328	Unfavorable Clinical Outcome
MONDO:0000650	peritoneal benign neoplasm	NCIT:C36122	Benign Cellular Infiltrate
MONDO:0000872	b-cell childhood acute lymphoblastic leukemia	NCIT:C60644	Childhood Lesion
MONDO:0000873	lymphoblastic lymphoma	NCIT:C3100	Hepatomegaly
MONDO:0000873	lymphoblastic lymphoma	NCIT:C3373	Skin Nodule
MONDO:0000873	lymphoblastic lymphoma	NCIT:C38642	Lymphoblasts 25 Percent or Less of Bone Marrow Nucleated Cells
MONDO:0000873	lymphoblastic lymphoma	NCIT:C50764	Lymphadenopathy
MONDO:0000930	nodular malignant melanoma	NCIT:C3373	Skin Nodule
MONDO:0000930	nodular malignant melanoma	NCIT:C35898	Vertical Growth Phase
MONDO:0000930	nodular malignant melanoma	NCIT:C36103	Rapidly Enlarging Mass
MONDO:0000930	nodular malignant melanoma	NCIT:C39624	Skin Plaque
MONDO:0000930	nodular malignant melanoma	NCIT:C39690	Papular Lesion
MONDO:0000967	conventional lipoma	NCIT:C41457	Well-Circumscribed Lesion
MONDO:0000967	conventional lipoma	NCIT:C48898	Painless Mass
MONDO:0000993	prostate squamous cell carcinoma	NCIT:C3090	Hematuria
MONDO:0000993	prostate squamous cell carcinoma	NCIT:C50790	Urinary Retention
MONDO:0001023	prolymphocytic leukemia	NCIT:C3384	Splenomegaly
MONDO:0001023	prolymphocytic leukemia	NCIT:C3408	Thrombocytopenia
MONDO:0001023	prolymphocytic leukemia	NCIT:C38328	Unfavorable Clinical Outcome
MONDO:0001060	microinvasive gastric cancer	NCIT:C60723	Absence of Invasion of the Muscularis Externa
MONDO:0001209	common wart	NCIT:C34892	Parakeratosis
MONDO:0001209	common wart	NCIT:C35541	Hyperkeratosis
MONDO:0001419	trachea squamous cell carcinoma	NCIT:C2998	Dyspnea
MONDO:0001419	trachea squamous cell carcinoma	NCIT:C3094	Hemoptysis
MONDO:0001419	trachea squamous cell carcinoma	NCIT:C37935	Cough
MONDO:0001419	trachea squamous cell carcinoma	NCIT:C47813	Hoarseness
MONDO:0001426	mediastinum neurofibroma	NCIT:C41457	Well-Circumscribed Lesion
MONDO:0001470	anal margin squamous cell carcinoma	NCIT:C26791	Hemorrhage
MONDO:0001470	anal margin squamous cell carcinoma	NCIT:C3426	Ulcer
MONDO:0001569	acoustic neuroma	NCIT:C35910	Antoni B Pattern
MONDO:0001572	leiomyoma	NCIT:C49119	Alternative Fascicle (Bundle) Pattern
MONDO:0001779	vaginal squamous papilloma	NCIT:C2997	Dyspareunia
MONDO:0001783	endometrial stromal nodule	NCIT:C53991	Pushing Tumor Margin
MONDO:0001783	endometrial stromal nodule	NCIT:C53993	Plexiform Vasculature Present
MONDO:0001789	neurofibroma of spinal cord	NCIT:C41457	Well-Circumscribed Lesion
MONDO:0001795	plantar wart	NCIT:C34892	Parakeratosis
MONDO:0001795	plantar wart	NCIT:C35541	Hyperkeratosis
MONDO:0001845	uterine corpus lipoleiomyoma	NCIT:C49120	Lipomatous Metaplasia
MONDO:0001978	regional ureteric cancer	NCIT:C34615	Flank Pain
MONDO:0002056	breast fibroadenoma	NCIT:C3672	Calcification
MONDO:0002056	breast fibroadenoma	NCIT:C48586	Slow Growing Painless Mass
MONDO:0002058	breast adenoma	NCIT:C41457	Well-Circumscribed Lesion
MONDO:0002060	intraductal papilloma	NCIT:C62214	Intraductal Lesion
MONDO:0002066	breast adenomyoepithelioma	NCIT:C35891	Lobulated Growth Pattern
MONDO:0002066	breast adenomyoepithelioma	NCIT:C35925	Tubular Pattern
MONDO:0002066	breast adenomyoepithelioma	NCIT:C53625	Spindle Cell Component Present
MONDO:0002090	eccrine sweat gland neoplasm	NCIT:C62208	Eccrine Differentiation
MONDO:0002163	thymus lipoma	NCIT:C53597	Lipomatous Component Present
MONDO:0002189	nodular hidradenoma	NCIT:C35899	Nodular Pattern
MONDO:0002191	syringoma	NCIT:C35925	Tubular Pattern
MONDO:0002191	syringoma	NCIT:C36180	Multifocal Lesion
MONDO:0002191	syringoma	NCIT:C39690	Papular Lesion
MONDO:0002191	syringoma	NCIT:C53642	Cord-Like Pattern
MONDO:0002191	syringoma	NCIT:C60921	Dense Collagenized Tissue Present
MONDO:0002200	eccrine mixed tumor of skin	NCIT:C35998	Myxoid Stroma Formation
MONDO:0002200	eccrine mixed tumor of skin	NCIT:C36178	Fibrotic Stroma Formation
MONDO:0002200	eccrine mixed tumor of skin	NCIT:C41458	Slow Growing Mass
MONDO:0002200	eccrine mixed tumor of skin	NCIT:C54167	Mesenchymal Component Present
MONDO:0002200	eccrine mixed tumor of skin	NCIT:C54168	Cartilaginous Component Present
MONDO:0002205	vulvar melanoma (disease)	NCIT:C26791	Hemorrhage
MONDO:0002205	vulvar melanoma (disease)	NCIT:C2999	Dysuria
MONDO:0002205	vulvar melanoma (disease)	NCIT:C3344	Pruritus
MONDO:0002207	vulval Paget's disease	NCIT:C3001	Eczema
MONDO:0002223	ovarian malignant mesothelioma	NCIT:C26682	Abdominal Pain
MONDO:0002224	malignant ovarian cyst	NCIT:C41454	Cystic Change
MONDO:0002281	macrocytic anemia (disease)	NCIT:C34889	Pancytopenia
MONDO:0002293	cutaneous ganglioneuroma	NCIT:C36156	Favorable Clinical Outcome
MONDO:0002297	epidermal appendage tumor	NCIT:C62285	Adnexal Differentiation
MONDO:0002299	glomangioma	NCIT:C3303	Pain
MONDO:0002299	glomangioma	NCIT:C51126	Dilated Vascular Space Formation
MONDO:0002360	chondroma	NCIT:C53474	Hyaline Cartilage Differentiation
MONDO:0002369	cystadenoma	NCIT:C41457	Well-Circumscribed Lesion
MONDO:0002371	breast pericanalicular fibroadenoma	NCIT:C62215	Pericanalicular Growth Pattern
MONDO:0002375	sebaceous adenoma	NCIT:C3373	Skin Nodule
MONDO:0002375	sebaceous adenoma	NCIT:C41457	Well-Circumscribed Lesion
MONDO:0002375	sebaceous adenoma	NCIT:C62175	Lobular Pattern
MONDO:0002375	sebaceous adenoma	NCIT:C62507	Compartmentalized Pattern
MONDO:0002377	breast intracanalicular fibroadenoma	NCIT:C54728	Intracanalicular Growth Pattern
MONDO:0002379	cystic teratoma	NCIT:C41454	Cystic Change
MONDO:0002385	cystic nephroma	NCIT:C36108	Encapsulated Mass
MONDO:0002385	cystic nephroma	NCIT:C41454	Cystic Change
MONDO:0002386	mixed epithelial stromal tumor of the kidney	NCIT:C3090	Hematuria
MONDO:0002386	mixed epithelial stromal tumor of the kidney	NCIT:C34615	Flank Pain
MONDO:0002386	mixed epithelial stromal tumor of the kidney	NCIT:C35998	Myxoid Stroma Formation
MONDO:0002386	mixed epithelial stromal tumor of the kidney	NCIT:C41454	Cystic Change
MONDO:0002386	mixed epithelial stromal tumor of the kidney	NCIT:C41472	Collagenous Stroma Formation
MONDO:0002386	mixed epithelial stromal tumor of the kidney	NCIT:C61294	Tubular Structures Present
MONDO:0002388	intracystic papillary adenoma	NCIT:C41454	Cystic Change
MONDO:0002396	nephrogenic adenofibroma	NCIT:C27709	Psammoma Body Formation
MONDO:0002401	malignant giant cell tumor of the tendon sheath	NCIT:C35960	High Mitotic Activity
MONDO:0002401	malignant giant cell tumor of the tendon sheath	NCIT:C36184	Necrotic Change
MONDO:0002422	adamantinoma	NCIT:C3303	Pain
MONDO:0002422	adamantinoma	NCIT:C3399	Swelling
MONDO:0002422	adamantinoma	NCIT:C35907	Biphasic Pattern
MONDO:0002422	adamantinoma	NCIT:C36130	Low Grade Lesion
MONDO:0002422	adamantinoma	NCIT:C41040	Lytic Bone Lesion
MONDO:0002422	adamantinoma	NCIT:C41457	Well-Circumscribed Lesion
MONDO:0002422	adamantinoma	NCIT:C53965	Spindle Cell Osteo-Fibrous Component Present
MONDO:0002422	adamantinoma	NCIT:C53966	Zonal Pattern
MONDO:0002447	endometrial carcinoma (disease)	NCIT:C34818	Metrorrhagia
MONDO:0002447	endometrial carcinoma (disease)	NCIT:C34937	Postmenopausal Hemorrhage
MONDO:0002455	exocervical carcinoma	NCIT:C26945	Vaginal Hemorrhage
MONDO:0002455	exocervical carcinoma	NCIT:C50795	Vaginal Discharge
MONDO:0002472	carcinoma ex pleomorphic adenoma	NCIT:C35998	Myxoid Stroma Formation
MONDO:0002472	carcinoma ex pleomorphic adenoma	NCIT:C41444	Secondary Lesion
MONDO:0002472	carcinoma ex pleomorphic adenoma	NCIT:C53597	Lipomatous Component Present
MONDO:0002472	carcinoma ex pleomorphic adenoma	NCIT:C54167	Mesenchymal Component Present
MONDO:0002472	carcinoma ex pleomorphic adenoma	NCIT:C54168	Cartilaginous Component Present
MONDO:0002472	carcinoma ex pleomorphic adenoma	NCIT:C54171	Osseous Component Present
MONDO:0002472	carcinoma ex pleomorphic adenoma	NCIT:C54172	Carcinomatous Component Present
MONDO:0002488	intraductal breast neoplasm	NCIT:C62214	Intraductal Lesion
MONDO:0002489	malignant breast phyllodes tumor	NCIT:C35859	Osseous Metaplasia
MONDO:0002489	malignant breast phyllodes tumor	NCIT:C35860	Cartilaginous Metaplasia
MONDO:0002489	malignant breast phyllodes tumor	NCIT:C49120	Lipomatous Metaplasia
