iri,iri label,location,location label
http://purl.obolibrary.org/obo/MONDO_0044965,abdominal and pelvic region disorder,http://purl.obolibrary.org/obo/UBERON_0002417,abdominal segment of trunk
http://purl.obolibrary.org/obo/MONDO_0002636,accessory nerve disease,http://purl.obolibrary.org/obo/UBERON_0002019,accessory XI nerve
http://purl.obolibrary.org/obo/MONDO_0002816,adrenal cortex disease,http://purl.obolibrary.org/obo/UBERON_0001235,adrenal cortex
http://purl.obolibrary.org/obo/MONDO_0005495,adrenal gland disease,http://purl.obolibrary.org/obo/UBERON_0002369,adrenal gland
http://purl.obolibrary.org/obo/MONDO_0003182,anterior horn disease,http://purl.obolibrary.org/obo/UBERON_0002257,ventral horn of spinal cord
http://purl.obolibrary.org/obo/MONDO_0024468,anterior pituitary gland disease,http://purl.obolibrary.org/obo/UBERON_0002196,adenohypophysis
http://purl.obolibrary.org/obo/MONDO_0002519,anus disease,http://purl.obolibrary.org/obo/UBERON_0001245,anus
http://purl.obolibrary.org/obo/MONDO_0005561,aortic disease,http://purl.obolibrary.org/obo/UBERON_0000947,aorta
http://purl.obolibrary.org/obo/MONDO_0003803,aortic valve disease,http://purl.obolibrary.org/obo/UBERON_0002137,aortic valve
http://purl.obolibrary.org/obo/MONDO_0024467,apocrine sweat gland disease,http://purl.obolibrary.org/obo/UBERON_0000382,apocrine sweat gland
http://purl.obolibrary.org/obo/MONDO_0000473,arterial disorder,http://purl.obolibrary.org/obo/UBERON_0001637,artery
http://purl.obolibrary.org/obo/MONDO_0006816,arthropathy,http://purl.obolibrary.org/obo/UBERON_0000982,skeletal joint
http://purl.obolibrary.org/obo/MONDO_0003816,articular cartilage disease,http://purl.obolibrary.org/obo/UBERON_0010996,articular cartilage of joint
http://purl.obolibrary.org/obo/MONDO_0005476,atrioventricular node disease,http://purl.obolibrary.org/obo/UBERON_0002352,atrioventricular node
http://purl.obolibrary.org/obo/MONDO_0002409,auditory system disease,http://purl.obolibrary.org/obo/UBERON_0016490,auditory system
http://purl.obolibrary.org/obo/MONDO_0001292,autonomic nervous system disease,http://purl.obolibrary.org/obo/UBERON_0002410,autonomic nervous system
http://purl.obolibrary.org/obo/MONDO_0003996,basal ganglia disease,http://purl.obolibrary.org/obo/UBERON_0010011,collection of basal ganglia
http://purl.obolibrary.org/obo/MONDO_0002887,bile duct disease,http://purl.obolibrary.org/obo/UBERON_0002394,bile duct
http://purl.obolibrary.org/obo/MONDO_0004868,biliary tract disease,http://purl.obolibrary.org/obo/UBERON_0001173,biliary tree
http://purl.obolibrary.org/obo/MONDO_0005497,bone development disease,http://purl.obolibrary.org/obo/GO_0060348,bone development
http://purl.obolibrary.org/obo/MONDO_0005381,bone disease,http://purl.obolibrary.org/obo/UBERON_0001474,bone element
http://purl.obolibrary.org/obo/MONDO_0003225,bone marrow disease,http://purl.obolibrary.org/obo/UBERON_0002371,bone marrow
http://purl.obolibrary.org/obo/MONDO_0005560,brain disease,http://purl.obolibrary.org/obo/UBERON_0000955,brain
http://purl.obolibrary.org/obo/MONDO_0002657,breast disease,http://purl.obolibrary.org/obo/UBERON_0000310,breast
http://purl.obolibrary.org/obo/MONDO_0001358,bronchial disease,http://purl.obolibrary.org/obo/UBERON_0002185,bronchus
http://purl.obolibrary.org/obo/MONDO_0001574,capillary disease,http://purl.obolibrary.org/obo/UBERON_0001982,capillary
http://purl.obolibrary.org/obo/MONDO_0045001,cardiac ventricle disease,http://purl.obolibrary.org/obo/UBERON_0002082,cardiac ventricle
http://purl.obolibrary.org/obo/MONDO_0004995,cardiovascular disease,http://purl.obolibrary.org/obo/UBERON_0004535,cardiovascular system
http://purl.obolibrary.org/obo/MONDO_0005269,carotid artery disease,http://purl.obolibrary.org/obo/UBERON_0005396,carotid artery segment
http://purl.obolibrary.org/obo/MONDO_0044998,carpal region disease,http://purl.obolibrary.org/obo/UBERON_0004452,carpal region
http://purl.obolibrary.org/obo/MONDO_0005569,cartilage disease,http://purl.obolibrary.org/obo/UBERON_0002418,cartilage tissue
http://purl.obolibrary.org/obo/MONDO_0002031,cecal disease,http://purl.obolibrary.org/obo/UBERON_0001153,caecum
http://purl.obolibrary.org/obo/MONDO_0002602,central nervous system disease,http://purl.obolibrary.org/obo/UBERON_0001017,central nervous system
http://purl.obolibrary.org/obo/MONDO_0002427,cerebellar disease,http://purl.obolibrary.org/obo/UBERON_0002037,cerebellum
http://purl.obolibrary.org/obo/MONDO_0044996,cerebral cortex disease,http://purl.obolibrary.org/obo/UBERON_0000956,cerebral cortex
http://purl.obolibrary.org/obo/MONDO_0002256,cervix disease,http://purl.obolibrary.org/obo/UBERON_0000002,uterine cervix
http://purl.obolibrary.org/obo/MONDO_0002970,ciliary body disease,http://purl.obolibrary.org/obo/UBERON_0001775,ciliary body
http://purl.obolibrary.org/obo/MONDO_0003452,cochlear disease,http://purl.obolibrary.org/obo/UBERON_0001844,cochlea
http://purl.obolibrary.org/obo/MONDO_0003409,colonic disease,http://purl.obolibrary.org/obo/UBERON_0001155,colon
http://purl.obolibrary.org/obo/MONDO_0002886,common bile duct disease,http://purl.obolibrary.org/obo/UBERON_0001174,common bile duct
http://purl.obolibrary.org/obo/MONDO_0005449,conduction system disorder,http://purl.obolibrary.org/obo/UBERON_0002350,conducting system of heart
http://purl.obolibrary.org/obo/MONDO_0002932,conjunctival disease,http://purl.obolibrary.org/obo/UBERON_0001811,conjunctiva
http://purl.obolibrary.org/obo/MONDO_0001174,conjunctival vascular disease,http://purl.obolibrary.org/obo/UBERON_0010366,conjunctival vasculature
http://purl.obolibrary.org/obo/MONDO_0003900,connective tissue disease,http://purl.obolibrary.org/obo/UBERON_0002384,connective tissue
http://purl.obolibrary.org/obo/MONDO_0000942,corneal disease,http://purl.obolibrary.org/obo/UBERON_0000964,cornea
http://purl.obolibrary.org/obo/MONDO_0005010,coronary artery disease,http://purl.obolibrary.org/obo/UBERON_0001621,coronary artery
http://purl.obolibrary.org/obo/MONDO_0003569,cranial nerve neuropathy,http://purl.obolibrary.org/obo/UBERON_0034713,cranial neuron projection bundle
http://purl.obolibrary.org/obo/MONDO_0003394,dental pulp disease,http://purl.obolibrary.org/obo/UBERON_0001754,dental pulp
http://purl.obolibrary.org/obo/MONDO_0021154,dermis disease,http://purl.obolibrary.org/obo/UBERON_0002067,dermis
http://purl.obolibrary.org/obo/MONDO_0005728,diaphragm disease,http://purl.obolibrary.org/obo/UBERON_0001103,diaphragm
http://purl.obolibrary.org/obo/MONDO_0004335,digestive system disease,http://purl.obolibrary.org/obo/UBERON_0001007,digestive system
http://purl.obolibrary.org/obo/MONDO_0021205,disease of ear,http://purl.obolibrary.org/obo/UBERON_0001690,ear
http://purl.obolibrary.org/obo/MONDO_0045013,disease of extraembryonic membrane,http://purl.obolibrary.org/obo/UBERON_0005631,extraembryonic membrane
http://purl.obolibrary.org/obo/MONDO_0023369,disease of facial skeleton,http://purl.obolibrary.org/obo/UBERON_0011156,facial skeleton
http://purl.obolibrary.org/obo/MONDO_0021145,disease of genitourinary system,http://purl.obolibrary.org/obo/UBERON_0004122,genitourinary system
http://purl.obolibrary.org/obo/MONDO_0002022,disease of orbital region,http://purl.obolibrary.org/obo/UBERON_0004088,orbital region
http://purl.obolibrary.org/obo/MONDO_0002917,disease of pilosebaceous unit,http://purl.obolibrary.org/obo/UBERON_0011932,pilosebaceous unit
http://purl.obolibrary.org/obo/MONDO_0045043,disease of uterine broad ligament,http://purl.obolibrary.org/obo/UBERON_0012332,broad ligament of uterus
http://purl.obolibrary.org/obo/MONDO_0024458,disease of visual system,http://purl.obolibrary.org/obo/UBERON_0002104,visual system
http://purl.obolibrary.org/obo/MONDO_0024625,disorder of lacrimal gland,http://purl.obolibrary.org/obo/UBERON_0001817,lacrimal gland
http://purl.obolibrary.org/obo/MONDO_0015141,disorder of medulla oblongata,http://purl.obolibrary.org/obo/UBERON_0001896,medulla oblongata
http://purl.obolibrary.org/obo/MONDO_0003568,disorder of optic chiasm,http://purl.obolibrary.org/obo/UBERON_0000959,optic chiasma
http://purl.obolibrary.org/obo/MONDO_0002866,duodenal disease,http://purl.obolibrary.org/obo/UBERON_0002114,duodenum
http://purl.obolibrary.org/obo/MONDO_0000470,endocardium disease,http://purl.obolibrary.org/obo/UBERON_0002165,endocardium
http://purl.obolibrary.org/obo/MONDO_0001933,endocrine pancreas disease,http://purl.obolibrary.org/obo/UBERON_0000016,endocrine pancreas
http://purl.obolibrary.org/obo/MONDO_0005151,endocrine system disease,http://purl.obolibrary.org/obo/UBERON_0000949,endocrine system
http://purl.obolibrary.org/obo/MONDO_0000931,endometrial disease,http://purl.obolibrary.org/obo/UBERON_0001295,endometrium
http://purl.obolibrary.org/obo/MONDO_0002183,enthesopathy,http://purl.obolibrary.org/obo/UBERON_0035845,enthesis
http://purl.obolibrary.org/obo/MONDO_0044972,eosinophil disease,http://purl.obolibrary.org/obo/CL_0000771,eosinophil
http://purl.obolibrary.org/obo/MONDO_0003749,esophageal disease,http://purl.obolibrary.org/obo/UBERON_0001043,esophagus
http://purl.obolibrary.org/obo/MONDO_0004866,eustachian tube disease,http://purl.obolibrary.org/obo/UBERON_0002393,pharyngotympanic tube
http://purl.obolibrary.org/obo/MONDO_0002776,external ear disease,http://purl.obolibrary.org/obo/UBERON_0001691,external ear
http://purl.obolibrary.org/obo/MONDO_0000462,eye adnexa disease,http://purl.obolibrary.org/obo/UBERON_0035639,ocular adnexa
http://purl.obolibrary.org/obo/MONDO_0005328,eye disease,http://purl.obolibrary.org/obo/UBERON_0010230,eyeball of camera-type eye
http://purl.obolibrary.org/obo/MONDO_0003382,eyelid disease,http://purl.obolibrary.org/obo/UBERON_0001711,eyelid
http://purl.obolibrary.org/obo/MONDO_0044987,face disease,http://purl.obolibrary.org/obo/UBERON_0001456,face
http://purl.obolibrary.org/obo/MONDO_0002098,facial nerve disease,http://purl.obolibrary.org/obo/UBERON_0001647,facial nerve
http://purl.obolibrary.org/obo/MONDO_0002156,fallopian tube disease,http://purl.obolibrary.org/obo/UBERON_0003889,fallopian tube
http://purl.obolibrary.org/obo/MONDO_0002263,female reproductive system disease,http://purl.obolibrary.org/obo/UBERON_0000474,female reproductive system
http://purl.obolibrary.org/obo/MONDO_0044989,foot disease,http://purl.obolibrary.org/obo/UBERON_0002387,pes
http://purl.obolibrary.org/obo/MONDO_0005281,gallbladder disease,http://purl.obolibrary.org/obo/UBERON_0002110,gall bladder
http://purl.obolibrary.org/obo/MONDO_0002021,gingival disease,http://purl.obolibrary.org/obo/UBERON_0001828,gingiva
http://purl.obolibrary.org/obo/MONDO_0019722,glomerular disease,http://purl.obolibrary.org/obo/UBERON_0000074,renal glomerulus
http://purl.obolibrary.org/obo/MONDO_0002639,glossopharyngeal nerve disease,http://purl.obolibrary.org/obo/UBERON_0001649,glossopharyngeal nerve
http://purl.obolibrary.org/obo/MONDO_0002259,gonadal disease,http://purl.obolibrary.org/obo/UBERON_0000991,gonad
http://purl.obolibrary.org/obo/MONDO_0044990,hand disease,http://purl.obolibrary.org/obo/UBERON_0002398,manus
http://purl.obolibrary.org/obo/MONDO_0005042,head disease,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://purl.obolibrary.org/obo/MONDO_0021059,head or neck disease/disorder,http://purl.obolibrary.org/obo/UBERON_0007811,craniocervical region
http://purl.obolibrary.org/obo/MONDO_0005267,heart disease,http://purl.obolibrary.org/obo/UBERON_0000948,heart
http://purl.obolibrary.org/obo/MONDO_0002869,heart valve disease,http://purl.obolibrary.org/obo/UBERON_0000946,cardial valve
http://purl.obolibrary.org/obo/MONDO_0005570,hematological system disease,http://purl.obolibrary.org/obo/UBERON_0002390,hematopoietic system
http://purl.obolibrary.org/obo/MONDO_0002515,hepatobiliary disease,http://purl.obolibrary.org/obo/UBERON_0002423,hepatobiliary system
http://purl.obolibrary.org/obo/MONDO_0044988,hip region disease,http://purl.obolibrary.org/obo/UBERON_0001464,hip
http://purl.obolibrary.org/obo/MONDO_0001810,hypoglossal nerve disease,http://purl.obolibrary.org/obo/UBERON_0001650,hypoglossal nerve
http://purl.obolibrary.org/obo/MONDO_0002150,hypothalamic disease,http://purl.obolibrary.org/obo/UBERON_0001898,hypothalamus
http://purl.obolibrary.org/obo/MONDO_0005046,immune system disease,http://purl.obolibrary.org/obo/UBERON_0002405,immune system
http://purl.obolibrary.org/obo/MONDO_0002467,inner ear disease,http://purl.obolibrary.org/obo/UBERON_0001846,internal ear
http://purl.obolibrary.org/obo/MONDO_0002051,integumentary system disease,http://purl.obolibrary.org/obo/UBERON_0002416,integumental system
http://purl.obolibrary.org/obo/MONDO_0005020,intestinal disease,http://purl.obolibrary.org/obo/UBERON_0000160,intestine
http://purl.obolibrary.org/obo/MONDO_0002289,iris disease,http://purl.obolibrary.org/obo/UBERON_0001769,iris
http://purl.obolibrary.org/obo/MONDO_0005240,kidney disease,http://purl.obolibrary.org/obo/UBERON_0002113,kidney
http://purl.obolibrary.org/obo/MONDO_0001854,lacrimal apparatus disease,http://purl.obolibrary.org/obo/UBERON_0001750,lacrimal apparatus
http://purl.obolibrary.org/obo/MONDO_0024634,large intestine disease,http://purl.obolibrary.org/obo/UBERON_0000059,large intestine
http://purl.obolibrary.org/obo/MONDO_0004382,laryngeal disease,http://purl.obolibrary.org/obo/UBERON_0001737,larynx
http://purl.obolibrary.org/obo/MONDO_0001176,lens disease,http://purl.obolibrary.org/obo/UBERON_0000965,lens of camera-type eye
http://purl.obolibrary.org/obo/MONDO_0004805,leukocyte disease,http://purl.obolibrary.org/obo/CL_0000738,leukocyte
http://purl.obolibrary.org/obo/MONDO_0045044,ligament disease,http://purl.obolibrary.org/obo/UBERON_0000211,ligament
http://purl.obolibrary.org/obo/MONDO_0044967,limb disorder,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://purl.obolibrary.org/obo/MONDO_0004748,lip disease,http://purl.obolibrary.org/obo/UBERON_0001833,lip
http://purl.obolibrary.org/obo/MONDO_0005154,liver disease,http://purl.obolibrary.org/obo/UBERON_0002107,liver
http://purl.obolibrary.org/obo/MONDO_0000270,lower respiratory tract disease,http://purl.obolibrary.org/obo/UBERON_0001558,lower respiratory tract
http://purl.obolibrary.org/obo/MONDO_0005275,lung disease,http://purl.obolibrary.org/obo/UBERON_0002048,lung
http://purl.obolibrary.org/obo/MONDO_0004928,lymph node disease,http://purl.obolibrary.org/obo/UBERON_0000029,lymph node
http://purl.obolibrary.org/obo/MONDO_0005833,lymphatic system disease,http://purl.obolibrary.org/obo/UBERON_0006558,lymphatic part of lymphoid system
http://purl.obolibrary.org/obo/MONDO_0044986,lymphoid system disease,http://purl.obolibrary.org/obo/UBERON_0002465,lymphoid system
http://purl.obolibrary.org/obo/MONDO_0003150,male reproductive system disease,http://purl.obolibrary.org/obo/UBERON_0000079,male reproductive system
http://purl.obolibrary.org/obo/MONDO_0043707,mediastinal diseases,http://purl.obolibrary.org/obo/UBERON_0003728,mediastinum
http://purl.obolibrary.org/obo/MONDO_0044997,midbrain disease,http://purl.obolibrary.org/obo/UBERON_0001891,midbrain
http://purl.obolibrary.org/obo/MONDO_0003276,middle ear disease,http://purl.obolibrary.org/obo/UBERON_0001756,middle ear
http://purl.obolibrary.org/obo/MONDO_0003767,mitral valve disease,http://purl.obolibrary.org/obo/UBERON_0002135,mitral valve
http://purl.obolibrary.org/obo/MONDO_0020128,motor neuron disease,http://purl.obolibrary.org/obo/CL_0000100,motor neuron
http://purl.obolibrary.org/obo/MONDO_0006858,mouth disease,http://purl.obolibrary.org/obo/UBERON_0000165,mouth
http://purl.obolibrary.org/obo/MONDO_0044992,mouth mucosa disease,http://purl.obolibrary.org/obo/UBERON_0003729,mouth mucosa
http://purl.obolibrary.org/obo/MONDO_0003939,muscle tissue disease,http://purl.obolibrary.org/obo/UBERON_0002385,muscle tissue
http://purl.obolibrary.org/obo/MONDO_0005218,muscular disease,http://purl.obolibrary.org/obo/UBERON_0001630,muscle organ
http://purl.obolibrary.org/obo/MONDO_0002081,musculoskeletal system disease,http://purl.obolibrary.org/obo/UBERON_0002204,musculoskeletal system
http://purl.obolibrary.org/obo/MONDO_0024643,myocardial disorder,http://purl.obolibrary.org/obo/UBERON_0002349,myocardium
http://purl.obolibrary.org/obo/MONDO_0002884,nail disease,http://purl.obolibrary.org/obo/UBERON_0001705,nail
http://purl.obolibrary.org/obo/MONDO_0002232,nasal cavity disease,http://purl.obolibrary.org/obo/UBERON_0001707,nasal cavity
http://purl.obolibrary.org/obo/MONDO_0044984,nasolacrimal duct disease,http://purl.obolibrary.org/obo/UBERON_0002392,nasolacrimal duct
http://purl.obolibrary.org/obo/MONDO_0004821,nasopharyngeal disease,http://purl.obolibrary.org/obo/UBERON_0001728,nasopharynx
http://purl.obolibrary.org/obo/MONDO_0024432,nerve plexus disease,http://purl.obolibrary.org/obo/UBERON_0001810,nerve plexus
http://purl.obolibrary.org/obo/MONDO_0005071,nervous system disorder,http://purl.obolibrary.org/obo/UBERON_0001016,nervous system
http://purl.obolibrary.org/obo/MONDO_0002436,nose disease,http://purl.obolibrary.org/obo/UBERON_0000004,nose
http://purl.obolibrary.org/obo/MONDO_0005552,ocular vascular disease,http://purl.obolibrary.org/obo/UBERON_0002203,vasculature of eye
http://purl.obolibrary.org/obo/MONDO_0002727,olfactory nerve disease,http://purl.obolibrary.org/obo/UBERON_0001579,olfactory nerve
http://purl.obolibrary.org/obo/MONDO_0001898,optic choroid disease,http://purl.obolibrary.org/obo/UBERON_0001776,optic choroid
http://purl.obolibrary.org/obo/MONDO_0002135,optic nerve disease,http://purl.obolibrary.org/obo/UBERON_0000941,cranial nerve II
http://purl.obolibrary.org/obo/MONDO_0005558,ovarian disease,http://purl.obolibrary.org/obo/UBERON_0000992,ovary
http://purl.obolibrary.org/obo/MONDO_0002356,pancreas disease,http://purl.obolibrary.org/obo/UBERON_0001264,pancreas
http://purl.obolibrary.org/obo/MONDO_0001735,paranasal sinus disease,http://purl.obolibrary.org/obo/UBERON_0001825,paranasal sinus
http://purl.obolibrary.org/obo/MONDO_0044995,parasympathetic nervous system disease,http://purl.obolibrary.org/obo/UBERON_0000011,parasympathetic nervous system
http://purl.obolibrary.org/obo/MONDO_0001223,parathyroid gland disease,http://purl.obolibrary.org/obo/UBERON_0001132,parathyroid gland
http://purl.obolibrary.org/obo/MONDO_0005899,parotid disease,http://purl.obolibrary.org/obo/UBERON_0001831,parotid gland
http://purl.obolibrary.org/obo/MONDO_0002036,penile disease,http://purl.obolibrary.org/obo/UBERON_0000989,penis
http://purl.obolibrary.org/obo/MONDO_0000474,pericardium disease,http://purl.obolibrary.org/obo/UBERON_0002407,pericardium
http://purl.obolibrary.org/obo/MONDO_0002635,periodontal disease,http://purl.obolibrary.org/obo/UBERON_0001758,periodontium
http://purl.obolibrary.org/obo/MONDO_0003620,peripheral nervous system disease,http://purl.obolibrary.org/obo/UBERON_0000010,peripheral nervous system
http://purl.obolibrary.org/obo/MONDO_0003381,pituitary gland disease,http://purl.obolibrary.org/obo/UBERON_0000007,pituitary gland
http://purl.obolibrary.org/obo/MONDO_0005917,placenta disease,http://purl.obolibrary.org/obo/UBERON_0001987,placenta
http://purl.obolibrary.org/obo/MONDO_0002037,pleural disease,http://purl.obolibrary.org/obo/UBERON_0000977,pleura
http://purl.obolibrary.org/obo/MONDO_0003105,prostate disease,http://purl.obolibrary.org/obo/UBERON_0002367,prostate gland
http://purl.obolibrary.org/obo/MONDO_0003628,pulmonary valve disease,http://purl.obolibrary.org/obo/UBERON_0002146,pulmonary valve
http://purl.obolibrary.org/obo/MONDO_0002285,pupil disease,http://purl.obolibrary.org/obo/UBERON_0001771,pupil
http://purl.obolibrary.org/obo/MONDO_0001593,rectal disease,http://purl.obolibrary.org/obo/UBERON_0001052,rectum
http://purl.obolibrary.org/obo/MONDO_0044347,red blood cell disease,http://purl.obolibrary.org/obo/CL_0000232,erythrocyte
http://purl.obolibrary.org/obo/MONDO_0021568,renal tubule disease,http://purl.obolibrary.org/obo/UBERON_0009773,renal tubule
http://purl.obolibrary.org/obo/MONDO_0005039,reproductive system disease,http://purl.obolibrary.org/obo/UBERON_0000990,reproductive system
http://purl.obolibrary.org/obo/MONDO_0005087,respiratory system disease,http://purl.obolibrary.org/obo/UBERON_0001004,respiratory system
http://purl.obolibrary.org/obo/MONDO_0003579,retinal nerve fibre layer disorder,http://purl.obolibrary.org/obo/UBERON_0001793,nerve fiber layer of retina
http://purl.obolibrary.org/obo/MONDO_0024454,sacral nerve plexus disease,http://purl.obolibrary.org/obo/UBERON_0034986,sacral nerve plexus
http://purl.obolibrary.org/obo/MONDO_0001142,salivary gland disease,http://purl.obolibrary.org/obo/UBERON_0001044,saliva-secreting gland
http://purl.obolibrary.org/obo/MONDO_0044999,scalp disease,http://purl.obolibrary.org/obo/UBERON_0000403,scalp
http://purl.obolibrary.org/obo/MONDO_0001269,scleral disease,http://purl.obolibrary.org/obo/UBERON_0001773,sclera
http://purl.obolibrary.org/obo/MONDO_0045003,scrotal disease,http://purl.obolibrary.org/obo/UBERON_0001300,scrotum
http://purl.obolibrary.org/obo/MONDO_0006607,sebaceous gland disease,http://purl.obolibrary.org/obo/UBERON_0001821,sebaceous gland
http://purl.obolibrary.org/obo/MONDO_0021260,sensory ganglionopathy,http://purl.obolibrary.org/obo/UBERON_0001800,sensory ganglion
http://purl.obolibrary.org/obo/MONDO_0005128,sensory system disease,http://purl.obolibrary.org/obo/UBERON_0001032,sensory system
http://purl.obolibrary.org/obo/MONDO_0000469,sinoatrial node disease,http://purl.obolibrary.org/obo/UBERON_0002351,sinoatrial node
http://purl.obolibrary.org/obo/MONDO_0045004,skeletal ligament disease,http://purl.obolibrary.org/obo/UBERON_0008846,skeletal ligament
http://purl.obolibrary.org/obo/MONDO_0020120,skeletal muscle disease,http://purl.obolibrary.org/obo/UBERON_0001134,skeletal muscle tissue
http://purl.obolibrary.org/obo/MONDO_0005172,skeletal system disease,http://purl.obolibrary.org/obo/UBERON_0001434,skeletal system
http://purl.obolibrary.org/obo/MONDO_0024481,skin appendage disease,http://purl.obolibrary.org/obo/UBERON_0000021,cutaneous appendage
http://purl.obolibrary.org/obo/MONDO_0005093,skin disease,http://purl.obolibrary.org/obo/UBERON_0000014,zone of skin
http://purl.obolibrary.org/obo/MONDO_0024654,skull disorder,http://purl.obolibrary.org/obo/UBERON_0003129,skull
http://purl.obolibrary.org/obo/MONDO_0024635,small intestine disease,http://purl.obolibrary.org/obo/UBERON_0002108,small intestine
http://purl.obolibrary.org/obo/MONDO_0002545,spinal cord disease,http://purl.obolibrary.org/obo/UBERON_0002240,spinal cord
http://purl.obolibrary.org/obo/MONDO_0002332,splenic disease,http://purl.obolibrary.org/obo/UBERON_0002106,spleen
http://purl.obolibrary.org/obo/MONDO_0004298,stomach disease,http://purl.obolibrary.org/obo/UBERON_0000945,stomach
http://purl.obolibrary.org/obo/MONDO_0019296,subcutaneous tissue disease,http://purl.obolibrary.org/obo/UBERON_0011818,superficial fascia
http://purl.obolibrary.org/obo/MONDO_0001597,submandibular gland disease,http://purl.obolibrary.org/obo/UBERON_0001736,submandibular gland
http://purl.obolibrary.org/obo/MONDO_0006615,sweat gland disease,http://purl.obolibrary.org/obo/UBERON_0001820,sweat gland
