# comment: The latest OMIM is integrated with every Mondo release.
# curie_map:
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   OMIM: https://omim.org/entry/
#   oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_date: '2022-02-11'
# mapping_set_id: http://purl.obolibrary.org/obo/mondo/mappings/mondo_hasdbxref_omim.sssom.tsv
# mapping_set_version: http://purl.obolibrary.org/obo/mondo/releases/2024-03-04/mappings/mondo_hasdbxref_omim.sssom.tsv
# object_source: https://www.omim.org/
# object_source_version: http://www.orphadata.org/data/ORDO/ordo_orphanet_3.1.owl
# subject_source: http://purl.obolibrary.org/obo/mondo.owl
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification
MONDO:0000208	microcephaly, short stature, and impaired glucose metabolism 1	oboInOwl:hasDbXref	OMIM:616033	microcephaly, short stature, and impaired glucose metabolism 1	semapv:ManualMappingCuration
MONDO:0000902	agenesis of the corpus callosum with peripheral neuropathy	oboInOwl:hasDbXref	OMIM:218000	agenesis of the corpus callosum with peripheral neuropathy	semapv:ManualMappingCuration
MONDO:0000908	arrhythmogenic right ventricular dysplasia 13	oboInOwl:hasDbXref	OMIM:615616	arrhythmogenic right ventricular dysplasia, familial, 13	semapv:ManualMappingCuration
MONDO:0000909	Bartter disease type 4B	oboInOwl:hasDbXref	OMIM:613090	bartter syndrome,  iia 4b, neonatal, with sensorineural deafness	semapv:ManualMappingCuration
MONDO:0000910	retinitis pigmentosa 6	oboInOwl:hasDbXref	OMIM:312612	retinitis pigmentosa 6	semapv:ManualMappingCuration
MONDO:0000911	obsolete dilated cardiomyopathy 1T	oboInOwl:hasDbXref	OMIM:613740		semapv:ManualMappingCuration
MONDO:0000912	autosomal recessive nonsyndromic hearing loss 5	oboInOwl:hasDbXref	OMIM:600792	deafness, autosomal recessive 5	semapv:ManualMappingCuration
MONDO:0000913	hereditary spherocytosis type 2	oboInOwl:hasDbXref	OMIM:616649	spherocytosis,  iia 2	semapv:ManualMappingCuration
MONDO:0000914	cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1	oboInOwl:hasDbXref	OMIM:125310	cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy,  iia 1	semapv:ManualMappingCuration
MONDO:0001046	imperforate anus	oboInOwl:hasDbXref	OMIM:207500	anus, imperforate	semapv:ManualMappingCuration
MONDO:0001046	imperforate anus	oboInOwl:hasDbXref	OMIM:301800	anus, imperforate	semapv:ManualMappingCuration
MONDO:0001056	gastric cancer	oboInOwl:hasDbXref	OMIM:613659	gastric cancer	semapv:ManualMappingCuration
MONDO:0001187	urinary bladder cancer	oboInOwl:hasDbXref	OMIM:109800	bladder cancer	semapv:ManualMappingCuration
MONDO:0002009	major depressive disorder	oboInOwl:hasDbXref	OMIM:608516	major depressive disorder	semapv:ManualMappingCuration
MONDO:0002422	adamantinoma	oboInOwl:hasDbXref	OMIM:102660	adamantinoma of long bones	semapv:ManualMappingCuration
MONDO:0002629	bone osteosarcoma	oboInOwl:hasDbXref	OMIM:259500	osteogenic sarcoma	semapv:ManualMappingCuration
MONDO:0002697	ovarian gonadoblastoma	oboInOwl:hasDbXref	OMIM:424500	gonadoblastoma	semapv:ManualMappingCuration
MONDO:0002974	cervical cancer	oboInOwl:hasDbXref	OMIM:603956	cervical cancer	semapv:ManualMappingCuration
MONDO:0003789	hereditary papillary renal cell carcinoma	oboInOwl:hasDbXref	OMIM:605074	renal cell carcinoma, papillary, 1	semapv:ManualMappingCuration
MONDO:0004573	ariboflavinosis	oboInOwl:hasDbXref	OMIM:615026	riboflavin deficiency	semapv:ManualMappingCuration
MONDO:0004743	hyperhomocysteinemia	oboInOwl:hasDbXref	OMIM:603174	hyperhomocysteinemia	semapv:ManualMappingCuration
MONDO:0004914	celiac artery stenosis from compression by median arcuate ligament of diaphragm	oboInOwl:hasDbXref	OMIM:116870	celiac artery stenosis from compression by median arcuate ligament of diaphragm	semapv:ManualMappingCuration
MONDO:0004948	B-cell chronic lymphocytic leukemia	oboInOwl:hasDbXref	OMIM:151400	leukemia, chronic lymphocytic	semapv:ManualMappingCuration
MONDO:0004951	susceptibility to HIV infection	oboInOwl:hasDbXref	OMIM:609423	human immunodeficiency virus  iia 1, susceptibility to	semapv:ManualMappingCuration
MONDO:0005002	chronic obstructive pulmonary disease	oboInOwl:hasDbXref	OMIM:606963	pulmonary disease, chronic obstructive	semapv:ManualMappingCuration
MONDO:0005090	schizophrenia	oboInOwl:hasDbXref	OMIM:181500	schizophrenia	semapv:ManualMappingCuration
MONDO:0005147	type 1 diabetes mellitus	oboInOwl:hasDbXref	OMIM:222100	iia 1 diabetes mellitus	semapv:ManualMappingCuration
MONDO:0005148	type 2 diabetes mellitus	oboInOwl:hasDbXref	OMIM:125853	iia 2 diabetes mellitus	semapv:ManualMappingCuration
MONDO:0005260	autism	oboInOwl:hasDbXref	OMIM:209850	autism	semapv:ManualMappingCuration
MONDO:0005298	osteoporosis	oboInOwl:hasDbXref	OMIM:166710	osteoporosis	semapv:ManualMappingCuration
MONDO:0005575	colorectal cancer	oboInOwl:hasDbXref	OMIM:114500	colorectal cancer	semapv:ManualMappingCuration
MONDO:0005579	epilepsy, idiopathic generalized	oboInOwl:hasDbXref	OMIM:600669	epilepsy, idiopathic generalized	semapv:ManualMappingCuration
MONDO:0006065	lactose intolerance adult type	oboInOwl:hasDbXref	OMIM:223100	lactose intolerance, adult  iia	semapv:ManualMappingCuration
MONDO:0006292	malignant mesothelioma	oboInOwl:hasDbXref	OMIM:156240	mesothelioma, malignant	semapv:ManualMappingCuration
MONDO:0006486	uveal melanoma	oboInOwl:hasDbXref	OMIM:155720	melanoma, uveal	semapv:ManualMappingCuration
MONDO:0006761	fibromuscular dysplasia	oboInOwl:hasDbXref	OMIM:135580	fibromuscular dysplasia, arterial	semapv:ManualMappingCuration
MONDO:0007030	autosomal dominant Aarskog syndrome	oboInOwl:hasDbXref	OMIM:100050	aarskog syndrome, autosomal dominant	semapv:ManualMappingCuration
MONDO:0007032	prune belly syndrome	oboInOwl:hasDbXref	OMIM:100100	prune belly syndrome	semapv:ManualMappingCuration
MONDO:0007033	abducens nerve palsy	oboInOwl:hasDbXref	OMIM:100200	abducens palsy	semapv:ManualMappingCuration
MONDO:0007036	Achard syndrome	oboInOwl:hasDbXref	OMIM:100700	achard syndrome	semapv:ManualMappingCuration
MONDO:0007037	Achondroplasia	oboInOwl:hasDbXref	OMIM:100800	achondroplasia	semapv:ManualMappingCuration
MONDO:0007038	Achoo syndrome	oboInOwl:hasDbXref	OMIM:100820	achoo syndrome	semapv:ManualMappingCuration
MONDO:0007039	neurofibromatosis type 2	oboInOwl:hasDbXref	OMIM:101000	schwannomatosis, vestibular	semapv:ManualMappingCuration
MONDO:0007040	Sakati-Nyhan syndrome	oboInOwl:hasDbXref	OMIM:101120	acrocephalopolysyndactyly  iia 3	semapv:ManualMappingCuration
MONDO:0007041	Apert syndrome	oboInOwl:hasDbXref	OMIM:101200	apert syndrome	semapv:ManualMappingCuration
MONDO:0007042	Saethre-Chotzen syndrome	oboInOwl:hasDbXref	OMIM:101400	saethre-chotzen syndrome	semapv:ManualMappingCuration
MONDO:0007043	Pfeiffer syndrome	oboInOwl:hasDbXref	OMIM:101600	pfeiffer syndrome	semapv:ManualMappingCuration
MONDO:0007044	Acrodysostosis 1 with or without hormone resistance	oboInOwl:hasDbXref	OMIM:101800	acrodysostosis 1 with or without hormone resistance	semapv:ManualMappingCuration
MONDO:0007045	acrofacial dysostosis, Catania type	oboInOwl:hasDbXref	OMIM:101805	acrofacial dysostosis, catania  iia	semapv:ManualMappingCuration
MONDO:0007046	hereditary papulotranslucent acrokeratoderma	oboInOwl:hasDbXref	OMIM:101840	acrokeratoderma, hereditary papulotranslucent	semapv:ManualMappingCuration
MONDO:0007047	punctate palmoplantar keratoderma type III	oboInOwl:hasDbXref	OMIM:101850	palmoplantar keratoderma, punctate  iia 3	semapv:ManualMappingCuration
MONDO:0007048	acrokeratosis verruciformis	oboInOwl:hasDbXref	OMIM:101900	acrokeratosis verruciformis	semapv:ManualMappingCuration
MONDO:0007049	acroleukopathy, symmetric	oboInOwl:hasDbXref	OMIM:102000	acroleukopathy, symmetric	semapv:ManualMappingCuration
