# curie_map:
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   SCTID: http://identifiers.org/snomedct/
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: http://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_date: '2020-01-01'
# mapping_set_version: http://purl.obolibrary.org/obo/mondo/release/v2021-09-03/mappings/mondo_closematch_sctid.sssom.tsv
# subject_source: http://purl.obolibrary.org/obo/mondo.owl
subject_id	subject_label	predicate_id	object_id	match_type
MONDO:0002974	cervical cancer	skos:closeMatch	SCTID:188186008	HumanCurated
MONDO:0002974	cervical cancer	skos:closeMatch	SCTID:123841004	HumanCurated
MONDO:0002974	cervical cancer	skos:closeMatch	SCTID:254885005	HumanCurated
MONDO:0002974	cervical cancer	skos:closeMatch	SCTID:93752005	HumanCurated
MONDO:0002974	cervical cancer	skos:closeMatch	SCTID:188174005	HumanCurated
MONDO:0002970	ciliary body disease	skos:closeMatch	SCTID:193481009	HumanCurated
MONDO:0002970	ciliary body disease	skos:closeMatch	SCTID:155116005	HumanCurated
MONDO:0002970	ciliary body disease	skos:closeMatch	SCTID:267719008	HumanCurated
MONDO:0002971	amelanotic melanoma	skos:closeMatch	SCTID:70594002	HumanCurated
MONDO:0002972	posterior mediastinum cancer	skos:closeMatch	SCTID:187888005	HumanCurated
MONDO:0002973	epithelioid cell melanoma	skos:closeMatch	SCTID:37138001	HumanCurated
MONDO:0002967	dermatophytosis of scalp or beard	skos:closeMatch	SCTID:186987005	HumanCurated
MONDO:0002967	dermatophytosis of scalp or beard	skos:closeMatch	SCTID:186985002	HumanCurated
MONDO:0002968	lymphocele	skos:closeMatch	SCTID:12167004	HumanCurated
MONDO:0002968	lymphocele	skos:closeMatch	SCTID:234109007	HumanCurated
MONDO:0002969	ciliary body cancer	skos:closeMatch	SCTID:93756008	HumanCurated
MONDO:0002969	ciliary body cancer	skos:closeMatch	SCTID:126998003	HumanCurated
MONDO:0002984	reticulohistiocytic granuloma	skos:closeMatch	SCTID:128741006	HumanCurated
MONDO:0002984	reticulohistiocytic granuloma	skos:closeMatch	SCTID:189097004	HumanCurated
MONDO:0002984	reticulohistiocytic granuloma	skos:closeMatch	SCTID:15960008	HumanCurated
MONDO:0002979	papillary squamous carcinoma	skos:closeMatch	SCTID:39056008	HumanCurated
MONDO:0002954	superficial multifocal basal cell carcinoma	skos:closeMatch	SCTID:61098004	HumanCurated
MONDO:0002949	morpheaform basal cell carcinoma	skos:closeMatch	SCTID:134152008	HumanCurated
MONDO:0002949	morpheaform basal cell carcinoma	skos:closeMatch	SCTID:302821007	HumanCurated
MONDO:0002949	morpheaform basal cell carcinoma	skos:closeMatch	SCTID:56665009	HumanCurated
MONDO:0002947	adamantinoid basal cell epithelioma	skos:closeMatch	SCTID:254728002	HumanCurated
MONDO:0002948	skin fibroepithelial basal cell carcinoma	skos:closeMatch	SCTID:43369006	HumanCurated
MONDO:0002963	acantholytic acanthoma	skos:closeMatch	SCTID:397188008	HumanCurated
MONDO:0002965	parovarian cyst	skos:closeMatch	SCTID:204831002	HumanCurated
MONDO:0002959	radiculopathy	skos:closeMatch	SCTID:394640000	HumanCurated
MONDO:0024323	glomangiomyoma	skos:closeMatch	SCTID:189745002	HumanCurated
MONDO:0024323	glomangiomyoma	skos:closeMatch	SCTID:34550005	HumanCurated
MONDO:0000337	exanthema subitum	skos:closeMatch	SCTID:240559001	HumanCurated
MONDO:0000337	exanthema subitum	skos:closeMatch	SCTID:402902002	HumanCurated
MONDO:0000337	exanthema subitum	skos:closeMatch	SCTID:266193008	HumanCurated
MONDO:0000337	exanthema subitum	skos:closeMatch	SCTID:266192003	HumanCurated
MONDO:0000337	exanthema subitum	skos:closeMatch	SCTID:154344005	HumanCurated
MONDO:0000337	exanthema subitum	skos:closeMatch	SCTID:154343004	HumanCurated
MONDO:0002990	benign deep fibrous histiocytoma	skos:closeMatch	SCTID:128741006	HumanCurated
MONDO:0000327	Buruli ulcer disease	skos:closeMatch	SCTID:186343005	HumanCurated
MONDO:0002989	benign fibrous histiocytoma	skos:closeMatch	SCTID:25889007	HumanCurated
MONDO:0002989	benign fibrous histiocytoma	skos:closeMatch	SCTID:189769003	HumanCurated
MONDO:0002989	benign fibrous histiocytoma	skos:closeMatch	SCTID:189770002	HumanCurated
MONDO:0000338	variola major infectious disease	skos:closeMatch	SCTID:266193008	HumanCurated
MONDO:0000338	variola major infectious disease	skos:closeMatch	SCTID:154344005	HumanCurated
MONDO:0002927	spindle cell sarcoma	skos:closeMatch	SCTID:9801004	HumanCurated
MONDO:0002928	carcinosarcoma	skos:closeMatch	SCTID:84427001	HumanCurated
MONDO:0002928	carcinosarcoma	skos:closeMatch	SCTID:112684005	HumanCurated
MONDO:0002928	carcinosarcoma	skos:closeMatch	SCTID:63264007	HumanCurated
MONDO:0002928	carcinosarcoma	skos:closeMatch	SCTID:189808004	HumanCurated
MONDO:0002929	pulmonary immaturity	skos:closeMatch	SCTID:123275009	HumanCurated
MONDO:0002926	clear cell sarcoma	skos:closeMatch	SCTID:271944004	HumanCurated
MONDO:0002926	clear cell sarcoma	skos:closeMatch	SCTID:12622007	HumanCurated
MONDO:0002937	nodular basal cell carcinoma	skos:closeMatch	SCTID:128636006	HumanCurated
MONDO:0002909	hyperglycemia	skos:closeMatch	SCTID:270004003	HumanCurated
MONDO:0002909	hyperglycemia	skos:closeMatch	SCTID:207289007	HumanCurated
MONDO:0002909	hyperglycemia	skos:closeMatch	SCTID:207643008	HumanCurated
MONDO:0002909	hyperglycemia	skos:closeMatch	SCTID:315299009	HumanCurated
MONDO:0002909	hyperglycemia	skos:closeMatch	SCTID:390730002	HumanCurated
MONDO:0002909	hyperglycemia	skos:closeMatch	SCTID:144187006	HumanCurated
MONDO:0002909	hyperglycemia	skos:closeMatch	SCTID:237598005	HumanCurated
MONDO:0002909	hyperglycemia	skos:closeMatch	SCTID:154719004	HumanCurated
MONDO:0002905	mutism	skos:closeMatch	SCTID:267771000	HumanCurated
MONDO:0002905	mutism	skos:closeMatch	SCTID:88052002	HumanCurated
MONDO:0002907	intracranial thrombosis	skos:closeMatch	SCTID:155401002	HumanCurated
MONDO:0002903	articulation disorder	skos:closeMatch	SCTID:8187005	HumanCurated
MONDO:0002904	echolalia	skos:closeMatch	SCTID:64712007	HumanCurated
MONDO:0002920	malignant ovarian Brenner tumor	skos:closeMatch	SCTID:42194009	HumanCurated
MONDO:0002922	pyoderma	skos:closeMatch	SCTID:200719000	HumanCurated
MONDO:0002922	pyoderma	skos:closeMatch	SCTID:267838007	HumanCurated
MONDO:0002922	pyoderma	skos:closeMatch	SCTID:156323008	HumanCurated
MONDO:0002917	disease of pilosebaceous unit	skos:closeMatch	SCTID:267862002	HumanCurated
MONDO:0002917	disease of pilosebaceous unit	skos:closeMatch	SCTID:156407009	HumanCurated
MONDO:0002917	disease of pilosebaceous unit	skos:closeMatch	SCTID:279425004	HumanCurated
MONDO:0002918	clear cell meningioma	skos:closeMatch	SCTID:57606003	HumanCurated
MONDO:0002918	clear cell meningioma	skos:closeMatch	SCTID:134213009	HumanCurated
MONDO:0002912	brainstem cancer	skos:closeMatch	SCTID:126961004	HumanCurated
MONDO:0002912	brainstem cancer	skos:closeMatch	SCTID:188299003	HumanCurated
MONDO:0002912	brainstem cancer	skos:closeMatch	SCTID:154549004	HumanCurated
MONDO:0002912	brainstem cancer	skos:closeMatch	SCTID:93726004	HumanCurated
MONDO:0002913	cerebellar neoplasm	skos:closeMatch	SCTID:363472008	HumanCurated
MONDO:0002913	cerebellar neoplasm	skos:closeMatch	SCTID:154548007	HumanCurated
MONDO:0000377	malignant Leydig cell tumor	skos:closeMatch	SCTID:77870005	HumanCurated
MONDO:0002855	ectomesenchymoma	skos:closeMatch	SCTID:128750008	HumanCurated
MONDO:0002866	duodenal disease	skos:closeMatch	SCTID:196598004	HumanCurated
MONDO:0002863	rhabdomyosarcoma with mixed embryonal and alveolar features	skos:closeMatch	SCTID:62383007	HumanCurated
MONDO:0002831	non-keratinizing sinonasal squamous cell carcinoma	skos:closeMatch	SCTID:5600009	HumanCurated
MONDO:0002829	bartholin gland carcinoma	skos:closeMatch	SCTID:399533005	HumanCurated
MONDO:0002824	extrinsic cardiomyopathy	skos:closeMatch	SCTID:195580005	HumanCurated
MONDO:0002844	lymphocytic gastritis	skos:closeMatch	SCTID:235658000	HumanCurated
MONDO:0002840	eosinophilic gastritis	skos:closeMatch	SCTID:196738004	HumanCurated
MONDO:0002839	leather-bottle stomach	skos:closeMatch	SCTID:37995004	HumanCurated
MONDO:0002839	leather-bottle stomach	skos:closeMatch	SCTID:307594007	HumanCurated
MONDO:0002837	sarcomatoid transitional cell carcinoma	skos:closeMatch	SCTID:112676006	HumanCurated
MONDO:0002897	secondary syphilis	skos:closeMatch	SCTID:186865002	HumanCurated
MONDO:0002897	secondary syphilis	skos:closeMatch	SCTID:154382002	HumanCurated
MONDO:0002898	skin cancer	skos:closeMatch	SCTID:94047004	HumanCurated
MONDO:0002898	skin cancer	skos:closeMatch	SCTID:190107001	HumanCurated
MONDO:0002898	skin cancer	skos:closeMatch	SCTID:188143008	HumanCurated
MONDO:0002898	skin cancer	skos:closeMatch	SCTID:363511009	HumanCurated
MONDO:0002896	primary syphilis	skos:closeMatch	SCTID:57334003	HumanCurated
MONDO:0002872	trophoblastic neoplasm	skos:closeMatch	SCTID:189858006	HumanCurated
MONDO:0002872	trophoblastic neoplasm	skos:closeMatch	SCTID:134334000	HumanCurated
MONDO:0002872	trophoblastic neoplasm	skos:closeMatch	SCTID:115234004	HumanCurated
MONDO:0002872	trophoblastic neoplasm	skos:closeMatch	SCTID:189855009	HumanCurated
MONDO:0002870	tricuspid valve insufficiency	skos:closeMatch	SCTID:155347006	HumanCurated
MONDO:0002870	tricuspid valve insufficiency	skos:closeMatch	SCTID:251009000	HumanCurated
MONDO:0002870	tricuspid valve insufficiency	skos:closeMatch	SCTID:266298007	HumanCurated
MONDO:0002868	bile duct mucinous cystic neoplasm with an associated invasive carcinoma	skos:closeMatch	SCTID:50422007	HumanCurated
MONDO:0002869	heart valve disease	skos:closeMatch	SCTID:398995000	HumanCurated
MONDO:0002869	heart valve disease	skos:closeMatch	SCTID:195013005	HumanCurated
MONDO:0002887	bile duct disease	skos:closeMatch	SCTID:197455006	HumanCurated
MONDO:0002889	orbital cancer	skos:closeMatch	SCTID:363462005	HumanCurated
MONDO:0002889	orbital cancer	skos:closeMatch	SCTID:93932000	HumanCurated
MONDO:0002889	orbital cancer	skos:closeMatch	SCTID:188270008	HumanCurated
MONDO:0002884	nail disease	skos:closeMatch	SCTID:156401005	HumanCurated
MONDO:0002884	nail disease	skos:closeMatch	SCTID:267861009	HumanCurated
MONDO:0002884	nail disease	skos:closeMatch	SCTID:201127007	HumanCurated
MONDO:0002885	erythrasma	skos:closeMatch	SCTID:154314007	HumanCurated
MONDO:0002885	erythrasma	skos:closeMatch	SCTID:238418005	HumanCurated
MONDO:0002885	erythrasma	skos:closeMatch	SCTID:266185008	HumanCurated
MONDO:0002885	erythrasma	skos:closeMatch	SCTID:111797001	HumanCurated
MONDO:0002885	erythrasma	skos:closeMatch	SCTID:200726000	HumanCurated
MONDO:0002885	erythrasma	skos:closeMatch	SCTID:186393009	HumanCurated
MONDO:0002811	main bronchus cancer	skos:closeMatch	SCTID:187856002	HumanCurated
MONDO:0002811	main bronchus cancer	skos:closeMatch	SCTID:154487009	HumanCurated
MONDO:0002811	main bronchus cancer	skos:closeMatch	SCTID:187859009	HumanCurated
MONDO:0002811	main bronchus cancer	skos:closeMatch	SCTID:269563009	HumanCurated
MONDO:0002806	bronchogenic carcinoma	skos:closeMatch	SCTID:269561006	HumanCurated
MONDO:0002806	bronchogenic carcinoma	skos:closeMatch	SCTID:154485001	HumanCurated
MONDO:0002804	apocrine adenoma	skos:closeMatch	SCTID:36318001	HumanCurated
MONDO:0002805	hidradenoma	skos:closeMatch	SCTID:307574003	HumanCurated
MONDO:0002805	hidradenoma	skos:closeMatch	SCTID:189664001	HumanCurated
MONDO:0002805	hidradenoma	skos:closeMatch	SCTID:81393009	HumanCurated
MONDO:0002805	hidradenoma	skos:closeMatch	SCTID:255182002	HumanCurated
MONDO:0002805	hidradenoma	skos:closeMatch	SCTID:189051001	HumanCurated
MONDO:0002805	hidradenoma	skos:closeMatch	SCTID:254719003	HumanCurated
MONDO:0002821	trabecular follicular adenocarcinoma	skos:closeMatch	SCTID:72174007	HumanCurated
MONDO:0002822	trabecular adenocarcinoma	skos:closeMatch	SCTID:29792007	HumanCurated
MONDO:0002817	adrenal gland cancer	skos:closeMatch	SCTID:188338005	HumanCurated
MONDO:0002817	adrenal gland cancer	skos:closeMatch	SCTID:188337000	HumanCurated
MONDO:0002817	adrenal gland cancer	skos:closeMatch	SCTID:93665005	HumanCurated
MONDO:0002817	adrenal gland cancer	skos:closeMatch	SCTID:363355002	HumanCurated
MONDO:0002815	acute myocarditis	skos:closeMatch	SCTID:194953001	HumanCurated
MONDO:0002815	acute myocarditis	skos:closeMatch	SCTID:195569005	HumanCurated
MONDO:0002815	acute myocarditis	skos:closeMatch	SCTID:194961006	HumanCurated
MONDO:0002815	acute myocarditis	skos:closeMatch	SCTID:155336004	HumanCurated
MONDO:0002800	thrombophlebitis	skos:closeMatch	SCTID:266266001	HumanCurated
MONDO:0002800	thrombophlebitis	skos:closeMatch	SCTID:195433004	HumanCurated
MONDO:0002800	thrombophlebitis	skos:closeMatch	SCTID:64156001	HumanCurated
MONDO:0002800	thrombophlebitis	skos:closeMatch	SCTID:195401008	HumanCurated
MONDO:0024245	ductal eccrine adenocarcinoma	skos:closeMatch	SCTID:400208002	HumanCurated
MONDO:0000270	lower respiratory tract disease	skos:closeMatch	SCTID:195823002	HumanCurated
MONDO:0000270	lower respiratory tract disease	skos:closeMatch	SCTID:266346007	HumanCurated
MONDO:0024240	eccrine carcinoma	skos:closeMatch	SCTID:128686000	HumanCurated
MONDO:0000271	tuberculous salpingitis	skos:closeMatch	SCTID:186243007	HumanCurated
MONDO:0000271	tuberculous salpingitis	skos:closeMatch	SCTID:186242002	HumanCurated
MONDO:0012268	AIDS	skos:closeMatch	SCTID:186705005	HumanCurated
MONDO:0012268	AIDS	skos:closeMatch	SCTID:234644008	HumanCurated
MONDO:0012268	AIDS	skos:closeMatch	SCTID:186715004	HumanCurated
MONDO:0012268	AIDS	skos:closeMatch	SCTID:266201009	HumanCurated
MONDO:0024236	obsolete degenerative disorder	skos:closeMatch	SCTID:362975008	HumanCurated
MONDO:0000265	aspiration pneumonia	skos:closeMatch	SCTID:47839005	HumanCurated
MONDO:0000263	laryngotracheitis	skos:closeMatch	SCTID:155508005	HumanCurated
MONDO:0000263	laryngotracheitis	skos:closeMatch	SCTID:83271005	HumanCurated
MONDO:0000263	laryngotracheitis	skos:closeMatch	SCTID:155505008	HumanCurated
MONDO:0000263	laryngotracheitis	skos:closeMatch	SCTID:195697006	HumanCurated
MONDO:0000263	laryngotracheitis	skos:closeMatch	SCTID:195703007	HumanCurated
MONDO:0000263	laryngotracheitis	skos:closeMatch	SCTID:195679003	HumanCurated
MONDO:0000263	laryngotracheitis	skos:closeMatch	SCTID:276443001	HumanCurated
MONDO:0000263	laryngotracheitis	skos:closeMatch	SCTID:195694004	HumanCurated
MONDO:0000263	laryngotracheitis	skos:closeMatch	SCTID:64375000	HumanCurated
MONDO:0000261	adenoiditis	skos:closeMatch	SCTID:232420002	HumanCurated
MONDO:0000261	adenoiditis	skos:closeMatch	SCTID:195794009	HumanCurated
MONDO:0024268	superficial mycosis	skos:closeMatch	SCTID:187002008	HumanCurated
MONDO:0024268	superficial mycosis	skos:closeMatch	SCTID:187476003	HumanCurated
MONDO:0012275	fetal valproate syndrome	skos:closeMatch	SCTID:205792006	HumanCurated
MONDO:0002731	cerebral hemisphere cancer	skos:closeMatch	SCTID:188304002	HumanCurated
MONDO:0002731	cerebral hemisphere cancer	skos:closeMatch	SCTID:188300006	HumanCurated
MONDO:0002728	rhabdoid tumor	skos:closeMatch	SCTID:83118000	HumanCurated
MONDO:0002728	rhabdoid tumor	skos:closeMatch	SCTID:189812005	HumanCurated
MONDO:0002738	acute transudative otitis media	skos:closeMatch	SCTID:155218001	HumanCurated
MONDO:0002738	acute transudative otitis media	skos:closeMatch	SCTID:36958006	HumanCurated
MONDO:0002738	acute transudative otitis media	skos:closeMatch	SCTID:194244002	HumanCurated
MONDO:0002738	acute transudative otitis media	skos:closeMatch	SCTID:11957006	HumanCurated
MONDO:0002738	acute transudative otitis media	skos:closeMatch	SCTID:194239009	HumanCurated
MONDO:0002738	acute transudative otitis media	skos:closeMatch	SCTID:194238001	HumanCurated
MONDO:0002738	acute transudative otitis media	skos:closeMatch	SCTID:35183001	HumanCurated
