# curie_map:
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   SCTID: http://snomed.info/id/
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_date: '2017-09-20'
# mapping_set_id: http://purl.obolibrary.org/obo/mondo/mappings/mondo_relatedmatch_sctid.sssom.tsv
# mapping_set_version: http://purl.obolibrary.org/obo/mondo/releases/2024-08-06/mappings/mondo_relatedmatch_sctid.sssom.tsv
# subject_source: http://purl.obolibrary.org/obo/mondo.owl
subject_id	subject_label	predicate_id	object_id	mapping_justification
MONDO:0003182	anterior horn disorder	skos:relatedMatch	SCTID:85672005	semapv:ManualMappingCuration
MONDO:0004242	active peptic ulcer disease	skos:relatedMatch	SCTID:64121000	semapv:ManualMappingCuration
MONDO:0004242	active peptic ulcer disease	skos:relatedMatch	SCTID:74474003	semapv:ManualMappingCuration
MONDO:0005115	temporal lobe epilepsy	skos:relatedMatch	SCTID:193000002	semapv:ManualMappingCuration
MONDO:0005641	aleutian mink disease	skos:relatedMatch	SCTID:62251004	semapv:ManualMappingCuration
MONDO:0006507	hereditary hemochromatosis	skos:relatedMatch	SCTID:399187006	semapv:ManualMappingCuration
MONDO:0006879	optic papillitis	skos:relatedMatch	SCTID:423341008	semapv:ManualMappingCuration
MONDO:0008055	myotonia congenita, autosomal dominant	skos:relatedMatch	SCTID:8960007	semapv:ManualMappingCuration
MONDO:0008420	seborrheic keratosis	skos:relatedMatch	SCTID:398838000	semapv:ManualMappingCuration
MONDO:0009009	hypoplasminogenemia	skos:relatedMatch	SCTID:403435005	semapv:ManualMappingCuration
MONDO:0009852	hereditary intrinsic factor deficiency	skos:relatedMatch	SCTID:34925000	semapv:ManualMappingCuration
MONDO:0011939	Spondyloenchondrodysplasia with immune dysregulation	skos:relatedMatch	SCTID:254079002	semapv:ManualMappingCuration
MONDO:0015523	epithelioid hemangioendothelioma	skos:relatedMatch	SCTID:403981003	semapv:ManualMappingCuration
MONDO:0015681	childhood disintegrative disorder	skos:relatedMatch	SCTID:61831009	semapv:ManualMappingCuration
MONDO:0018746	mucous membrane pemphigoid	skos:relatedMatch	SCTID:34250006	semapv:ManualMappingCuration
MONDO:0019037	progressive supranuclear palsy	skos:relatedMatch	SCTID:28978003	semapv:ManualMappingCuration
MONDO:0019610	Zollinger-Ellison syndrome	skos:relatedMatch	SCTID:302824004	semapv:ManualMappingCuration
MONDO:0022430	persistent fetal circulation syndrome	skos:relatedMatch	SCTID:206597007	semapv:ManualMappingCuration
MONDO:0022430	persistent fetal circulation syndrome	skos:relatedMatch	SCTID:35604006	semapv:ManualMappingCuration
MONDO:1010029	aleutian mink disease, human	skos:relatedMatch	SCTID:62251004	semapv:ManualMappingCuration

