# curie_map:
#   OMIM: http://omim.org/entry/
#   Orphanet: http://www.orpha.net/ORDO/Orphanet_
#   oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: http://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_date: '2017-09-20'
# mapping_set_id: http://purl.obolibrary.org/obo/mondo/mappings/omim_hasdbxref_orphanet.sssom.tsv
# mapping_set_version: http://purl.obolibrary.org/obo/mondo/releases/2022-03-07/mappings/omim_hasdbxref_orphanet.sssom.tsv
# subject_source: http://purl.obolibrary.org/obo/mondo.owl
subject_id	predicate_id	object_id	match_type	subject_label	subject_category	predicate_label	predicate_modifier	object_label	object_category	author_id	author_label	reviewer_id	reviewer_label	creator_id	creator_label	license	subject_source	subject_source_version	object_source	object_source_version	mapping_provider	mapping_cardinality	mapping_tool	mapping_tool_version	mapping_date	confidence	subject_match_field	object_match_field	match_string	subject_preprocessing	object_preprocessing	match_term_type	semantic_similarity_score	semantic_similarity_measure	see_also	other	comment
OMIM:608068	oboInOwl:hasDbXref	Orphanet:3243	HumanCurated	neutrophilic dermatosis, acute febrile																																	
OMIM:610377	oboInOwl:hasDbXref	Orphanet:29	HumanCurated	mevalonic aciduria																																	
OMIM:610374	oboInOwl:hasDbXref	Orphanet:99886	HumanCurated	diabetes mellitus, transient neonatal, 2																																	
OMIM:610357	oboInOwl:hasDbXref	Orphanet:101010	HumanCurated	spastic paraplegia 30, autosomal dominant																																	
OMIM:605814	oboInOwl:hasDbXref	Orphanet:247598	HumanCurated	citrullinemia,  iia ii, neonatal-onset																																	
OMIM:137940	oboInOwl:hasDbXref	Orphanet:69735	HumanCurated	hypotrichosis-lymphedema-telangiectasia-renal defect syndrome																																	
OMIM:129400	oboInOwl:hasDbXref	Orphanet:199306	HumanCurated	rapp-hodgkin syndrome																																	
OMIM:129400	oboInOwl:hasDbXref	Orphanet:199302	HumanCurated	rapp-hodgkin syndrome																																	
OMIM:129400	oboInOwl:hasDbXref	Orphanet:141291	HumanCurated	rapp-hodgkin syndrome																																	
OMIM:129400	oboInOwl:hasDbXref	Orphanet:3022	HumanCurated	rapp-hodgkin syndrome																																	
OMIM:104100	oboInOwl:hasDbXref	Orphanet:1010	HumanCurated	palmoplantar keratoderma and congenital alopecia 1																																	
OMIM:604536	oboInOwl:hasDbXref	Orphanet:158668	HumanCurated	ectodermal dysplasia/skin fragility syndrome																																	
OMIM:310490	oboInOwl:hasDbXref	Orphanet:101078	HumanCurated	charcot-marie-tooth disease, X-linked recessive, 4, with or without cerebellar ataxia																																	
OMIM:616516	oboInOwl:hasDbXref	Orphanet:98855	HumanCurated	emery-dreifuss muscular dystrophy 3, autosomal recessive																																	
OMIM:616516	oboInOwl:hasDbXref	Orphanet:261	HumanCurated	emery-dreifuss muscular dystrophy 3, autosomal recessive																																	
OMIM:616500	oboInOwl:hasDbXref	Orphanet:1561	HumanCurated	mitochondrial complex 4 deficiency, nuclear  iia 9																																	
OMIM:617830	oboInOwl:hasDbXref	Orphanet:442835	HumanCurated	developmental and epileptic encephalopathy 58																																	
OMIM:616501	oboInOwl:hasDbXref	Orphanet:1561	HumanCurated	mitochondrial complex 4 deficiency, nuclear  iia 13																																	
OMIM:244400	oboInOwl:hasDbXref	Orphanet:244	HumanCurated	ciliary dyskinesia, primary, 1																																	
OMIM:244400	oboInOwl:hasDbXref	Orphanet:98861	HumanCurated	ciliary dyskinesia, primary, 1																																	
OMIM:233710	oboInOwl:hasDbXref	Orphanet:379	HumanCurated	granulomatous disease, chronic, autosomal recessive, 2																																	
OMIM:617892	oboInOwl:hasDbXref	Orphanet:803	HumanCurated	amyotrophic lateral sclerosis, susceptibility to, 24																																	
OMIM:118700	oboInOwl:hasDbXref	Orphanet:1429	HumanCurated	chorea, benign hereditary																																	
OMIM:233700	oboInOwl:hasDbXref	Orphanet:379	HumanCurated	granulomatous disease, chronic, autosomal recessive, 1																																	
OMIM:105400	oboInOwl:hasDbXref	Orphanet:803	HumanCurated	amyotrophic lateral sclerosis 1																																	
OMIM:615228	oboInOwl:hasDbXref	Orphanet:254913	HumanCurated	mitochondrial complex 5 (atp synthase) deficiency, nuclear  iia 4																																	
OMIM:615225	oboInOwl:hasDbXref	Orphanet:352662	HumanCurated	palmoplantar carcinoma, multiple self-healing																																	
OMIM:604563	oboInOwl:hasDbXref	Orphanet:99956	HumanCurated	charcot-marie-tooth disease,  iia 4b2																																	
OMIM:232400	oboInOwl:hasDbXref	Orphanet:366	HumanCurated	glycogen storage disease 3																																	
OMIM:615280	oboInOwl:hasDbXref	Orphanet:1340	HumanCurated	cardiofaciocutaneous syndrome 4																																	
OMIM:615278	oboInOwl:hasDbXref	Orphanet:1340	HumanCurated	cardiofaciocutaneous syndrome 2																																	
OMIM:615279	oboInOwl:hasDbXref	Orphanet:1340	HumanCurated	cardiofaciocutaneous syndrome 3																																	
OMIM:615273	oboInOwl:hasDbXref	Orphanet:404454	HumanCurated	congenital disorder of deglycosylation																																	
OMIM:603285	oboInOwl:hasDbXref	Orphanet:221061	HumanCurated	cerebral cavernous malformations 3																																	
OMIM:616592	oboInOwl:hasDbXref	Orphanet:477831	HumanCurated	kosaki overgrowth syndrome																																	
OMIM:603278	oboInOwl:hasDbXref	Orphanet:656	HumanCurated	focal segmental glomerulosclerosis 1																																	
OMIM:616586	oboInOwl:hasDbXref	Orphanet:447760	HumanCurated	spastic paraplegia 9b, autosomal recessive																																	
OMIM:219500	oboInOwl:hasDbXref	Orphanet:212	HumanCurated	cystathioninuria																																	
OMIM:309400	oboInOwl:hasDbXref	Orphanet:565	HumanCurated	menkes disease																																	
OMIM:616576	oboInOwl:hasDbXref	Orphanet:1572	HumanCurated	immunodeficiency, common variable, 12, with autoimmunity																																	
OMIM:616577	oboInOwl:hasDbXref	Orphanet:457351	HumanCurated	neurodevelopmental disorder with hearing loss, seizures, and brain abnormalities																																	
OMIM:261000	oboInOwl:hasDbXref	Orphanet:332	HumanCurated	intrinsic factor deficiency																																	
OMIM:275630	oboInOwl:hasDbXref	Orphanet:98907	HumanCurated	chanarin-dorfman syndrome																																	
OMIM:212065	oboInOwl:hasDbXref	Orphanet:79318	HumanCurated	congenital disorder of glycosylation,  iia ia																																	
OMIM:212066	oboInOwl:hasDbXref	Orphanet:79329	HumanCurated	congenital disorder of glycosylation,  iia iia																																	
OMIM:310440	oboInOwl:hasDbXref	Orphanet:25980	HumanCurated	myopathy, x-linked, with excessive autophagy																																	
OMIM:615298	oboInOwl:hasDbXref	Orphanet:3250	HumanCurated	symphalangism, proximal, 1b																																	
OMIM:615297	oboInOwl:hasDbXref	Orphanet:974	HumanCurated	adams-oliver syndrome 4																																	
OMIM:615294	oboInOwl:hasDbXref	Orphanet:244	HumanCurated	ciliary dyskinesia, primary, 21																																	
OMIM:615290	oboInOwl:hasDbXref	Orphanet:363447	HumanCurated	spinal muscular atrophy, lower extremity-predominant, 2a, childhood onset, autosomal dominant																																	
OMIM:615290	oboInOwl:hasDbXref	Orphanet:363454	HumanCurated	spinal muscular atrophy, lower extremity-predominant, 2a, childhood onset, autosomal dominant																																	
OMIM:125851	oboInOwl:hasDbXref	Orphanet:552	HumanCurated	maturity-onset diabetes of the young,  iia 2																																	
OMIM:615286	oboInOwl:hasDbXref	Orphanet:363528	HumanCurated	neurodevelopmental disorder with brain abnormalities, poor growth, and dysmorphic facies																																	
OMIM:610427	oboInOwl:hasDbXref	Orphanet:215	HumanCurated	cone-rod synaptic disorder, congenital nonprogressive																																	
OMIM:167800	oboInOwl:hasDbXref	Orphanet:676	HumanCurated	pancreatitis, hereditary																																	
OMIM:131850	oboInOwl:hasDbXref	Orphanet:79410	HumanCurated	epidermolysis bullosa dystrophica, pretibial																																	
OMIM:124500	oboInOwl:hasDbXref	Orphanet:494	HumanCurated	vohwinkel syndrome																																	
OMIM:179800	oboInOwl:hasDbXref	Orphanet:93608	HumanCurated	renal tubular acidosis, distal, 1																																	
OMIM:179800	oboInOwl:hasDbXref	Orphanet:18	HumanCurated	renal tubular acidosis, distal, 1																																	
OMIM:276901	oboInOwl:hasDbXref	Orphanet:886	HumanCurated	usher syndrome,  iia 2a																																	
OMIM:276901	oboInOwl:hasDbXref	Orphanet:231178	HumanCurated	usher syndrome,  iia 2a																																	
OMIM:252930	oboInOwl:hasDbXref	Orphanet:79271	HumanCurated	mucopolysaccharidosis,  iia 3c																																	
OMIM:252930	oboInOwl:hasDbXref	Orphanet:581	HumanCurated	mucopolysaccharidosis,  iia 3c																																	
OMIM:276904	oboInOwl:hasDbXref	Orphanet:231169	HumanCurated	usher syndrome,  iia 1c																																	
OMIM:276904	oboInOwl:hasDbXref	Orphanet:886	HumanCurated	usher syndrome,  iia 1c																																	
OMIM:252940	oboInOwl:hasDbXref	Orphanet:79272	HumanCurated	mucopolysaccharidosis,  iia 3d																																	
OMIM:252940	oboInOwl:hasDbXref	Orphanet:581	HumanCurated	mucopolysaccharidosis,  iia 3d																																	
OMIM:154500	oboInOwl:hasDbXref	Orphanet:861	HumanCurated	treacher collins syndrome 1																																	
OMIM:609465	oboInOwl:hasDbXref	Orphanet:2725	HumanCurated	al-gazali syndrome																																	
OMIM:252920	oboInOwl:hasDbXref	Orphanet:581	HumanCurated	mucopolysaccharidosis,  iia 3b																																	
OMIM:252920	oboInOwl:hasDbXref	Orphanet:79270	HumanCurated	mucopolysaccharidosis,  iia 3b																																	
OMIM:213300	oboInOwl:hasDbXref	Orphanet:475	HumanCurated	joubert syndrome 1																																	
OMIM:610455	oboInOwl:hasDbXref	Orphanet:306658	HumanCurated	tumoral calcinosis, normophosphatemic, familial																																	
OMIM:610455	oboInOwl:hasDbXref	Orphanet:53715	HumanCurated	tumoral calcinosis, normophosphatemic, familial																																	
OMIM:180800	oboInOwl:hasDbXref	Orphanet:3115	HumanCurated	roussy-levy hereditary areflexic dystasia																																	
OMIM:611775	oboInOwl:hasDbXref	Orphanet:2331	HumanCurated	kawasaki disease																																	
OMIM:610443	oboInOwl:hasDbXref	Orphanet:96169	HumanCurated	koolen-de vries syndrome																																	
OMIM:610443	oboInOwl:hasDbXref	Orphanet:363958	HumanCurated	koolen-de vries syndrome																																	
OMIM:143890	oboInOwl:hasDbXref	Orphanet:391665	HumanCurated	hypercholesterolemia, familial, 1																																	
OMIM:255160	oboInOwl:hasDbXref	Orphanet:53698	HumanCurated	myopathy, myosin storage, autosomal recessive																																	
OMIM:252900	oboInOwl:hasDbXref	Orphanet:79269	HumanCurated	mucopolysaccharidosis,  iia 3a																																	
OMIM:252900	oboInOwl:hasDbXref	Orphanet:581	HumanCurated	mucopolysaccharidosis,  iia 3a																																	
OMIM:609452	oboInOwl:hasDbXref	Orphanet:98912	HumanCurated	myopathy, myofibrillar, 4																																	
OMIM:609283	oboInOwl:hasDbXref	Orphanet:254892	HumanCurated	progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 2																																	
OMIM:609284	oboInOwl:hasDbXref	Orphanet:171433	HumanCurated	nemaline myopathy 1																																	
OMIM:609284	oboInOwl:hasDbXref	Orphanet:171439	HumanCurated	nemaline myopathy 1																																	
OMIM:609284	oboInOwl:hasDbXref	Orphanet:171881	HumanCurated	nemaline myopathy 1																																	
OMIM:611590	oboInOwl:hasDbXref	Orphanet:18	HumanCurated	renal tubular acidosis, distal, 4, with hemolytic anemia																																	
OMIM:611590	oboInOwl:hasDbXref	Orphanet:93610	HumanCurated	renal tubular acidosis, distal, 4, with hemolytic anemia																																	
OMIM:609286	oboInOwl:hasDbXref	Orphanet:254892	HumanCurated	progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 3																																	
OMIM:611597	oboInOwl:hasDbXref	Orphanet:91492	HumanCurated	cataract 12, multiple types																																	
OMIM:271980	oboInOwl:hasDbXref	Orphanet:22	HumanCurated	succinic semialdehyde dehydrogenase deficiency																																	
OMIM:609273	oboInOwl:hasDbXref	Orphanet:171439	HumanCurated	nemaline myopathy 6																																	
OMIM:611588	oboInOwl:hasDbXref	Orphanet:206554	HumanCurated	muscular dystrophy-dystroglycanopathy (limb-girdle),  iia c, 4																																	
OMIM:166300	oboInOwl:hasDbXref	Orphanet:2774	HumanCurated	multicentric carpotarsal osteolysis syndrome																																	
OMIM:611584	oboInOwl:hasDbXref	Orphanet:895	HumanCurated	waardenburg syndrome,  iia 2e																																	
OMIM:611584	oboInOwl:hasDbXref	Orphanet:3440	HumanCurated	waardenburg syndrome,  iia 2e																																	
OMIM:609260	oboInOwl:hasDbXref	Orphanet:99947	HumanCurated	charcot-marie-tooth disease, axonal, autosomal dominant,  iia 2a2a																																	
OMIM:179613	oboInOwl:hasDbXref	Orphanet:96167	HumanCurated	recombinant chromosome 8 syndrome																																	
OMIM:231070	oboInOwl:hasDbXref	Orphanet:2078	HumanCurated	geroderma osteodysplasticum																																	
OMIM:610246	oboInOwl:hasDbXref	Orphanet:101109	HumanCurated	spinocerebellar ataxia 28																																	
OMIM:218040	oboInOwl:hasDbXref	Orphanet:3071	HumanCurated	costello syndrome																																	
OMIM:268300	oboInOwl:hasDbXref	Orphanet:3103	HumanCurated	roberts-sc phocomelia syndrome																																	
OMIM:128230	oboInOwl:hasDbXref	Orphanet:98808	HumanCurated	dystonia, dopa-responsive																																	
OMIM:268305	oboInOwl:hasDbXref	Orphanet:3102	HumanCurated	robin sequence with cleft mandible and limb anomalies																																	
OMIM:231005	oboInOwl:hasDbXref	Orphanet:355	HumanCurated	gaucher disease,  iia 3c																																	
OMIM:231005	oboInOwl:hasDbXref	Orphanet:2072	HumanCurated	gaucher disease,  iia 3c																																	
OMIM:231000	oboInOwl:hasDbXref	Orphanet:355	HumanCurated	gaucher disease,  iia 3																																	
OMIM:231000	oboInOwl:hasDbXref	Orphanet:77261	HumanCurated	gaucher disease,  iia 3																																	
OMIM:610293	oboInOwl:hasDbXref	Orphanet:83639	HumanCurated	glycosylphosphatidylinositol biosynthesis defect 1																																	
OMIM:137800	oboInOwl:hasDbXref	Orphanet:94	HumanCurated	glioma susceptibility 1																																	
OMIM:137800	oboInOwl:hasDbXref	Orphanet:360	HumanCurated	glioma susceptibility 1																																	
OMIM:137800	oboInOwl:hasDbXref	Orphanet:182067	HumanCurated	glioma susceptibility 1																																	
OMIM:137800	oboInOwl:hasDbXref	Orphanet:301	HumanCurated	glioma susceptibility 1																																	
OMIM:137800	oboInOwl:hasDbXref	Orphanet:251630	HumanCurated	glioma susceptibility 1																																	
OMIM:137800	oboInOwl:hasDbXref	Orphanet:251627	HumanCurated	glioma susceptibility 1																																	
OMIM:233690	oboInOwl:hasDbXref	Orphanet:379	HumanCurated	granulomatous disease, chronic, autosomal recessive, 4																																	
OMIM:117550	oboInOwl:hasDbXref	Orphanet:821	HumanCurated	sotos syndrome																																	
OMIM:232300	oboInOwl:hasDbXref	Orphanet:365	HumanCurated	glycogen storage disease 2																																	
OMIM:308050	oboInOwl:hasDbXref	Orphanet:139	HumanCurated	congenital hemidysplasia with ichthyosiform erythroderma and limb defects																																	
OMIM:105550	oboInOwl:hasDbXref	Orphanet:275872	HumanCurated	frontotemporal dementia and/or amyotrophic lateral sclerosis 1																																	
OMIM:616409	oboInOwl:hasDbXref	Orphanet:442835	HumanCurated	developmental and epileptic encephalopathy 33																																	
OMIM:616402	oboInOwl:hasDbXref	Orphanet:2512	HumanCurated	microcephaly 14, primary, autosomal recessive																																	
OMIM:150800	oboInOwl:hasDbXref	Orphanet:523	HumanCurated	hereditary leiomyomatosis and renal cell cancer																																	
OMIM:604403	oboInOwl:hasDbXref	Orphanet:36387	HumanCurated	generalized epilepsy with febrile seizures plus,  iia 2																																	
OMIM:245600	oboInOwl:hasDbXref	Orphanet:284139	HumanCurated	multiple joint dislocations, short stature, and craniofacial dysmorphism with or without congenital heart defects																																	
OMIM:605724	oboInOwl:hasDbXref	Orphanet:319462	HumanCurated	fanconi anemia, complementation group d1																																	
OMIM:274150	oboInOwl:hasDbXref	Orphanet:54057	HumanCurated	thrombotic thrombocytopenic purpura, hereditary																																	
OMIM:274150	oboInOwl:hasDbXref	Orphanet:93583	HumanCurated	thrombotic thrombocytopenic purpura, hereditary																																	
OMIM:615119	oboInOwl:hasDbXref	Orphanet:1561	HumanCurated	mitochondrial complex 4 deficiency, nuclear  iia 6																																	
OMIM:136550	oboInOwl:hasDbXref	Orphanet:75327	HumanCurated	macular dystrophy, retinal, 1, north carolina  iia																																	
OMIM:617752	oboInOwl:hasDbXref	Orphanet:600731	HumanCurated	clark-baraitser syndrome																																	
OMIM:118800	oboInOwl:hasDbXref	Orphanet:98810	HumanCurated	paroxysmal nonkinesigenic dyskinesia 1																																	
OMIM:616489	oboInOwl:hasDbXref	Orphanet:397590	HumanCurated	silver-russell syndrome 3																																	
OMIM:616489	oboInOwl:hasDbXref	Orphanet:813	HumanCurated	silver-russell syndrome 3																																	
OMIM:616486	oboInOwl:hasDbXref	Orphanet:2512	HumanCurated	neurodevelopmental disorder with progressive microcephaly, spasticity, and brain imaging abnormalities																																	
OMIM:300971	oboInOwl:hasDbXref	Orphanet:93604	HumanCurated	bartter syndrome,  iia 5, antenatal, transient																																	
OMIM:300971	oboInOwl:hasDbXref	Orphanet:112	HumanCurated	bartter syndrome,  iia 5, antenatal, transient																																	
OMIM:249270	oboInOwl:hasDbXref	Orphanet:49827	HumanCurated	thiamine-responsive megaloblastic anemia syndrome																																	
OMIM:225280	oboInOwl:hasDbXref	Orphanet:1897	HumanCurated	ectodermal dysplasia, ectrodactyly, and macular dystrophy syndrome																																	
OMIM:616471	oboInOwl:hasDbXref	Orphanet:610	HumanCurated	bethlem myopathy 2																																	
OMIM:604484	oboInOwl:hasDbXref	Orphanet:90117	HumanCurated	neuropathy, hereditary motor and sensory, okinawa  iia																																	
OMIM:604484	oboInOwl:hasDbXref	Orphanet:435819	HumanCurated	neuropathy, hereditary motor and sensory, okinawa  iia																																	
OMIM:615135	oboInOwl:hasDbXref	Orphanet:268162	HumanCurated	maple syrup urine disease, mild variant																																	
OMIM:615135	oboInOwl:hasDbXref	Orphanet:511	HumanCurated	maple syrup urine disease, mild variant																																	
OMIM:617796	oboInOwl:hasDbXref	Orphanet:178469	HumanCurated	mental retardation, autosomal dominant 52																																	
OMIM:603147	oboInOwl:hasDbXref	Orphanet:79320	HumanCurated	congenital disorder of glycosylation,  iia ic																																	
OMIM:300958	oboInOwl:hasDbXref	Orphanet:457260	HumanCurated	intellectual developmental disorder, x-linked, syndromic, snijders blok  iia																																	
OMIM:300957	oboInOwl:hasDbXref	Orphanet:457240	HumanCurated	intellectual developmental disorder, X-linked 12																																	
OMIM:300953	oboInOwl:hasDbXref	Orphanet:33364	HumanCurated	trichothiodystrophy 5, nonphotosensitive																																	
OMIM:616457	oboInOwl:hasDbXref	Orphanet:448010	HumanCurated	developmental and epileptic encephalopathy 50																																	
OMIM:135290	oboInOwl:hasDbXref	Orphanet:873	HumanCurated	desmoid disease, hereditary																																	
