# curie_map:
#   ICD10CM: http://purl.bioontology.org/ontology/ICD10CM/
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_set_id: http://purl.obolibrary.org/obo/mondo/mappings/mondo_exactmatch_icd10cm.sssom.tsv
# mapping_set_version: http://purl.obolibrary.org/obo/mondo/releases/2026-01-06/mappings/mondo_exactmatch_icd10cm.sssom.tsv
# object_source: infores:icd10cm
# subject_source: infores:mondo
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification
MONDO:0000088	precocious puberty	skos:exactMatch	ICD10CM:E30.1	Precocious puberty	semapv:ManualMappingCuration
MONDO:0000190	ventricular fibrillation	skos:exactMatch	ICD10CM:I49.01	Ventricular fibrillation	semapv:ManualMappingCuration
MONDO:0000226	mineral metabolism disease	skos:exactMatch	ICD10CM:E83	Disorders of mineral metabolism	semapv:ManualMappingCuration
MONDO:0000245	tinea imbricata	skos:exactMatch	ICD10CM:B35.5	Tinea imbricata	semapv:ManualMappingCuration
MONDO:0000261	adenoiditis	skos:exactMatch	ICD10CM:J35.02	Chronic adenoiditis	semapv:ManualMappingCuration
MONDO:0000290	primary amebic meningoencephalitis	skos:exactMatch	ICD10CM:B60.2	Naegleriasis	semapv:ManualMappingCuration
MONDO:0000309	aniseikonia	skos:exactMatch	ICD10CM:H52.32	Aniseikonia	semapv:ManualMappingCuration
MONDO:0000337	exanthema subitum	skos:exactMatch	ICD10CM:B08.2	Exanthema subitum [sixth disease]	semapv:ManualMappingCuration
MONDO:0000342	O'nyong'nyong fever	skos:exactMatch	ICD10CM:A92.1	O'nyong-nyong fever	semapv:ManualMappingCuration
MONDO:0000344	Ross river fever	skos:exactMatch	ICD10CM:B33.1	Ross River disease	semapv:ManualMappingCuration
