# curie_map:
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   icd11.foundation: http://id.who.int/icd/entity/
#   oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_set_id: http://purl.obolibrary.org/obo/mondo/mappings/mondo_hasdbxref_icd11.foundation.sssom.tsv
# mapping_set_version: http://purl.obolibrary.org/obo/mondo/releases/2026-03-03/mappings/mondo_hasdbxref_icd11.foundation.sssom.tsv
# subject_source: infores:mondo
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification
MONDO:0000004	adrenocortical insufficiency	oboInOwl:hasDbXref	icd11.foundation:733056203	Adrenocortical insufficiency	semapv:ManualMappingCuration
MONDO:0000022	nocturnal enuresis	oboInOwl:hasDbXref	icd11.foundation:1048673005	Nocturnal enuresis	semapv:ManualMappingCuration
MONDO:0000044	hereditary hypophosphatemic rickets	oboInOwl:hasDbXref	icd11.foundation:1010293846	Hypophosphataemic rickets	semapv:ManualMappingCuration
MONDO:0000050	isolated congenital growth hormone deficiency	oboInOwl:hasDbXref	icd11.foundation:936501166	Nonacquired isolated growth hormone deficiency	semapv:ManualMappingCuration
MONDO:0000082	pelvic organ prolapse	oboInOwl:hasDbXref	icd11.foundation:148580117	Pelvic organ prolapse	semapv:ManualMappingCuration
MONDO:0000087	polymicrogyria	oboInOwl:hasDbXref	icd11.foundation:2081858551	Polymicrogyria	semapv:ManualMappingCuration
MONDO:0000107	auriculocondylar syndrome	oboInOwl:hasDbXref	icd11.foundation:1545895796	Auriculo-condylar syndrome	semapv:ManualMappingCuration
MONDO:0000110	bifid nose	oboInOwl:hasDbXref	icd11.foundation:1824850646	Bifid nose	semapv:ManualMappingCuration
MONDO:0000127	geleophysic dysplasia	oboInOwl:hasDbXref	icd11.foundation:518828851	Geleophysic dysplasia	semapv:ManualMappingCuration
MONDO:0000128	giant axonal neuropathy	oboInOwl:hasDbXref	icd11.foundation:1848636316	Giant axonal neuropathy	semapv:ManualMappingCuration
MONDO:0000136	keratosis follicularis spinulosa decalvans	oboInOwl:hasDbXref	icd11.foundation:303213910	Keratosis follicularis spinulosa decalvans	semapv:ManualMappingCuration
MONDO:0000141	mosaic variegated aneuploidy syndrome	oboInOwl:hasDbXref	icd11.foundation:398235351	Mosaic variegated aneuploidy syndrome	semapv:ManualMappingCuration
MONDO:0000153	transposition of the great arteries	oboInOwl:hasDbXref	icd11.foundation:429190257	Transposition of the great arteries	semapv:ManualMappingCuration
MONDO:0000156	trigonocephaly	oboInOwl:hasDbXref	icd11.foundation:20816218	Trigonocephaly	semapv:ManualMappingCuration
MONDO:0000170	microphthalmia, isolated, with coloboma	oboInOwl:hasDbXref	icd11.foundation:1208828500	Colobomatous microphthalmia	semapv:ManualMappingCuration
MONDO:0000179	Neu-Laxova syndrome	oboInOwl:hasDbXref	icd11.foundation:893358230	Neu-Laxova syndrome	semapv:ManualMappingCuration
MONDO:0000190	ventricular fibrillation	oboInOwl:hasDbXref	icd11.foundation:1662472992	Ventricular fibrillation	semapv:ManualMappingCuration
MONDO:0000200	Zimmermann-Laband syndrome	oboInOwl:hasDbXref	icd11.foundation:8285962	Zimmermann-Laband syndrome	semapv:ManualMappingCuration
MONDO:0000222	seminal vesicle acute gonorrhea	oboInOwl:hasDbXref	icd11.foundation:477968215	Acute gonococcal seminal vesiculitis	semapv:ManualMappingCuration
MONDO:0000240	invasive aspergillosis	oboInOwl:hasDbXref	icd11.foundation:1314810340	Invasive aspergillosis	semapv:ManualMappingCuration
MONDO:0000241	Keshan disease	oboInOwl:hasDbXref	icd11.foundation:1307765114	Keshan disease due to selenium deficiency	semapv:ManualMappingCuration
MONDO:0000242	tinea barbae	oboInOwl:hasDbXref	icd11.foundation:1201486458	Dermatophytosis of beard	semapv:ManualMappingCuration
MONDO:0000245	tinea imbricata	oboInOwl:hasDbXref	icd11.foundation:1617973556	Dermatophytosis due to Trichophyton concentricum	semapv:ManualMappingCuration
MONDO:0000262	otomycosis	oboInOwl:hasDbXref	icd11.foundation:107388709	Otomycosis	semapv:ManualMappingCuration
MONDO:0000270	lower respiratory tract disorder	oboInOwl:hasDbXref	icd11.foundation:1582386590	Certain lower respiratory tract diseases	semapv:ManualMappingCuration
MONDO:0000271	tuberculous salpingitis	oboInOwl:hasDbXref	icd11.foundation:25239933	Tuberculous salpingitis	semapv:ManualMappingCuration
MONDO:0000276	Powassan encephalitis	oboInOwl:hasDbXref	icd11.foundation:1674038791	Powassan encephalitis	semapv:ManualMappingCuration
MONDO:0000293	coenurosis	oboInOwl:hasDbXref	icd11.foundation:1545561495	Coenurosis	semapv:ManualMappingCuration
MONDO:0000295	acanthocephaliasis	oboInOwl:hasDbXref	icd11.foundation:1026340475	Acanthocephaliasis	semapv:ManualMappingCuration
MONDO:0000299	thelaziasis	oboInOwl:hasDbXref	icd11.foundation:1803398353	Thelaziasis	semapv:ManualMappingCuration
MONDO:0000301	ophthalmomyiasis	oboInOwl:hasDbXref	icd11.foundation:1105275196	Ocular myiasis	semapv:ManualMappingCuration
MONDO:0000302	basidiobolomycosis	oboInOwl:hasDbXref	icd11.foundation:2087283296	Basidiobolomycosis	semapv:ManualMappingCuration
MONDO:0000303	conidiobolomycosis	oboInOwl:hasDbXref	icd11.foundation:1326582778	Conidiobolomycosis	semapv:ManualMappingCuration
MONDO:0000304	penicilliosis	oboInOwl:hasDbXref	icd11.foundation:646368820	Talaromycosis	semapv:ManualMappingCuration
MONDO:0000309	aniseikonia	oboInOwl:hasDbXref	icd11.foundation:1672014953	Aniseikonia	semapv:ManualMappingCuration
MONDO:0000327	Buruli ulcer disease	oboInOwl:hasDbXref	icd11.foundation:1974989140	Mycobacterium ulcerans infection	semapv:ManualMappingCuration
MONDO:0000328	hyperphosphatemia	oboInOwl:hasDbXref	icd11.foundation:1745515193	Hyperphosphatemia	semapv:ManualMappingCuration
MONDO:0000330	endemic typhus	oboInOwl:hasDbXref	icd11.foundation:4659958	Typhus fever due to Rickettsia typhi	semapv:ManualMappingCuration
MONDO:0000333	early congenital syphilis	oboInOwl:hasDbXref	icd11.foundation:108348777	Early congenital syphilis	semapv:ManualMappingCuration
MONDO:0000337	exanthema subitum	oboInOwl:hasDbXref	icd11.foundation:1883970802	Roseola infantum	semapv:ManualMappingCuration
MONDO:0000344	Ross river fever	oboInOwl:hasDbXref	icd11.foundation:1085418398	Ross River disease	semapv:ManualMappingCuration
MONDO:0000345	Oropouche fever	oboInOwl:hasDbXref	icd11.foundation:693244560	Oropouche virus disease	semapv:ManualMappingCuration
MONDO:0000355	Ullrich congenital muscular dystrophy	oboInOwl:hasDbXref	icd11.foundation:1011547453	Ullrich congenital muscular dystrophy	semapv:ManualMappingCuration
MONDO:0000363	gummatous syphilis	oboInOwl:hasDbXref	icd11.foundation:1630654348	Gummatous syphilis	semapv:ManualMappingCuration
MONDO:0000365	primary congenital glaucoma	oboInOwl:hasDbXref	icd11.foundation:517092878	Primary congenital glaucoma	semapv:ManualMappingCuration
MONDO:0000367	taeniasis	oboInOwl:hasDbXref	icd11.foundation:733748279	Taeniasis	semapv:ManualMappingCuration
MONDO:0000371	oral cavity carcinoma in situ	oboInOwl:hasDbXref	icd11.foundation:1389868484	Carcinoma in situ of oral cavity	semapv:ManualMappingCuration
MONDO:0000372	pharynx carcinoma in situ	oboInOwl:hasDbXref	icd11.foundation:1272356737	Carcinoma in situ of pharynx	semapv:ManualMappingCuration
MONDO:0000375	bronchus carcinoma in situ	oboInOwl:hasDbXref	icd11.foundation:496085082	Carcinoma in situ of bronchus	semapv:ManualMappingCuration
MONDO:0000376	respiratory system cancer	oboInOwl:hasDbXref	icd11.foundation:401100796	Malignant neoplasms of the respiratory system	semapv:ManualMappingCuration
MONDO:0000384	bladder benign neoplasm	oboInOwl:hasDbXref	icd11.foundation:750827946	Benign neoplasm of bladder	semapv:ManualMappingCuration
MONDO:0000396	spastic cerebral palsy	oboInOwl:hasDbXref	icd11.foundation:1426032265	Spastic cerebral palsy	semapv:ManualMappingCuration
MONDO:0000397	ataxic cerebral palsy	oboInOwl:hasDbXref	icd11.foundation:1134558601	Ataxic cerebral palsy	semapv:ManualMappingCuration
MONDO:0000400	mixed cerebral palsy	oboInOwl:hasDbXref	icd11.foundation:1215784069	Mixed cerebral palsy syndromes	semapv:ManualMappingCuration
MONDO:0000405	anal canal cancer	oboInOwl:hasDbXref	icd11.foundation:655574575	Malignant neoplasms of anus or anal canal	semapv:ManualMappingCuration
MONDO:0000432	lymphoplasmacytic lymphoma	oboInOwl:hasDbXref	icd11.foundation:2058944823	Lymphoplasmacytic lymphoma	semapv:ManualMappingCuration
MONDO:0000447	autosomal dominant polycystic liver disease	oboInOwl:hasDbXref	icd11.foundation:1361740083	Polycystic liver disease	semapv:ManualMappingCuration
MONDO:0000447	autosomal dominant polycystic liver disease	oboInOwl:hasDbXref	icd11.foundation:423904268	Autosomal dominant polycystic liver disease	semapv:ManualMappingCuration
MONDO:0000450	secondary progressive multiple sclerosis	oboInOwl:hasDbXref	icd11.foundation:1045965709	Secondary progressive multiple sclerosis	semapv:ManualMappingCuration
MONDO:0000451	primary progressive multiple sclerosis	oboInOwl:hasDbXref	icd11.foundation:1020720762	Primary progressive multiple sclerosis	semapv:ManualMappingCuration
MONDO:0000453	short QT syndrome	oboInOwl:hasDbXref	icd11.foundation:553392015	Short QT syndrome	semapv:ManualMappingCuration
MONDO:0000463	Ochoa syndrome	oboInOwl:hasDbXref	icd11.foundation:443886910	Ochoa syndrome	semapv:ManualMappingCuration
MONDO:0000466	first-degree atrioventricular block	oboInOwl:hasDbXref	icd11.foundation:1438248929	Atrioventricular block, first degree	semapv:ManualMappingCuration
MONDO:0000467	second-degree atrioventricular block	oboInOwl:hasDbXref	icd11.foundation:821174901	Atrioventricular block, second degree	semapv:ManualMappingCuration
MONDO:0000468	third-degree atrioventricular block	oboInOwl:hasDbXref	icd11.foundation:1147105932	Complete atrioventricular block	semapv:ManualMappingCuration
MONDO:0000471	tricuspid valve disorder	oboInOwl:hasDbXref	icd11.foundation:1843615838	Tricuspid valve disease	semapv:ManualMappingCuration
MONDO:0000481	cervical dystonia	oboInOwl:hasDbXref	icd11.foundation:1435836279	Cervical dystonia	semapv:ManualMappingCuration
MONDO:0000483	oculogyric crisis	oboInOwl:hasDbXref	icd11.foundation:1191930451	Oculogyric crisis	semapv:ManualMappingCuration
MONDO:0000490	glomerulosclerosis	oboInOwl:hasDbXref	icd11.foundation:2068645853	Glomerulosclerosis	semapv:ManualMappingCuration
MONDO:0000495	oppositional defiant disorder	oboInOwl:hasDbXref	icd11.foundation:1487528823	Oppositional defiant disorder	semapv:ManualMappingCuration
MONDO:0000498	arteritic anterior ischemic optic neuropathy	oboInOwl:hasDbXref	icd11.foundation:815828716	Arteritic anterior ischemic optic neuropathy	semapv:ManualMappingCuration
MONDO:0000499	non-arteritic anterior ischemic optic neuropathy	oboInOwl:hasDbXref	icd11.foundation:8640162	Non-arteritic anterior ischemic optic neuropathy	semapv:ManualMappingCuration
MONDO:0000507	inclusion body myopathy with Paget disease of bone and frontotemporal dementia	oboInOwl:hasDbXref	icd11.foundation:1947548457	Inclusion body myopathy with Paget disease of bone and frontotemporal dementia	semapv:ManualMappingCuration
MONDO:0000565	infective endocarditis	oboInOwl:hasDbXref	icd11.foundation:512128824	Acute or subacute infectious endocarditis	semapv:ManualMappingCuration
MONDO:0000598	aphasia	oboInOwl:hasDbXref	icd11.foundation:1167055901	Aphasia	semapv:ManualMappingCuration
MONDO:0000608	familial juvenile hyperuricemic nephropathy	oboInOwl:hasDbXref	icd11.foundation:1143722735	Familial juvenile hyperuricaemic nephropathy	semapv:ManualMappingCuration
MONDO:0000620	breast benign neoplasm	oboInOwl:hasDbXref	icd11.foundation:2120366482	Benign neoplasm of breast	semapv:ManualMappingCuration
MONDO:0000640	central nervous system primitive neuroectodermal neoplasm	oboInOwl:hasDbXref	icd11.foundation:1711526170	Central primitive neuroectodermal tumour	semapv:ManualMappingCuration
MONDO:0000643	vulvar benign neoplasm	oboInOwl:hasDbXref	icd11.foundation:1032480924	Benign neoplasm of vulva	semapv:ManualMappingCuration
MONDO:0000645	fallopian tube benign neoplasm	oboInOwl:hasDbXref	icd11.foundation:883442453	Benign neoplasm of fallopian tube	semapv:ManualMappingCuration
MONDO:0000646	ovarian benign neoplasm	oboInOwl:hasDbXref	icd11.foundation:181365103	Benign neoplasm of ovary	semapv:ManualMappingCuration
MONDO:0000647	benign vaginal neoplasm	oboInOwl:hasDbXref	icd11.foundation:1489085710	Benign neoplasm of vagina	semapv:ManualMappingCuration
MONDO:0000650	peritoneal benign neoplasm	oboInOwl:hasDbXref	icd11.foundation:758908914	Benign neoplasm of peritoneum	semapv:ManualMappingCuration
MONDO:0000662	amusia	oboInOwl:hasDbXref	icd11.foundation:777548616	Amusia	semapv:ManualMappingCuration
