# comment: The latest OMIM is integrated with every Mondo release.
# curie_map:
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   OMIM: https://omim.org/entry/
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_date: '2022-02-11'
# mapping_set_id: http://purl.obolibrary.org/obo/mondo/mappings/mondo_relatedmatch_omim.sssom.tsv
# mapping_set_version: http://purl.obolibrary.org/obo/mondo/releases/2024-03-04/mappings/mondo_relatedmatch_omim.sssom.tsv
# object_source: https://www.omim.org/
# object_source_version: http://www.orphadata.org/data/ORDO/ordo_orphanet_3.1.owl
# subject_source: http://purl.obolibrary.org/obo/mondo.owl
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification
MONDO:0010234	obsolete body length, mouse, human homolog	skos:relatedMatch	OMIM:300054	body length, mouse, human homolog	semapv:ManualMappingCuration
MONDO:0016035	Nelson syndrome	skos:relatedMatch	OMIM:125530	dermal ridges, nelson syndrome	semapv:ManualMappingCuration
MONDO:0016489	delta-beta-thalassemia	skos:relatedMatch	OMIM:141749	fetal hemoglobin quantitative trait locus 1	semapv:ManualMappingCuration
MONDO:0016672	hereditary persistence of fetal hemoglobin-sickle cell disease syndrome	skos:relatedMatch	OMIM:141749	fetal hemoglobin quantitative trait locus 1	semapv:ManualMappingCuration
MONDO:0016672	hereditary persistence of fetal hemoglobin-sickle cell disease syndrome	skos:relatedMatch	OMIM:142470	fetal hemoglobin quantitative trait locus 2	semapv:ManualMappingCuration
MONDO:0016672	hereditary persistence of fetal hemoglobin-sickle cell disease syndrome	skos:relatedMatch	OMIM:613566	fetal hemoglobin quantitative trait locus 6	semapv:ManualMappingCuration
MONDO:0018315	X-linked osteoporosis with fractures	skos:relatedMatch	OMIM:300910	bone mineral density quantitative trait locus 18	semapv:ManualMappingCuration
MONDO:0018749	hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome	skos:relatedMatch	OMIM:141749	fetal hemoglobin quantitative trait locus 1	semapv:ManualMappingCuration
MONDO:0018749	hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome	skos:relatedMatch	OMIM:142470	fetal hemoglobin quantitative trait locus 2	semapv:ManualMappingCuration
MONDO:0018749	hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome	skos:relatedMatch	OMIM:613566	fetal hemoglobin quantitative trait locus 6	semapv:ManualMappingCuration
MONDO:0019409	idiopathic juvenile osteoporosis	skos:relatedMatch	OMIM:615221	bone mineral density quantitative trait locus 16	semapv:ManualMappingCuration
MONDO:0019508	van der Woude syndrome	skos:relatedMatch	OMIM:604547	van der woude syndrome 1, modifier of	semapv:ManualMappingCuration
MONDO:0020989	hereditary persistence of fetal hemoglobin	skos:relatedMatch	OMIM:141900	HBB	semapv:ManualMappingCuration
MONDO:0020989	hereditary persistence of fetal hemoglobin	skos:relatedMatch	OMIM:142200	HBG1	semapv:ManualMappingCuration
MONDO:0020989	hereditary persistence of fetal hemoglobin	skos:relatedMatch	OMIM:142250	HBG2	semapv:ManualMappingCuration

