# curie_map:
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   NCIT: http://purl.obolibrary.org/obo/NCIT_
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: http://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_date: '2020-01-01'
# mapping_set_version: http://purl.obolibrary.org/obo/mondo/release/v2021-09-03/mappings/mondo_closematch_ncit.sssom.tsv
# subject_source: http://purl.obolibrary.org/obo/mondo.owl
subject_id	subject_label	predicate_id	object_id	match_type
MONDO:0002993	pancreatic somatostatinoma	skos:closeMatch	NCIT:C8006	HumanCurated
MONDO:0002923	uterine corpus endometrial stromal sarcoma	skos:closeMatch	NCIT:C40217	HumanCurated
MONDO:0002926	clear cell sarcoma	skos:closeMatch	NCIT:C27370	HumanCurated
MONDO:0002937	nodular basal cell carcinoma	skos:closeMatch	NCIT:C62282	HumanCurated
MONDO:0002912	brainstem cancer	skos:closeMatch	NCIT:C4975	HumanCurated
MONDO:0000380	paranasal sinus carcinoma	skos:closeMatch	NCIT:C6017	HumanCurated
MONDO:0002877	cervical carcinosarcoma	skos:closeMatch	NCIT:C40226	HumanCurated
MONDO:0002877	cervical carcinosarcoma	skos:closeMatch	NCIT:C40228	HumanCurated
MONDO:0002870	tricuspid valve insufficiency	skos:closeMatch	NCIT:C50843	HumanCurated
MONDO:0002804	apocrine adenoma	skos:closeMatch	NCIT:C27527	HumanCurated
MONDO:0024236	obsolete degenerative disorder	skos:closeMatch	NCIT:C27090	HumanCurated
MONDO:0012105	granulomatosis with polyangiitis	skos:closeMatch	NCIT:C3444	HumanCurated
MONDO:0002786	diencephalic cancer	skos:closeMatch	NCIT:C5125	HumanCurated
MONDO:0002751	bladder adenocarcinoma	skos:closeMatch	NCIT:C39836	HumanCurated
MONDO:0002794	adult medulloblastoma	skos:closeMatch	NCIT:C9373	HumanCurated
MONDO:0002604	pericytic neoplasm	skos:closeMatch	NCIT:C6530	HumanCurated
MONDO:0002625	Ewing sarcoma of bone	skos:closeMatch	NCIT:C6623	HumanCurated
MONDO:0002616	mesenchymal cell neoplasm	skos:closeMatch	NCIT:C6587	HumanCurated
MONDO:0002691	liver cancer	skos:closeMatch	NCIT:C7692	HumanCurated
MONDO:0002531	skin neoplasm	skos:closeMatch	NCIT:C12470	HumanCurated
MONDO:0002543	adult oligodendroglioma	skos:closeMatch	NCIT:C9376	HumanCurated
MONDO:0002512	papillary adenocarcinoma	skos:closeMatch	NCIT:C7438	HumanCurated
MONDO:0002513	kidney benign neoplasm	skos:closeMatch	NCIT:C7514	HumanCurated
MONDO:0002585	breast fibrocystic change, proliferative type	skos:closeMatch	NCIT:C8365	HumanCurated
MONDO:0002592	invasive malignant thymoma	skos:closeMatch	NCIT:C6453	HumanCurated
MONDO:0002407	capillary hemangioma	skos:closeMatch	NCIT:C6645	HumanCurated
MONDO:0004957	mucinous adenocarcinoma	skos:closeMatch	NCIT:C27379	HumanCurated
MONDO:0004952	Hodgkins lymphoma	skos:closeMatch	NCIT:C7702	HumanCurated
MONDO:0004952	Hodgkins lymphoma	skos:closeMatch	NCIT:C5012	HumanCurated
MONDO:0004952	Hodgkins lymphoma	skos:closeMatch	NCIT:C5010	HumanCurated
MONDO:0004975	Alzheimer disease	skos:closeMatch	NCIT:C34524	HumanCurated
MONDO:0002386	mixed epithelial stromal tumor of the kidney	skos:closeMatch	NCIT:C37264	HumanCurated
MONDO:0002367	kidney cancer	skos:closeMatch	NCIT:C120456	HumanCurated
MONDO:0004816	refractory plasma cell neoplasm	skos:closeMatch	NCIT:C7024	HumanCurated
MONDO:0002286	renal artery disease	skos:closeMatch	NCIT:C35338	HumanCurated
MONDO:0002251	hepatitis	skos:closeMatch	NCIT:C82978	HumanCurated
MONDO:0010576	X-linked mixed deafness with perilymphatic gusher	skos:closeMatch	NCIT:C34663	HumanCurated
MONDO:0009479	Johanson-Blizzard syndrome	skos:closeMatch	NCIT:C27644	HumanCurated
MONDO:0000964	skin lipoma	skos:closeMatch	NCIT:C5566	HumanCurated
MONDO:0000921	ampulla of vater neoplasm	skos:closeMatch	NCIT:C13011	HumanCurated
MONDO:0009303	anti-glomerular basement membrane disease	skos:closeMatch	NCIT:C34649	HumanCurated
MONDO:0009319	pantothenate kinase-associated neurodegeneration	skos:closeMatch	NCIT:C8967	HumanCurated
MONDO:0022394	cervical intraepithelial neoplasia	skos:closeMatch	NCIT:C3782	HumanCurated
MONDO:0012817	Ewing sarcoma	skos:closeMatch	NCIT:C27901	HumanCurated
MONDO:0012817	Ewing sarcoma	skos:closeMatch	NCIT:C27903	HumanCurated
MONDO:0012817	Ewing sarcoma	skos:closeMatch	NCIT:C7806	HumanCurated
MONDO:0010130	dihydropyrimidine dehydrogenase deficiency	skos:closeMatch	NCIT:C3964	HumanCurated
MONDO:0000709	Crohn ileitis	skos:closeMatch	NCIT:C84782	HumanCurated
MONDO:0000746	obsolete inguinal hernia	skos:closeMatch	NCIT:C34691	HumanCurated
MONDO:0000746	obsolete inguinal hernia	skos:closeMatch	NCIT:C34692	HumanCurated
MONDO:0010198	Wernicke-Korsakoff syndrome	skos:closeMatch	NCIT:C84803	HumanCurated
MONDO:0010030	Sjogren syndrome	skos:closeMatch	NCIT:C70647	HumanCurated
MONDO:0010068	spondyloepimetaphyseal dysplasia, sponastrime type	skos:closeMatch	NCIT:C92206	HumanCurated
MONDO:0022037	large-cell immunoblastic lymphoma	skos:closeMatch	NCIT:C3461	HumanCurated
MONDO:0022096	pyogenic granuloma	skos:closeMatch	NCIT:C3480	HumanCurated
MONDO:0000432	lymphoplasmacytic lymphoma	skos:closeMatch	NCIT:C115212	HumanCurated
MONDO:0000402	small cell carcinoma	skos:closeMatch	NCIT:C4099	HumanCurated
MONDO:0006588	nonepidermolytic palmoplantar keratoderma	skos:closeMatch	NCIT:C3147	HumanCurated
MONDO:0018544	adrenoleukodystrophy	skos:closeMatch	NCIT:C84670	HumanCurated
MONDO:0018352	squamous cell carcinoma of penis	skos:closeMatch	NCIT:C6979	HumanCurated
MONDO:0006424	soft tissue neoplasm	skos:closeMatch	NCIT:C12471	HumanCurated
MONDO:0006451	thymic carcinoma	skos:closeMatch	NCIT:C7612	HumanCurated
MONDO:0006275	lung giant cell carcinoma	skos:closeMatch	NCIT:C3779	HumanCurated
MONDO:0006343	ovarian transitional cell carcinoma	skos:closeMatch	NCIT:C7280	HumanCurated
MONDO:0006343	ovarian transitional cell carcinoma	skos:closeMatch	NCIT:C40089	HumanCurated
MONDO:0018312	histoplasmosis	skos:closeMatch	NCIT:C34977	HumanCurated
MONDO:0006329	olfactory neuroblastoma	skos:closeMatch	NCIT:C6016	HumanCurated
MONDO:0018177	glioblastoma	skos:closeMatch	NCIT:C39750	HumanCurated
MONDO:0018102	corneal dystrophy	skos:closeMatch	NCIT:C34512	HumanCurated
MONDO:0006214	follicular variant thyroid gland papillary carcinoma	skos:closeMatch	NCIT:C7381	HumanCurated
MONDO:0018071	trisomy 18	skos:closeMatch	NCIT:C101362	HumanCurated
MONDO:0006003	uterine corpus cancer	skos:closeMatch	NCIT:C3556	HumanCurated
MONDO:0006001	urinary schistosomiasis	skos:closeMatch	NCIT:C35362	HumanCurated
MONDO:0006055	sex cord-stromal tumor	skos:closeMatch	NCIT:C39948	HumanCurated
MONDO:0006036	granulosa cell tumor	skos:closeMatch	NCIT:C4205	HumanCurated
MONDO:0018029	congenital factor XIII deficiency	skos:closeMatch	NCIT:C98941	HumanCurated
MONDO:0021665	obsolete Refsum disease	skos:closeMatch	NCIT:C85043	HumanCurated
MONDO:0008737	congenital afibrinogenemia	skos:closeMatch	NCIT:C26692	HumanCurated
MONDO:0008608	Down syndrome	skos:closeMatch	NCIT:C101222	HumanCurated
MONDO:0021367	leukemia, myeloid, accelerated-phase	skos:closeMatch	NCIT:C3173	HumanCurated
MONDO:0021353	tumor of uterus	skos:closeMatch	NCIT:C12405	HumanCurated
MONDO:0021348	neoplasm of testis	skos:closeMatch	NCIT:C12412	HumanCurated
MONDO:0008383	rheumatoid arthritis	skos:closeMatch	NCIT:C27206	HumanCurated
MONDO:0008364	Raynaud disease	skos:closeMatch	NCIT:C50724	HumanCurated
MONDO:0008345	idiopathic pulmonary fibrosis	skos:closeMatch	NCIT:C35715	HumanCurated
MONDO:0008401	pleomorphic adenoma	skos:closeMatch	NCIT:C35691	HumanCurated
MONDO:0004724	submandibular gland cancer	skos:closeMatch	NCIT:C3526	HumanCurated
MONDO:0004721	liver neoplasm	skos:closeMatch	NCIT:C12392	HumanCurated
MONDO:0002171	giant cell tumor	skos:closeMatch	NCIT:C7069	HumanCurated
MONDO:0016733	ganglioglioma	skos:closeMatch	NCIT:C27363	HumanCurated
MONDO:0016733	ganglioglioma	skos:closeMatch	NCIT:C27362	HumanCurated
MONDO:0002118	urinary system disease	skos:closeMatch	NCIT:C27599	HumanCurated
MONDO:0002052	lymphadenitis	skos:closeMatch	NCIT:C26966	HumanCurated
MONDO:0002052	lymphadenitis	skos:closeMatch	NCIT:C26978	HumanCurated
MONDO:0002066	breast adenomyoepithelioma	skos:closeMatch	NCIT:C5143	HumanCurated
MONDO:0002039	cognitive disorder	skos:closeMatch	NCIT:C34870	HumanCurated
MONDO:0002038	head and neck carcinoma	skos:closeMatch	NCIT:C6077	HumanCurated
MONDO:0002095	vascular cancer	skos:closeMatch	NCIT:C7390	HumanCurated
MONDO:0002095	vascular cancer	skos:closeMatch	NCIT:C5380	HumanCurated
MONDO:0002095	vascular cancer	skos:closeMatch	NCIT:C5383	HumanCurated
MONDO:0002095	vascular cancer	skos:closeMatch	NCIT:C5388	HumanCurated
MONDO:0002095	vascular cancer	skos:closeMatch	NCIT:C5348	HumanCurated
MONDO:0002071	supratentorial cancer	skos:closeMatch	NCIT:C3397	HumanCurated
MONDO:0002073	malignant pineal area germ cell neoplasm	skos:closeMatch	NCIT:C4659	HumanCurated
MONDO:0004638	lymphosarcoma	skos:closeMatch	NCIT:C3210	HumanCurated
MONDO:0004638	lymphosarcoma	skos:closeMatch	NCIT:C3463	HumanCurated
MONDO:0004638	lymphosarcoma	skos:closeMatch	NCIT:C3462	HumanCurated
MONDO:0004638	lymphosarcoma	skos:closeMatch	NCIT:C3459	HumanCurated
MONDO:0004638	lymphosarcoma	skos:closeMatch	NCIT:C3458	HumanCurated
MONDO:0004632	obsolete Hodgkin's granuloma	skos:closeMatch	NCIT:C9283	HumanCurated
MONDO:0004632	obsolete Hodgkin's granuloma	skos:closeMatch	NCIT:C7702	HumanCurated
MONDO:0004631	tongue cancer	skos:closeMatch	NCIT:C3524	HumanCurated
MONDO:0004620	Hodgkin's lymphoma, lymphocytic depletion	skos:closeMatch	NCIT:C9283	HumanCurated
MONDO:0016642	meningioma	skos:closeMatch	NCIT:C7048	HumanCurated
MONDO:0016642	meningioma	skos:closeMatch	NCIT:C6971	HumanCurated
MONDO:0016642	meningioma	skos:closeMatch	NCIT:C4656	HumanCurated
MONDO:0100285	extrahepatic biliary atresia	skos:closeMatch	NCIT:C97069	HumanCurated
MONDO:0016430	Balo concentric sclerosis	skos:closeMatch	NCIT:C84670	HumanCurated
MONDO:0100185	immune reconstitution inflammatory syndrome	skos:closeMatch	NCIT:C125712	HumanCurated
MONDO:0006982	subacute thyroiditis	skos:closeMatch	NCIT:C35071	HumanCurated
MONDO:0018944	gestational trophoblastic neoplasm	skos:closeMatch	NCIT:C7887	HumanCurated
MONDO:0006969	sialadenitis	skos:closeMatch	NCIT:C26882	HumanCurated
MONDO:0004173	adenocarcinoma of skene gland origin	skos:closeMatch	NCIT:C7371	HumanCurated
MONDO:0006895	penile neoplasm	skos:closeMatch	NCIT:C12409	HumanCurated
MONDO:0004249	pediatric supratentorial ependymoma	skos:closeMatch	NCIT:C6268	HumanCurated
MONDO:0004249	pediatric supratentorial ependymoma	skos:closeMatch	NCIT:C6772	HumanCurated
MONDO:0004277	gonorrhea	skos:closeMatch	NCIT:C35730	HumanCurated
MONDO:0016264	autoimmune hepatitis	skos:closeMatch	NCIT:C27778	HumanCurated
MONDO:0006816	arthropathy	skos:closeMatch	NCIT:C78402	HumanCurated
MONDO:0006858	mouth disease	skos:closeMatch	NCIT:C27641	HumanCurated
MONDO:0006853	mesenchymal chondrosarcoma	skos:closeMatch	NCIT:C53493	HumanCurated
MONDO:0004075	infiltrating lipoma	skos:closeMatch	NCIT:C7450	HumanCurated
MONDO:0016107	myotonic dystrophy	skos:closeMatch	NCIT:C84913	HumanCurated
MONDO:0006717	cutaneous fibrous histiocytoma	skos:closeMatch	NCIT:C8402	HumanCurated
MONDO:0018626	paratyphoid fever	skos:closeMatch	NCIT:C34896	HumanCurated
MONDO:0018626	paratyphoid fever	skos:closeMatch	NCIT:C34894	HumanCurated
MONDO:0018626	paratyphoid fever	skos:closeMatch	NCIT:C34895	HumanCurated
MONDO:0016027	benign neonatal seizures	skos:closeMatch	NCIT:C84593	HumanCurated
MONDO:0018667	pleural empyema	skos:closeMatch	NCIT:C45692	HumanCurated
MONDO:0001657	brain cancer	skos:closeMatch	NCIT:C7710	HumanCurated
MONDO:0001657	brain cancer	skos:closeMatch	NCIT:C5115	HumanCurated
MONDO:0001657	brain cancer	skos:closeMatch	NCIT:C4954	HumanCurated
MONDO:0013624	Rafiq syndrome	skos:closeMatch	NCIT:C84392	HumanCurated
MONDO:0001529	pancytopenia	skos:closeMatch	NCIT:C80693	HumanCurated
