# curie_map:
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   ONCOTREE: http://purl.obolibrary.org/obo/mondo/mappings/unknown_prefix/ONCOTREE/
#   oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_date: '2017-09-20'
# mapping_set_id: http://purl.obolibrary.org/obo/mondo/mappings/mondo_hasdbxref_oncotree.sssom.tsv
# mapping_set_version: http://purl.obolibrary.org/obo/mondo/releases/2024-06-04/mappings/mondo_hasdbxref_oncotree.sssom.tsv
# subject_source: http://purl.obolibrary.org/obo/mondo.owl
subject_id	subject_label	predicate_id	object_id	mapping_justification
MONDO:0000386	digestive system neuroendocrine tumor, grade 1/2	oboInOwl:hasDbXref	ONCOTREE:GINET	semapv:ManualMappingCuration
MONDO:0000432	lymphoplasmacytic lymphoma	oboInOwl:hasDbXref	ONCOTREE:LPL	semapv:ManualMappingCuration
MONDO:0000448	paraganglioma	oboInOwl:hasDbXref	ONCOTREE:PGNG	semapv:ManualMappingCuration
MONDO:0000503	lung adenocarcinoma in situ	oboInOwl:hasDbXref	ONCOTREE:LAIS	semapv:ManualMappingCuration
MONDO:0000521	salivary gland carcinoma	oboInOwl:hasDbXref	ONCOTREE:SACA	semapv:ManualMappingCuration
MONDO:0000554	endocervical adenocarcinoma	oboInOwl:hasDbXref	ONCOTREE:ECAD	semapv:ManualMappingCuration
MONDO:0000892	colon medullary carcinoma	oboInOwl:hasDbXref	ONCOTREE:CMC	semapv:ManualMappingCuration
MONDO:0000921	ampulla of vater neoplasm	oboInOwl:hasDbXref	ONCOTREE:AMPULLAOFVATER	semapv:ManualMappingCuration
MONDO:0000993	prostate squamous cell carcinoma	oboInOwl:hasDbXref	ONCOTREE:PRSC	semapv:ManualMappingCuration
MONDO:0001192	esophageal melanoma	oboInOwl:hasDbXref	ONCOTREE:ESMM	semapv:ManualMappingCuration
MONDO:0001406	peripheral nervous system neoplasm	oboInOwl:hasDbXref	ONCOTREE:PNS	semapv:ManualMappingCuration
MONDO:0001472	testicular lymphoma	oboInOwl:hasDbXref	ONCOTREE:TLYM	semapv:ManualMappingCuration
MONDO:0002056	breast fibroadenoma	oboInOwl:hasDbXref	ONCOTREE:FA	semapv:ManualMappingCuration
MONDO:0002066	breast adenomyoepithelioma	oboInOwl:hasDbXref	ONCOTREE:BRAME	semapv:ManualMappingCuration
MONDO:0002096	malignant conjunctival melanoma	oboInOwl:hasDbXref	ONCOTREE:CM	semapv:ManualMappingCuration
MONDO:0002142	undifferentiated pleomorphic sarcoma	oboInOwl:hasDbXref	ONCOTREE:MFH	semapv:ManualMappingCuration
MONDO:0002143	vaginal yolk sac tumor	oboInOwl:hasDbXref	ONCOTREE:VYST	semapv:ManualMappingCuration
MONDO:0002169	rectum adenocarcinoma	oboInOwl:hasDbXref	ONCOTREE:READ	semapv:ManualMappingCuration
MONDO:0002229	ovarian epithelial tumor	oboInOwl:hasDbXref	ONCOTREE:OVT	semapv:ManualMappingCuration
MONDO:0002271	colon adenocarcinoma	oboInOwl:hasDbXref	ONCOTREE:COAD	semapv:ManualMappingCuration
MONDO:0002387	liver angiosarcoma	oboInOwl:hasDbXref	ONCOTREE:LIAS	semapv:ManualMappingCuration
MONDO:0002422	adamantinoma	oboInOwl:hasDbXref	ONCOTREE:ADMA	semapv:ManualMappingCuration
MONDO:0002447	endometrial carcinoma	oboInOwl:hasDbXref	ONCOTREE:UCEC	semapv:ManualMappingCuration
MONDO:0002477	prostate neuroendocrine neoplasm	oboInOwl:hasDbXref	ONCOTREE:PRNE	semapv:ManualMappingCuration
MONDO:0002479	Sertoli-Leydig cell tumor	oboInOwl:hasDbXref	ONCOTREE:SLCT	semapv:ManualMappingCuration
MONDO:0002489	malignant breast phyllodes tumor	oboInOwl:hasDbXref	ONCOTREE:MPT	semapv:ManualMappingCuration
MONDO:0002490	breast sarcoma	oboInOwl:hasDbXref	ONCOTREE:PBS	semapv:ManualMappingCuration
MONDO:0002529	skin squamous cell carcinoma	oboInOwl:hasDbXref	ONCOTREE:CSCC	semapv:ManualMappingCuration
MONDO:0002531	skin neoplasm	oboInOwl:hasDbXref	ONCOTREE:SKIN	semapv:ManualMappingCuration
MONDO:0002546	schwannoma	oboInOwl:hasDbXref	ONCOTREE:SCHW	semapv:ManualMappingCuration
MONDO:0002547	nerve sheath neoplasm	oboInOwl:hasDbXref	ONCOTREE:NST	semapv:ManualMappingCuration
MONDO:0002548	cellular schwannoma	oboInOwl:hasDbXref	ONCOTREE:CSCHW	semapv:ManualMappingCuration
MONDO:0002558	melanotic neurilemmoma	oboInOwl:hasDbXref	ONCOTREE:MSCHW	semapv:ManualMappingCuration
MONDO:0002571	primary central nervous system lymphoma	oboInOwl:hasDbXref	ONCOTREE:PCNSL	semapv:ManualMappingCuration
MONDO:0002581	spindle cell rhabdomyosarcoma	oboInOwl:hasDbXref	ONCOTREE:SCRMS	semapv:ManualMappingCuration
MONDO:0002598	germinoma	oboInOwl:hasDbXref	ONCOTREE:GMN	semapv:ManualMappingCuration
