# curie_map:
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   MedDRA: http://identifiers.org/meddra/
#   oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_date: '2017-09-20'
# mapping_set_id: http://purl.obolibrary.org/obo/mondo/mappings/mondo_hasdbxref_meddra.sssom.tsv
# mapping_set_version: http://purl.obolibrary.org/obo/mondo/releases/2022-10-03/mappings/mondo_hasdbxref_meddra.sssom.tsv
# subject_source: http://purl.obolibrary.org/obo/mondo.owl
subject_id	subject_label	predicate_id	object_id	mapping_justification
MONDO:0000044	hereditary hypophosphatemic rickets	oboInOwl:hasDbXref	MedDRA:10060873	Unspecified
MONDO:0000050	isolated congenital growth hormone deficiency	oboInOwl:hasDbXref	MedDRA:10035083	Unspecified
MONDO:0000088	precocious puberty	oboInOwl:hasDbXref	MedDRA:10044701	Unspecified
MONDO:0000088	precocious puberty	oboInOwl:hasDbXref	MedDRA:10058084	Unspecified
MONDO:0000127	geleophysic dysplasia	oboInOwl:hasDbXref	MedDRA:10063361	Unspecified
MONDO:0000330	endemic typhus	oboInOwl:hasDbXref	MedDRA:10028282	Unspecified
MONDO:0000447	autosomal dominant polycystic liver disease	oboInOwl:hasDbXref	MedDRA:10010427	Unspecified
MONDO:0000447	autosomal dominant polycystic liver disease	oboInOwl:hasDbXref	MedDRA:10083939	Unspecified
MONDO:0000447	autosomal dominant polycystic liver disease	oboInOwl:hasDbXref	MedDRA:10048834	Unspecified
MONDO:0000645	fallopian tube benign neoplasm	oboInOwl:hasDbXref	MedDRA:10053865	Unspecified
MONDO:0000703	collagenous colitis	oboInOwl:hasDbXref	MedDRA:10048928	Unspecified
MONDO:0000704	lymphocytic colitis	oboInOwl:hasDbXref	MedDRA:10025268	Unspecified
MONDO:0000705	Clostridium difficile colitis	oboInOwl:hasDbXref	MedDRA:10009657	Unspecified
MONDO:0000709	Crohn ileitis	oboInOwl:hasDbXref	MedDRA:10021312	Unspecified
MONDO:0000739	uvulitis	oboInOwl:hasDbXref	MedDRA:10051962	Unspecified
MONDO:0000740	adenoid hypertrophy	oboInOwl:hasDbXref	MedDRA:10001229	Unspecified
MONDO:0000827	salmonellosis	oboInOwl:hasDbXref	MedDRA:10039447	Unspecified
MONDO:0000845	fibrous dysplasia	oboInOwl:hasDbXref	MedDRA:10016664	Unspecified
MONDO:0000889	haemophilus meningitis	oboInOwl:hasDbXref	MedDRA:10018953	Unspecified
MONDO:0000914	cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1	oboInOwl:hasDbXref	MedDRA:10065551	Unspecified
MONDO:0001117	methemoglobinemia	oboInOwl:hasDbXref	MedDRA:10027496	Unspecified
MONDO:0001280	choroiditis	oboInOwl:hasDbXref	MedDRA:10036370	Unspecified
MONDO:0001347	facioscapulohumeral muscular dystrophy	oboInOwl:hasDbXref	MedDRA:10064087	Unspecified
MONDO:0001444	Chagas disease	oboInOwl:hasDbXref	MedDRA:10001935	Unspecified
MONDO:0001561	pyloric stenosis	oboInOwl:hasDbXref	MedDRA:10062499	Unspecified
MONDO:0001569	acoustic neuroma	oboInOwl:hasDbXref	MedDRA:10000523	Unspecified
MONDO:0001586	mucopolysaccharidosis type 1	oboInOwl:hasDbXref	MedDRA:10056886	Unspecified
MONDO:0001734	tuberous sclerosis	oboInOwl:hasDbXref	MedDRA:10045138	Unspecified
MONDO:0001807	obsolete familial combined hyperlipidemia	oboInOwl:hasDbXref	MedDRA:10027763	Unspecified
MONDO:0001882	bacteriuria	oboInOwl:hasDbXref	MedDRA:10004056	Unspecified
MONDO:0001956	capillary leak syndrome	oboInOwl:hasDbXref	MedDRA:10007196	Unspecified
MONDO:0001971	farmer's lung disease	oboInOwl:hasDbXref	MedDRA:10016221	Unspecified
MONDO:0002142	undifferentiated pleomorphic sarcoma	oboInOwl:hasDbXref	MedDRA:10025552	Unspecified
MONDO:0002145	disorder of sexual differentiation	oboInOwl:hasDbXref	MedDRA:10070597	Unspecified
MONDO:0002158	fallopian tube cancer	oboInOwl:hasDbXref	MedDRA:10025915	Unspecified
MONDO:0002412	disorder of glycogen metabolism	oboInOwl:hasDbXref	MedDRA:10061990	Unspecified
MONDO:0002413	glycogen storage disease I	oboInOwl:hasDbXref	MedDRA:10018464	Unspecified
MONDO:0002441	Jervell and Lange-Nielsen syndrome	oboInOwl:hasDbXref	MedDRA:10057936	Unspecified
MONDO:0002457	Treacher-Collins syndrome	oboInOwl:hasDbXref	MedDRA:10051456	Unspecified
MONDO:0002474	primary hyperoxaluria	oboInOwl:hasDbXref	MedDRA:10020703	Unspecified
MONDO:0002525	inherited lipid metabolism disorder	oboInOwl:hasDbXref	MedDRA:10061227	Unspecified
MONDO:0002546	schwannoma	oboInOwl:hasDbXref	MedDRA:10029234	Unspecified
MONDO:0002546	schwannoma	oboInOwl:hasDbXref	MedDRA:10029235	Unspecified
MONDO:0002571	primary central nervous system lymphoma	oboInOwl:hasDbXref	MedDRA:10036685	Unspecified
MONDO:0002629	bone osteosarcoma	oboInOwl:hasDbXref	MedDRA:10031291	Unspecified
MONDO:0002752	ovarian adenocarcinoma	oboInOwl:hasDbXref	MedDRA:10051938	Unspecified
MONDO:0004241	Osgood-Schlatter disease	oboInOwl:hasDbXref	MedDRA:10031130	Unspecified
MONDO:0004604	Hodgkin's lymphoma, lymphocytic-histiocytic predominance	oboInOwl:hasDbXref	MedDRA:10020231	Unspecified
MONDO:0004653	atypical chronic myeloid leukemia, BCR-ABL1 negative	oboInOwl:hasDbXref	MedDRA:10054651	Unspecified
MONDO:0004684	plantar fibromatosis	oboInOwl:hasDbXref	MedDRA:10035154	Unspecified
MONDO:0004933	hypoplastic left heart syndrome	oboInOwl:hasDbXref	MedDRA:10021076	Unspecified
MONDO:0004948	B-cell chronic lymphocytic leukemia	oboInOwl:hasDbXref	MedDRA:10008958	Unspecified
MONDO:0004976	amyotrophic lateral sclerosis	oboInOwl:hasDbXref	MedDRA:10002026	Unspecified
MONDO:0004977	angioimmunoblastic T-cell lymphoma	oboInOwl:hasDbXref	MedDRA:10002449	Unspecified
MONDO:0004994	cardiomyopathy	oboInOwl:hasDbXref	MedDRA:10007636	Unspecified
MONDO:0005021	dilated cardiomyopathy	oboInOwl:hasDbXref	MedDRA:10056370	Unspecified
MONDO:0005029	essential thrombocythemia	oboInOwl:hasDbXref	MedDRA:10015493	Unspecified
MONDO:0005033	ganglioneuroma	oboInOwl:hasDbXref	MedDRA:10017709	Unspecified
MONDO:0005035	ganglioneuroblastoma	oboInOwl:hasDbXref	MedDRA:10017708	Unspecified
MONDO:0005045	hypertrophic cardiomyopathy	oboInOwl:hasDbXref	MedDRA:10020871	Unspecified
MONDO:0005055	Kaposi's sarcoma	oboInOwl:hasDbXref	MedDRA:10023284	Unspecified
MONDO:0005058	leiomyosarcoma	oboInOwl:hasDbXref	MedDRA:10024189	Unspecified
MONDO:0005060	liposarcoma	oboInOwl:hasDbXref	MedDRA:10024627	Unspecified
MONDO:0005062	lymphoma	oboInOwl:hasDbXref	MedDRA:10025310	Unspecified
MONDO:0005072	neuroblastoma	oboInOwl:hasDbXref	MedDRA:10029260	Unspecified
MONDO:0005077	pertussis	oboInOwl:hasDbXref	MedDRA:10034738	Unspecified
MONDO:0005077	pertussis	oboInOwl:hasDbXref	MedDRA:10047974	Unspecified
MONDO:0005081	preeclampsia	oboInOwl:hasDbXref	MedDRA:10036485	Unspecified
MONDO:0005086	renal cell carcinoma	oboInOwl:hasDbXref	MedDRA:10067946	Unspecified
MONDO:0005091	severe acute respiratory syndrome	oboInOwl:hasDbXref	MedDRA:10061982	Unspecified
MONDO:0005100	systemic sclerosis	oboInOwl:hasDbXref	MedDRA:10042953	Unspecified
MONDO:0005116	Whipple disease	oboInOwl:hasDbXref	MedDRA:10047931	Unspecified
MONDO:0005124	leprosy	oboInOwl:hasDbXref	MedDRA:10024229	Unspecified
MONDO:0005136	malaria	oboInOwl:hasDbXref	MedDRA:10025487	Unspecified
MONDO:0005149	pulmonary hypertension	oboInOwl:hasDbXref	MedDRA:10037400	Unspecified
MONDO:0005164	fibrosarcoma	oboInOwl:hasDbXref	MedDRA:10016632	Unspecified
MONDO:0005201	restrictive cardiomyopathy	oboInOwl:hasDbXref	MedDRA:10038748	Unspecified
MONDO:0005210	uterine corpus sarcoma	oboInOwl:hasDbXref	MedDRA:10039497	Unspecified
MONDO:0005212	rhabdomyosarcoma	oboInOwl:hasDbXref	MedDRA:10039022	Unspecified
MONDO:0005244	peripheral neuropathy	oboInOwl:hasDbXref	MedDRA:10034606	Unspecified
MONDO:0005272	myelodysplastic syndrome with single lineage dysplasia	oboInOwl:hasDbXref	MedDRA:10038269	Unspecified
MONDO:0005361	eosinophilic esophagitis	oboInOwl:hasDbXref	MedDRA:10064212	Unspecified
MONDO:0005388	primary biliary cholangitis	oboInOwl:hasDbXref	MedDRA:10019137	Unspecified
MONDO:0005388	primary biliary cholangitis	oboInOwl:hasDbXref	MedDRA:10004661	Unspecified
MONDO:0005459	human African trypanosomiasis	oboInOwl:hasDbXref	MedDRA:10001461	Unspecified
MONDO:0005498	botulism	oboInOwl:hasDbXref	MedDRA:10006041	Unspecified
MONDO:0005502	dengue disease	oboInOwl:hasDbXref	MedDRA:10012310	Unspecified
MONDO:0005504	diphtheria	oboInOwl:hasDbXref	MedDRA:10013023	Unspecified
MONDO:0005507	gingival cancer	oboInOwl:hasDbXref	MedDRA:10067807	Unspecified
MONDO:0005512	malignant peritoneal mesothelioma	oboInOwl:hasDbXref	MedDRA:10056558	Unspecified
