# curie_map:
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   NCIT: http://purl.obolibrary.org/obo/NCIT_
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_date: '2018-06-14'
# mapping_set_id: http://purl.obolibrary.org/obo/mondo/mappings/mondo_relatedmatch_ncit.sssom.tsv
# mapping_set_version: http://purl.obolibrary.org/obo/mondo/releases/2024-03-04/mappings/mondo_relatedmatch_ncit.sssom.tsv
# object_source: http://purl.obolibrary.org/obo/ncit.owl
# object_source_version: http://purl.obolibrary.org/obo/ncit/releases/2018-06-14/ncit.owl
# subject_source: http://purl.obolibrary.org/obo/mondo.owl
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification
MONDO:0000402	small cell carcinoma	skos:relatedMatch	NCIT:C4099	Small Cell Intermediate Cell Carcinoma	semapv:ManualMappingCuration
MONDO:0000503	lung adenocarcinoma in situ	skos:relatedMatch	NCIT:C8748	Stage 0 Lung Adenosquamous Carcinoma AJCC v6 and v7	semapv:ManualMappingCuration
MONDO:0004951	susceptibility to HIV infection	skos:relatedMatch	NCIT:C14220	Human Immunodeficiency Virus 1	semapv:ManualMappingCuration
MONDO:0006097	atypical lipomatous tumor	skos:relatedMatch	NCIT:C4250	Well Differentiated Liposarcoma	semapv:ManualMappingCuration
MONDO:0010619	X-linked dominant hypophosphatemic rickets	skos:relatedMatch	NCIT:C123265	X-linked Hypophosphatemic Rickets	semapv:ManualMappingCuration
MONDO:0013025	chromosome 6q24-q25 deletion syndrome	skos:relatedMatch	NCIT:C36470	del(6q25)	semapv:ManualMappingCuration
MONDO:0013424	3p- syndrome	skos:relatedMatch	NCIT:C41377	del(3p25)	semapv:ManualMappingCuration
MONDO:0015430	ring chromosome 1	skos:relatedMatch	NCIT:C36474	Ring Chromosome 1	semapv:ManualMappingCuration
MONDO:0015730	mosaic trisomy 17	skos:relatedMatch	NCIT:C37865	Trisomy 17	semapv:ManualMappingCuration
MONDO:0015772	trisomy 8q	skos:relatedMatch	NCIT:C36428	Trisomy 8q	semapv:ManualMappingCuration
