# curie_map:
#   DOID: http://purl.obolibrary.org/obo/DOID_
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_date: '2018-07-05'
# mapping_set_id: http://purl.obolibrary.org/obo/mondo/mappings/mondo_hasdbxref_doid.sssom.tsv
# mapping_set_version: http://purl.obolibrary.org/obo/mondo/releases/2024-06-04/mappings/mondo_hasdbxref_doid.sssom.tsv
# object_source: http://purl.obolibrary.org/obo/doid.owl
# object_source_version: http://purl.obolibrary.org/obo/doid/releases/2018-07-05/doid.owl
# subject_source: http://purl.obolibrary.org/obo/mondo.owl
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification
MONDO:0000001	disease	oboInOwl:hasDbXref	DOID:4	disease	semapv:ManualMappingCuration
MONDO:0000004	adrenocortical insufficiency	oboInOwl:hasDbXref	DOID:10493	adrenal cortical hypofunction	semapv:ManualMappingCuration
MONDO:0000009	inherited bleeding disorder, platelet-type	oboInOwl:hasDbXref	DOID:2218	blood platelet disease	semapv:ManualMappingCuration
MONDO:0000023	infantile liver failure	oboInOwl:hasDbXref	DOID:0080716	infantile liver failure syndrome	semapv:ManualMappingCuration
MONDO:0000032	febrile seizures, familial	oboInOwl:hasDbXref	DOID:0111297	familial febrile seizures	semapv:ManualMappingCuration
MONDO:0000050	isolated congenital growth hormone deficiency	oboInOwl:hasDbXref	DOID:0060870	isolated growth hormone deficiency	semapv:ManualMappingCuration
MONDO:0000062	isolated microphthalmia	oboInOwl:hasDbXref	DOID:0080637	isolated microphthalmia	semapv:ManualMappingCuration
MONDO:0000079	nephrolithiasis/osteoporosis, hypophosphatemic	oboInOwl:hasDbXref	DOID:0080655	hypophosphatemic nephrolithiasis/osteoporosis	semapv:ManualMappingCuration
MONDO:0000087	polymicrogyria	oboInOwl:hasDbXref	DOID:0080918	polymicrogyria	semapv:ManualMappingCuration
MONDO:0000127	geleophysic dysplasia	oboInOwl:hasDbXref	DOID:0111724	geleophysic dysplasia	semapv:ManualMappingCuration
MONDO:0000133	immunodeficiency-centromeric instability-facial anomalies syndrome	oboInOwl:hasDbXref	DOID:0090007	immunodeficiency-centromeric instability-facial anomalies syndrome	semapv:ManualMappingCuration
MONDO:0000136	keratosis follicularis spinulosa decalvans	oboInOwl:hasDbXref	DOID:0080753	keratosis follicularis spinulosa decalvans	semapv:ManualMappingCuration
MONDO:0000141	mosaic variegated aneuploidy syndrome	oboInOwl:hasDbXref	DOID:0080688	mosaic variegated aneuploidy syndrome	semapv:ManualMappingCuration
MONDO:0000158	developmental dysplasia of the hip	oboInOwl:hasDbXref	DOID:0060930		semapv:ManualMappingCuration
MONDO:0000160	epilepsy, familial adult myoclonic	oboInOwl:hasDbXref	DOID:0111689	familial adult myoclonic epilepsy	semapv:ManualMappingCuration
MONDO:0000171	muscular dystrophy-dystroglycanopathy, type A	oboInOwl:hasDbXref	DOID:0050560	Walker-Warburg syndrome	semapv:ManualMappingCuration
MONDO:0000172	muscular dystrophy-dystroglycanopathy, type B	oboInOwl:hasDbXref	DOID:0112375	muscular dystrophy-dystroglycanopathy type B	semapv:ManualMappingCuration
MONDO:0000193	cortisone reductase deficiency	oboInOwl:hasDbXref	DOID:0090139	cortisone reductase deficiency	semapv:ManualMappingCuration
MONDO:0000214	hypermanganesemia with dystonia	oboInOwl:hasDbXref	DOID:0080535	hypermanganesemia with dystonia	semapv:ManualMappingCuration
MONDO:0000222	seminal vesicle acute gonorrhea	oboInOwl:hasDbXref	DOID:0050004	seminal vesicle acute gonorrhea	semapv:ManualMappingCuration
MONDO:0000224	acquired carbohydrate metabolism disease	oboInOwl:hasDbXref	DOID:0050013	obsolete carbohydrate metabolism disease	semapv:ManualMappingCuration
MONDO:0000225	human monocytic ehrlichiosis	oboInOwl:hasDbXref	DOID:0050026	human monocytic ehrlichiosis	semapv:ManualMappingCuration
MONDO:0000227	African tick-bite fever	oboInOwl:hasDbXref	DOID:0050035	African tick-bite fever	semapv:ManualMappingCuration
MONDO:0000229	Indian tick typhus	oboInOwl:hasDbXref	DOID:0050042	Indian tick typhus	semapv:ManualMappingCuration
MONDO:0000230	Israeli tick typhus	oboInOwl:hasDbXref	DOID:0050043	Israeli tick typhus	semapv:ManualMappingCuration
MONDO:0000231	Far eastern spotted fever	oboInOwl:hasDbXref	DOID:0050046	Far Eastern spotted fever	semapv:ManualMappingCuration
MONDO:0000232	Flinders island spotted fever	oboInOwl:hasDbXref	DOID:0050047	Flinders Island spotted fever	semapv:ManualMappingCuration
MONDO:0000233	Japanese spotted fever	oboInOwl:hasDbXref	DOID:0050050	Japanese spotted fever	semapv:ManualMappingCuration
MONDO:0000234	Rickettsia parkeri spotted fever	oboInOwl:hasDbXref	DOID:0050051	Rickettsia parkeri spotted fever	semapv:ManualMappingCuration
MONDO:0000236	oropharyngeal anthrax	oboInOwl:hasDbXref	DOID:0050059	oropharyngeal anthrax	semapv:ManualMappingCuration
MONDO:0000238	obsolete pestis minor	oboInOwl:hasDbXref	DOID:0050068	obsolete pestis minor	semapv:ManualMappingCuration
MONDO:0000239	adiaspiromycosis	oboInOwl:hasDbXref	DOID:0050072	adiaspiromycosis	semapv:ManualMappingCuration
MONDO:0000240	invasive aspergillosis	oboInOwl:hasDbXref	DOID:0050073	invasive aspergillosis	semapv:ManualMappingCuration
MONDO:0000241	Keshan disease	oboInOwl:hasDbXref	DOID:0050083	Keshan disease	semapv:ManualMappingCuration
MONDO:0000242	tinea barbae	oboInOwl:hasDbXref	DOID:0050096	tinea barbae	semapv:ManualMappingCuration
MONDO:0000243	ectothrix infectious disease	oboInOwl:hasDbXref	DOID:0050097	ectothrix infectious disease	semapv:ManualMappingCuration
MONDO:0000244	endothrix infectious disease	oboInOwl:hasDbXref	DOID:0050105	endothrix infectious disease	semapv:ManualMappingCuration
MONDO:0000245	tinea imbricata	oboInOwl:hasDbXref	DOID:0050116	tinea imbricata	semapv:ManualMappingCuration
MONDO:0000248	dengue shock syndrome	oboInOwl:hasDbXref	DOID:0050125	dengue shock syndrome	semapv:ManualMappingCuration
MONDO:0000249	secretory diarrhea	oboInOwl:hasDbXref	DOID:0050129	secretory diarrhea	semapv:ManualMappingCuration
