#curie_map:
#  DOID: http://purl.obolibrary.org/obo/DOID_
#  HP: http://purl.obolibrary.org/obo/HP_
#  MEDDRA: http://identifiers.org/meddra/
#  MESH: http://identifiers.org/mesh/
#  MONDO: http://purl.obolibrary.org/obo/MONDO_
#  NCBITaxon: http://purl.obolibrary.org/obo/NCBITaxon_
#  NCIT: http://purl.obolibrary.org/obo/NCIT_
#  OMIM: http://omim.org/entry/
#  OMIMPS: http://www.omim.org/phenotypicSeries/
#  OMIM__2: http://identifiers.org/omim/
#  OMIM__3: http://purl.obolibrary.org/obo/OMIM_
#  Orphanet: http://www.orpha.net/ORDO/Orphanet_
#  Orphanet__2: http://purl.obolibrary.org/obo/Orphanet_
#  SCTID: http://identifiers.org/snomedct/
#  UMLS: http://linkedlifedata.com/resource/umls/id/
#  oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#  skos: http://www.w3.org/2004/02/skos/core#
subject_id	predicate_id	object_id	match_type
Orphanet__2:207000	oboInOwl:hasDbXref	ICD10:M60.0	Unspecified
Orphanet__2:207000	oboInOwl:hasDbXref	UMLS:C0410251	Unspecified
Orphanet__2:450322	oboInOwl:hasDbXref	ICD10:D89.0	Unspecified
Orphanet__2:424039	oboInOwl:hasDbXref	ICD10:C25.2	Unspecified
Orphanet__2:424039	oboInOwl:hasDbXref	ICD10:C25.1	Unspecified
Orphanet__2:424039	oboInOwl:hasDbXref	ICD10:C25.8	Unspecified
Orphanet__2:424039	oboInOwl:hasDbXref	ICD10:C25.0	Unspecified
Orphanet__2:424039	oboInOwl:hasDbXref	ICD10:C25.7	Unspecified
Orphanet__2:208333	oboInOwl:hasDbXref	OMIM:600827	Unspecified
Orphanet__2:208333	oboInOwl:hasDbXref	Genatlas:PDE6C	Unspecified
Orphanet__2:208333	oboInOwl:hasDbXref	SwissProt:P51160	Unspecified
Orphanet__2:208333	oboInOwl:hasDbXref	HGNC:8787	Unspecified
Orphanet__2:208333	oboInOwl:hasDbXref	Ensembl:ENSG00000095464	Unspecified
Orphanet__2:391490	oboInOwl:hasDbXref	ICD10:G70.0	Unspecified
Orphanet__2:391497	oboInOwl:hasDbXref	ICD10:G70.0	Unspecified
Orphanet__2:208342	oboInOwl:hasDbXref	HGNC:7176	Unspecified
Orphanet__2:208342	oboInOwl:hasDbXref	OMIM:120361	Unspecified
Orphanet__2:208342	oboInOwl:hasDbXref	Reactome:P14780	Unspecified
Orphanet__2:208342	oboInOwl:hasDbXref	Ensembl:ENSG00000100985	Unspecified
Orphanet__2:208342	oboInOwl:hasDbXref	IUPHAR:1633	Unspecified
Orphanet__2:208342	oboInOwl:hasDbXref	SwissProt:P14780	Unspecified
Orphanet__2:208342	oboInOwl:hasDbXref	Genatlas:MMP9	Unspecified
Orphanet__2:440987	oboInOwl:hasDbXref	ICD10:Q44.0	Unspecified
Orphanet__2:440987	oboInOwl:hasDbXref	UMLS:C0266251	Unspecified
Orphanet__2:412035	oboInOwl:hasDbXref	ICD10:Q93.5	Unspecified
Orphanet__2:412035	oboInOwl:hasDbXref	ICD10:Q93.5	Unspecified
Orphanet__2:235936	oboInOwl:hasDbXref	UMLS:C3713420	Unspecified
Orphanet__2:235936	oboInOwl:hasDbXref	ICD10:E26.0	Unspecified
Orphanet__2:235936	oboInOwl:hasDbXref	ICD10:E26.0	Unspecified
Orphanet__2:424046	oboInOwl:hasDbXref	ICD10:C25.0	Unspecified
Orphanet__2:424046	oboInOwl:hasDbXref	ICD10:C25.8	Unspecified
Orphanet__2:424046	oboInOwl:hasDbXref	ICD10:C25.7	Unspecified
Orphanet__2:424046	oboInOwl:hasDbXref	UMLS:C0279661	Unspecified
Orphanet__2:424046	oboInOwl:hasDbXref	ICD10:C25.2	Unspecified
Orphanet__2:424046	oboInOwl:hasDbXref	ICD10:C25.1	Unspecified
Orphanet__2:207015	oboInOwl:hasDbXref	UMLS:C0392553	Unspecified
Orphanet__2:391487	oboInOwl:hasDbXref	OMIM:614162	Unspecified
Orphanet__2:391487	oboInOwl:hasDbXref	ICD10:K63.9	Unspecified
Orphanet__2:391487	oboInOwl:hasDbXref	ICD10:K63.9	Unspecified
Orphanet__2:208345	oboInOwl:hasDbXref	Reactome:Q99986	Unspecified
Orphanet__2:208345	oboInOwl:hasDbXref	Ensembl:ENSG00000100749	Unspecified
Orphanet__2:208345	oboInOwl:hasDbXref	HGNC:12718	Unspecified
Orphanet__2:208345	oboInOwl:hasDbXref	SwissProt:Q99986	Unspecified
Orphanet__2:208345	oboInOwl:hasDbXref	OMIM:602168	Unspecified
Orphanet__2:208345	oboInOwl:hasDbXref	IUPHAR:2275	Unspecified
Orphanet__2:208345	oboInOwl:hasDbXref	Genatlas:VRK1	Unspecified
Orphanet__2:208347	oboInOwl:hasDbXref	Ensembl:ENSG00000148384	Unspecified
Orphanet__2:208347	oboInOwl:hasDbXref	SwissProt:Q9NRR6	Unspecified
Orphanet__2:208347	oboInOwl:hasDbXref	OMIM:613037	Unspecified
Orphanet__2:208347	oboInOwl:hasDbXref	HGNC:21474	Unspecified
Orphanet__2:208347	oboInOwl:hasDbXref	Genatlas:INPP5E	Unspecified
Orphanet__2:208347	oboInOwl:hasDbXref	Reactome:Q9NRR6	Unspecified
Orphanet__2:258610	oboInOwl:hasDbXref	Reactome:P28062	Unspecified
Orphanet__2:258610	oboInOwl:hasDbXref	IUPHAR:2408	Unspecified
Orphanet__2:258610	oboInOwl:hasDbXref	Ensembl:ENSG00000204264	Unspecified
Orphanet__2:258610	oboInOwl:hasDbXref	SwissProt:P28062	Unspecified
Orphanet__2:258610	oboInOwl:hasDbXref	HGNC:9545	Unspecified
Orphanet__2:258610	oboInOwl:hasDbXref	OMIM:177046	Unspecified
Orphanet__2:258610	oboInOwl:hasDbXref	Genatlas:PSMB8	Unspecified
Orphanet__2:412069	oboInOwl:hasDbXref	ICD10:Q87.8	Unspecified
Orphanet__2:412069	oboInOwl:hasDbXref	ICD10:Q87.8	Unspecified
Orphanet__2:412069	oboInOwl:hasDbXref	OMIM:615829	Unspecified
Orphanet__2:412066	oboInOwl:hasDbXref	ICD10:G31.8	Unspecified
Orphanet__2:412066	oboInOwl:hasDbXref	ICD10:G31.8	Unspecified
Orphanet__2:36899	oboInOwl:hasDbXref	UMLS:C1834570	Unspecified
Orphanet__2:36899	oboInOwl:hasDbXref	OMIM:159900	Unspecified
Orphanet__2:36899	oboInOwl:hasDbXref	MESH:C536096	Unspecified
Orphanet__2:36899	oboInOwl:hasDbXref	ICD10:G24.1	Unspecified
Orphanet__2:36899	oboInOwl:hasDbXref	ICD10:G24.1	Unspecified
