# curie_map:
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   NCIT: http://purl.obolibrary.org/obo/NCIT_
#   oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_date: '2018-06-14'
# mapping_set_id: http://purl.obolibrary.org/obo/mondo/mappings/mondo_hasdbxref_ncit.sssom.tsv
# mapping_set_version: http://purl.obolibrary.org/obo/mondo/releases/2024-08-06/mappings/mondo_hasdbxref_ncit.sssom.tsv
# object_source: http://purl.obolibrary.org/obo/ncit.owl
# object_source_version: http://purl.obolibrary.org/obo/ncit/releases/2018-06-14/ncit.owl
# subject_source: http://purl.obolibrary.org/obo/mondo.owl
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification
MONDO:0000001	disease	oboInOwl:hasDbXref	NCIT:C2991	Disease or Disorder	semapv:ManualMappingCuration
MONDO:0000004	adrenocortical insufficiency	oboInOwl:hasDbXref	NCIT:C26691	Adrenocortical Insufficiency	semapv:ManualMappingCuration
MONDO:0000022	nocturnal enuresis	oboInOwl:hasDbXref	NCIT:C118172	Nocturnal Enuresis	semapv:ManualMappingCuration
MONDO:0000087	polymicrogyria	oboInOwl:hasDbXref	NCIT:C116936	Polymicrogyria	semapv:ManualMappingCuration
MONDO:0000088	precocious puberty	oboInOwl:hasDbXref	NCIT:C79704	Precocious Puberty	semapv:ManualMappingCuration
MONDO:0000115	Chiari malformation	oboInOwl:hasDbXref	NCIT:C84570	Arnold-Chiari Malformation	semapv:ManualMappingCuration
MONDO:0000128	giant axonal neuropathy	oboInOwl:hasDbXref	NCIT:C84728	Giant Axonal Neuropathy	semapv:ManualMappingCuration
MONDO:0000141	mosaic variegated aneuploidy syndrome	oboInOwl:hasDbXref	NCIT:C128192	Mosaic Variegated Aneuploidy Syndrome 1	semapv:ManualMappingCuration
MONDO:0000147	polyposis	oboInOwl:hasDbXref	NCIT:C4089	Polyposis	semapv:ManualMappingCuration
MONDO:0000153	transposition of the great arteries	oboInOwl:hasDbXref	NCIT:C84742	Transposition of Great Vessels	semapv:ManualMappingCuration
MONDO:0000159	bone marrow failure syndrome	oboInOwl:hasDbXref	NCIT:C165614	Bone Marrow Failure Syndrome	semapv:ManualMappingCuration
MONDO:0000171	muscular dystrophy-dystroglycanopathy, type A	oboInOwl:hasDbXref	NCIT:C99109	Walker-Warburg Syndrome	semapv:ManualMappingCuration
MONDO:0000179	Neu-Laxova syndrome	oboInOwl:hasDbXref	NCIT:C14089	Nuclear Localization Signal	semapv:ManualMappingCuration
MONDO:0000190	ventricular fibrillation	oboInOwl:hasDbXref	NCIT:C50799	Ventricular Fibrillation	semapv:ManualMappingCuration
MONDO:0000212	hypercalcemia, infantile	oboInOwl:hasDbXref	NCIT:C129734	Autosomal Recessive Infantile Hypercalcemia	semapv:ManualMappingCuration
MONDO:0000297	baylisascariasis	oboInOwl:hasDbXref	NCIT:C128397	Baylisascariasis	semapv:ManualMappingCuration
MONDO:0000313	hypophosphatemia	oboInOwl:hasDbXref	NCIT:C37977	Hypophosphatemia	semapv:ManualMappingCuration
MONDO:0000327	Buruli ulcer disease	oboInOwl:hasDbXref	NCIT:C84604	Buruli Ulcer	semapv:ManualMappingCuration
MONDO:0000330	endemic typhus	oboInOwl:hasDbXref	NCIT:C84688	Endemic Typhus Fever	semapv:ManualMappingCuration
MONDO:0000334	multinodular goiter	oboInOwl:hasDbXref	NCIT:C131438	Multinodular Goiter	semapv:ManualMappingCuration
MONDO:0000337	exanthema subitum	oboInOwl:hasDbXref	NCIT:C128420	Roseola Infantum	semapv:ManualMappingCuration
MONDO:0000355	Ullrich congenital muscular dystrophy	oboInOwl:hasDbXref	NCIT:C123438	Ullrich Congenital Muscular Dystrophy	semapv:ManualMappingCuration
MONDO:0000359	spondylocostal dysostosis	oboInOwl:hasDbXref	NCIT:C125598	Spondylocostal Dysostosis	semapv:ManualMappingCuration
MONDO:0000365	primary congenital glaucoma	oboInOwl:hasDbXref	NCIT:C150251	Primary Congenital Glaucoma	semapv:ManualMappingCuration
MONDO:0000367	taeniasis	oboInOwl:hasDbXref	NCIT:C85180	Taeniasis	semapv:ManualMappingCuration
MONDO:0000371	oral cavity carcinoma in situ	oboInOwl:hasDbXref	NCIT:C4587	Stage 0 Oral Cavity Cancer AJCC v6 and v7	semapv:ManualMappingCuration
MONDO:0000372	pharynx carcinoma in situ	oboInOwl:hasDbXref	NCIT:C4942	Stage 0 Pharyngeal Cancer	semapv:ManualMappingCuration
MONDO:0000377	malignant Leydig cell tumor	oboInOwl:hasDbXref	NCIT:C4213	Malignant Leydig Cell Tumor	semapv:ManualMappingCuration
MONDO:0000378	malignant Sertoli cell tumor	oboInOwl:hasDbXref	NCIT:C67006	Malignant Sertoli Cell Tumor	semapv:ManualMappingCuration
MONDO:0000380	paranasal sinus carcinoma	oboInOwl:hasDbXref	NCIT:C6014	Paranasal Sinus Carcinoma	semapv:ManualMappingCuration
MONDO:0000380	paranasal sinus carcinoma	oboInOwl:hasDbXref	NCIT:C6019	Paranasal Sinus Adenoid Cystic Carcinoma	semapv:ManualMappingCuration
MONDO:0000383	benign reproductive system neoplasm	oboInOwl:hasDbXref	NCIT:C7617	Benign Reproductive System Neoplasm	semapv:ManualMappingCuration
MONDO:0000384	bladder benign neoplasm	oboInOwl:hasDbXref	NCIT:C3618	Benign Bladder Neoplasm	semapv:ManualMappingCuration
MONDO:0000385	benign digestive system neoplasm	oboInOwl:hasDbXref	NCIT:C4787	Benign Digestive System Neoplasm	semapv:ManualMappingCuration
MONDO:0000386	digestive system neuroendocrine tumor, grade 1/2	oboInOwl:hasDbXref	NCIT:C95404	Digestive System Neuroendocrine Tumor	semapv:ManualMappingCuration
MONDO:0000390	vitelliform macular dystrophy	oboInOwl:hasDbXref	NCIT:C118788	Vitelliform Macular Dystrophy	semapv:ManualMappingCuration
MONDO:0000395	alcohol-related birth defect	oboInOwl:hasDbXref	NCIT:C92727	Alcohol Related Birth Defect	semapv:ManualMappingCuration
MONDO:0000396	spastic cerebral palsy	oboInOwl:hasDbXref	NCIT:C116903	Spastic Cerebral Palsy	semapv:ManualMappingCuration
