# curie_map:
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   Wikipedia: http://purl.obolibrary.org/obo/mondo/mappings/unknown_prefix/Wikipedia/
#   oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_date: '2017-09-20'
# mapping_set_id: http://purl.obolibrary.org/obo/mondo/mappings/mondo_hasdbxref_wikipedia.sssom.tsv
# mapping_set_version: http://purl.obolibrary.org/obo/mondo/releases/2024-06-04/mappings/mondo_hasdbxref_wikipedia.sssom.tsv
# subject_source: http://purl.obolibrary.org/obo/mondo.owl
subject_id	subject_label	predicate_id	object_id	mapping_justification
MONDO:0003240	thyroid gland disorder	oboInOwl:hasDbXref	Wikipedia:Thyroid_disease	semapv:ManualMappingCuration
MONDO:0003763	acute stress disorder	oboInOwl:hasDbXref	Wikipedia:Acute_stress_reaction	semapv:ManualMappingCuration
MONDO:0005039	reproductive system disorder	oboInOwl:hasDbXref	Wikipedia:Reproductive_system_disease	semapv:ManualMappingCuration
MONDO:0005071	nervous system disorder	oboInOwl:hasDbXref	Wikipedia:Nervous_system_disease	semapv:ManualMappingCuration
MONDO:0005073	melanocytic nevus	oboInOwl:hasDbXref	Wikipedia:Nevus	semapv:ManualMappingCuration
MONDO:0005122	Pectobacterium carotovorum infection	oboInOwl:hasDbXref	Wikipedia:Pectobacterium_carotovorum	semapv:ManualMappingCuration
MONDO:0005176	benign insulitis	oboInOwl:hasDbXref	Wikipedia:Insulitis	semapv:ManualMappingCuration
MONDO:0005185	chronic childhood arthritis	oboInOwl:hasDbXref	Wikipedia:Juvenile_idiopathic_arthritis	semapv:ManualMappingCuration
MONDO:0005189	internal carotid artery stenosis	oboInOwl:hasDbXref	Wikipedia:Carotid_artery_stenosis	semapv:ManualMappingCuration
MONDO:0005190	obsolete macroglobulinemia	oboInOwl:hasDbXref	Wikipedia:Macroglobulinemia	semapv:ManualMappingCuration
MONDO:0005195	septic peritonitis	oboInOwl:hasDbXref	Wikipedia:Septic_peritonitis	semapv:ManualMappingCuration
MONDO:0005200	viral dilated cardiomyopathy	oboInOwl:hasDbXref	Wikipedia:Viral_cardiomyopathy	semapv:ManualMappingCuration
MONDO:0005208	amelanotic skin melanoma	oboInOwl:hasDbXref	Wikipedia:Amelanotic_melanoma	semapv:ManualMappingCuration
MONDO:0005227	abscess	oboInOwl:hasDbXref	Wikipedia:Abscess	semapv:ManualMappingCuration
MONDO:0005229	bacterial infectious disease with sepsis	oboInOwl:hasDbXref	Wikipedia:Bacteremia	semapv:ManualMappingCuration
MONDO:0005230	cellulitis	oboInOwl:hasDbXref	Wikipedia:Cellulitis	semapv:ManualMappingCuration
MONDO:0005253	high output heart failure	oboInOwl:hasDbXref	Wikipedia:High-output_cardiac_failure	semapv:ManualMappingCuration
MONDO:0005255	mild heart failure	oboInOwl:hasDbXref	Wikipedia:New_York_Heart_Association_Functional_Classification	semapv:ManualMappingCuration
MONDO:0005256	moderate heart failure	oboInOwl:hasDbXref	Wikipedia:New_York_Heart_Association_Functional_Classification	semapv:ManualMappingCuration
MONDO:0005257	advanced heart failure	oboInOwl:hasDbXref	Wikipedia:New_York_Heart_Association_Functional_Classification	semapv:ManualMappingCuration
MONDO:0005467	occupation-related stress disorder	oboInOwl:hasDbXref	Wikipedia:Occupational_stress	semapv:ManualMappingCuration
MONDO:0005511	janus kinase-3 deficiency	oboInOwl:hasDbXref	Wikipedia:Janus_kinase_3_deficiency	semapv:ManualMappingCuration
MONDO:0005518	pseudohermaphroditism	oboInOwl:hasDbXref	Wikipedia:Pseudohermaphroditism	semapv:ManualMappingCuration
MONDO:0005527	toxic encephalopathy	oboInOwl:hasDbXref	Wikipedia:Toxic_encephalopathy	semapv:ManualMappingCuration
MONDO:0005554	rheumatic disorder	oboInOwl:hasDbXref	Wikipedia:Rheumatism	semapv:ManualMappingCuration
MONDO:0005555	cycloplegia	oboInOwl:hasDbXref	Wikipedia:Cycloplegia	semapv:ManualMappingCuration
MONDO:0005563	nut midline carcinoma	oboInOwl:hasDbXref	Wikipedia:NUT_midline_carcinoma	semapv:ManualMappingCuration
MONDO:0005578	arthritic joint disease	oboInOwl:hasDbXref	Wikipedia:Arthritis	semapv:ManualMappingCuration
MONDO:0005623	autoimmune thyroid disease	oboInOwl:hasDbXref	Wikipedia:Autoimmune_thyroiditis	semapv:ManualMappingCuration
MONDO:0005625	cerebral malaria	oboInOwl:hasDbXref	Wikipedia:Malaria	semapv:ManualMappingCuration
MONDO:0006021	Prinzmetal angina	oboInOwl:hasDbXref	Wikipedia:Prinzmetal's_angina	semapv:ManualMappingCuration
MONDO:0006313	nabothian cyst	oboInOwl:hasDbXref	Wikipedia:Nabothian_cyst	semapv:ManualMappingCuration
MONDO:0006328	odontogenic cyst	oboInOwl:hasDbXref	Wikipedia:Odontogenic_cyst	semapv:ManualMappingCuration
MONDO:0006496	palsy	oboInOwl:hasDbXref	Wikipedia:Palsy	semapv:ManualMappingCuration
MONDO:0006515	acute pancreatitis	oboInOwl:hasDbXref	Wikipedia:Acute_pancreatitis	semapv:ManualMappingCuration
MONDO:0006526	allergic urticaria	oboInOwl:hasDbXref	Wikipedia:Urticaria#Allergic_urticaria	semapv:ManualMappingCuration
MONDO:0006534	cholinergic urticaria	oboInOwl:hasDbXref	Wikipedia:Cholinergic_urticaria	semapv:ManualMappingCuration
MONDO:0006540	dyshidrosis	oboInOwl:hasDbXref	Wikipedia:Dyshidrosis	semapv:ManualMappingCuration
MONDO:0006541	epidermolysis bullosa	oboInOwl:hasDbXref	Wikipedia:Epidermolysis_bullosa	semapv:ManualMappingCuration
MONDO:0006543	epidermolysis bullosa dystrophica	oboInOwl:hasDbXref	Wikipedia:Epidermolysis_bullosa_dystrophica	semapv:ManualMappingCuration
MONDO:0006547	exanthem	oboInOwl:hasDbXref	Wikipedia:Exanthem	semapv:ManualMappingCuration
MONDO:0006552	folliculitis	oboInOwl:hasDbXref	Wikipedia:Folliculitis	semapv:ManualMappingCuration
MONDO:0006553	Fox-Fordyce disease	oboInOwl:hasDbXref	Wikipedia:Fox-Fordyce_disease	semapv:ManualMappingCuration
MONDO:0006554	granuloma annulare	oboInOwl:hasDbXref	Wikipedia:Granuloma_annulare	semapv:ManualMappingCuration
MONDO:0006558	pemphigoid gestationis	oboInOwl:hasDbXref	Wikipedia:Gestational_pemphigoid	semapv:ManualMappingCuration
MONDO:0006559	hidradenitis suppurativa	oboInOwl:hasDbXref	Wikipedia:Hidradenitis_suppurativa	semapv:ManualMappingCuration
MONDO:0006560	obsolete hypohidrosis	oboInOwl:hasDbXref	Wikipedia:Hypodidrosis	semapv:ManualMappingCuration
MONDO:0006563	inverted follicular keratosis	oboInOwl:hasDbXref	Wikipedia:Inverted_follicular_keratosis	semapv:ManualMappingCuration
MONDO:0006571	lichen nitidus	oboInOwl:hasDbXref	Wikipedia:Lichen_nitidus	semapv:ManualMappingCuration
MONDO:0006573	lipodystrophy	oboInOwl:hasDbXref	Wikipedia:Lipodystrophy	semapv:ManualMappingCuration
MONDO:0006574	lipomatosis	oboInOwl:hasDbXref	Wikipedia:Lipomatosis	semapv:ManualMappingCuration
MONDO:0006576	Ludwig's angina	oboInOwl:hasDbXref	Wikipedia:Ludwig's_angina	semapv:ManualMappingCuration
