# curie_map:
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   obo: http://purl.obolibrary.org/obo/
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_date: '2017-09-20'
# mapping_set_id: http://purl.obolibrary.org/obo/mondo/mappings/mondo_exactmatch_obo.sssom.tsv
# mapping_set_version: http://purl.obolibrary.org/obo/mondo/releases/2025-07-01/mappings/mondo_exactmatch_obo.sssom.tsv
# subject_source: infores:mondo
subject_id	subject_label	predicate_id	object_id	mapping_justification
MONDO:0000004	adrenocortical insufficiency	skos:exactMatch	obo:mondo/sources/icd11foundation/733056203	semapv:ManualMappingCuration
MONDO:0000022	nocturnal enuresis	skos:exactMatch	obo:mondo/sources/icd11foundation/1048673005	semapv:ManualMappingCuration
MONDO:0000044	hereditary hypophosphatemic rickets	skos:exactMatch	obo:mondo/sources/icd11foundation/1010293846	semapv:ManualMappingCuration
MONDO:0000082	pelvic organ prolapse	skos:exactMatch	obo:mondo/sources/icd11foundation/148580117	semapv:ManualMappingCuration
MONDO:0000087	polymicrogyria	skos:exactMatch	obo:mondo/sources/icd11foundation/2081858551	semapv:ManualMappingCuration
MONDO:0000110	bifid nose	skos:exactMatch	obo:mondo/sources/icd11foundation/1824850646	semapv:ManualMappingCuration
MONDO:0000127	geleophysic dysplasia	skos:exactMatch	obo:mondo/sources/icd11foundation/518828851	semapv:ManualMappingCuration
MONDO:0000128	giant axonal neuropathy	skos:exactMatch	obo:mondo/sources/icd11foundation/1848636316	semapv:ManualMappingCuration
MONDO:0000136	keratosis follicularis spinulosa decalvans	skos:exactMatch	obo:mondo/sources/icd11foundation/303213910	semapv:ManualMappingCuration
MONDO:0000141	mosaic variegated aneuploidy syndrome	skos:exactMatch	obo:mondo/sources/icd11foundation/398235351	semapv:ManualMappingCuration
MONDO:0000153	transposition of the great arteries	skos:exactMatch	obo:mondo/sources/icd11foundation/429190257	semapv:ManualMappingCuration
MONDO:0000156	trigonocephaly	skos:exactMatch	obo:mondo/sources/icd11foundation/20816218	semapv:ManualMappingCuration
MONDO:0000179	Neu-Laxova syndrome	skos:exactMatch	obo:mondo/sources/icd11foundation/893358230	semapv:ManualMappingCuration
MONDO:0000190	ventricular fibrillation	skos:exactMatch	obo:mondo/sources/icd11foundation/1662472992	semapv:ManualMappingCuration
MONDO:0000200	Zimmermann-Laband syndrome	skos:exactMatch	obo:mondo/sources/icd11foundation/8285962	semapv:ManualMappingCuration
MONDO:0000240	invasive aspergillosis	skos:exactMatch	obo:mondo/sources/icd11foundation/1314810340	semapv:ManualMappingCuration
MONDO:0000262	otomycosis	skos:exactMatch	obo:mondo/sources/icd11foundation/107388709	semapv:ManualMappingCuration
MONDO:0000271	tuberculous salpingitis	skos:exactMatch	obo:mondo/sources/icd11foundation/25239933	semapv:ManualMappingCuration
MONDO:0000276	Powassan encephalitis	skos:exactMatch	obo:mondo/sources/icd11foundation/1674038791	semapv:ManualMappingCuration
MONDO:0000293	coenurosis	skos:exactMatch	obo:mondo/sources/icd11foundation/1545561495	semapv:ManualMappingCuration
MONDO:0000295	acanthocephaliasis	skos:exactMatch	obo:mondo/sources/icd11foundation/1026340475	semapv:ManualMappingCuration
MONDO:0000299	thelaziasis	skos:exactMatch	obo:mondo/sources/icd11foundation/1803398353	semapv:ManualMappingCuration
MONDO:0000302	basidiobolomycosis	skos:exactMatch	obo:mondo/sources/icd11foundation/2087283296	semapv:ManualMappingCuration
MONDO:0000303	conidiobolomycosis	skos:exactMatch	obo:mondo/sources/icd11foundation/1326582778	semapv:ManualMappingCuration
MONDO:0000309	aniseikonia	skos:exactMatch	obo:mondo/sources/icd11foundation/1672014953	semapv:ManualMappingCuration
MONDO:0000328	hyperphosphatemia	skos:exactMatch	obo:mondo/sources/icd11foundation/1745515193	semapv:ManualMappingCuration
MONDO:0000330	endemic typhus	skos:exactMatch	obo:mondo/sources/icd11foundation/4659958	semapv:ManualMappingCuration
MONDO:0000333	early congenital syphilis	skos:exactMatch	obo:mondo/sources/icd11foundation/108348777	semapv:ManualMappingCuration
MONDO:0000355	Ullrich congenital muscular dystrophy	skos:exactMatch	obo:mondo/sources/icd11foundation/1011547453	semapv:ManualMappingCuration
MONDO:0000363	gummatous syphilis	skos:exactMatch	obo:mondo/sources/icd11foundation/1630654348	semapv:ManualMappingCuration
MONDO:0000365	primary congenital glaucoma	skos:exactMatch	obo:mondo/sources/icd11foundation/517092878	semapv:ManualMappingCuration
MONDO:0000367	taeniasis	skos:exactMatch	obo:mondo/sources/icd11foundation/733748279	semapv:ManualMappingCuration
MONDO:0000396	spastic cerebral palsy	skos:exactMatch	obo:mondo/sources/icd11foundation/1426032265	semapv:ManualMappingCuration
MONDO:0000397	ataxic cerebral palsy	skos:exactMatch	obo:mondo/sources/icd11foundation/1134558601	semapv:ManualMappingCuration
MONDO:0000432	lymphoplasmacytic lymphoma	skos:exactMatch	obo:mondo/sources/icd11foundation/2058944823	semapv:ManualMappingCuration
MONDO:0000447	autosomal dominant polycystic liver disease	skos:exactMatch	obo:mondo/sources/icd11foundation/1361740083	semapv:ManualMappingCuration
MONDO:0000447	autosomal dominant polycystic liver disease	skos:exactMatch	obo:mondo/sources/icd11foundation/423904268	semapv:ManualMappingCuration
MONDO:0000450	secondary progressive multiple sclerosis	skos:exactMatch	obo:mondo/sources/icd11foundation/1045965709	semapv:ManualMappingCuration
MONDO:0000451	primary progressive multiple sclerosis	skos:exactMatch	obo:mondo/sources/icd11foundation/1020720762	semapv:ManualMappingCuration
MONDO:0000453	short QT syndrome	skos:exactMatch	obo:mondo/sources/icd11foundation/553392015	semapv:ManualMappingCuration
MONDO:0000463	Ochoa syndrome	skos:exactMatch	obo:mondo/sources/icd11foundation/443886910	semapv:ManualMappingCuration
MONDO:0000481	cervical dystonia	skos:exactMatch	obo:mondo/sources/icd11foundation/632668568	semapv:ManualMappingCuration
MONDO:0000483	oculogyric crisis	skos:exactMatch	obo:mondo/sources/icd11foundation/1191930451	semapv:ManualMappingCuration
MONDO:0000490	glomerulosclerosis	skos:exactMatch	obo:mondo/sources/icd11foundation/2068645853	semapv:ManualMappingCuration
MONDO:0000495	oppositional defiant disorder	skos:exactMatch	obo:mondo/sources/icd11foundation/1487528823	semapv:ManualMappingCuration
MONDO:0000498	arteritic anterior ischemic optic neuropathy	skos:exactMatch	obo:mondo/sources/icd11foundation/815828716	semapv:ManualMappingCuration
MONDO:0000499	non-arteritic anterior ischemic optic neuropathy	skos:exactMatch	obo:mondo/sources/icd11foundation/8640162	semapv:ManualMappingCuration
MONDO:0000507	inclusion body myopathy with Paget disease of bone and frontotemporal dementia	skos:exactMatch	obo:mondo/sources/icd11foundation/1947548457	semapv:ManualMappingCuration
MONDO:0000565	infective endocarditis	skos:exactMatch	obo:mondo/sources/icd11foundation/512128824	semapv:ManualMappingCuration
MONDO:0000598	aphasia	skos:exactMatch	obo:mondo/sources/icd11foundation/1167055901	semapv:ManualMappingCuration
MONDO:0000662	amusia	skos:exactMatch	obo:mondo/sources/icd11foundation/777548616	semapv:ManualMappingCuration
MONDO:0000663	anosognosia	skos:exactMatch	obo:mondo/sources/icd11foundation/833222383	semapv:ManualMappingCuration
MONDO:0000665	apraxia	skos:exactMatch	obo:mondo/sources/icd11foundation/986651951	semapv:ManualMappingCuration
MONDO:0000678	simultanagnosia	skos:exactMatch	obo:mondo/sources/icd11foundation/1669328667	semapv:ManualMappingCuration
MONDO:0000680	astereognosia	skos:exactMatch	obo:mondo/sources/icd11foundation/756147896	semapv:ManualMappingCuration
MONDO:0000687	diffuse alopecia areata	skos:exactMatch	obo:mondo/sources/icd11foundation/666274267	semapv:ManualMappingCuration
MONDO:0000688	inborn organic aciduria	skos:exactMatch	obo:mondo/sources/icd11foundation/1921636230	semapv:ManualMappingCuration
MONDO:0000690	body dysmorphic disorder	skos:exactMatch	obo:mondo/sources/icd11foundation/731724655	semapv:ManualMappingCuration
MONDO:0000698	gamma-amino butyric acid metabolism disorder	skos:exactMatch	obo:mondo/sources/icd11foundation/1811657969	semapv:ManualMappingCuration
MONDO:0000700	familial hemiplegic migraine	skos:exactMatch	obo:mondo/sources/icd11foundation/1827007904	semapv:ManualMappingCuration
MONDO:0000702	microscopic colitis	skos:exactMatch	obo:mondo/sources/icd11foundation/1122828822	semapv:ManualMappingCuration
MONDO:0000703	collagenous colitis	skos:exactMatch	obo:mondo/sources/icd11foundation/1322041450	semapv:ManualMappingCuration
MONDO:0000704	lymphocytic colitis	skos:exactMatch	obo:mondo/sources/icd11foundation/1629251056	semapv:ManualMappingCuration
MONDO:0000707	diversion colitis	skos:exactMatch	obo:mondo/sources/icd11foundation/553304993	semapv:ManualMappingCuration
MONDO:0000716	agraphia	skos:exactMatch	obo:mondo/sources/icd11foundation/1372096058	semapv:ManualMappingCuration
MONDO:0000721	xanthinuria	skos:exactMatch	obo:mondo/sources/icd11foundation/1565213608	semapv:ManualMappingCuration
MONDO:0000732	combined oxidative phosphorylation deficiency	skos:exactMatch	obo:mondo/sources/icd11foundation/1953023896	semapv:ManualMappingCuration
MONDO:0000733	cornea plana	skos:exactMatch	obo:mondo/sources/icd11foundation/262157734	semapv:ManualMappingCuration
MONDO:0000739	uvulitis	skos:exactMatch	obo:mondo/sources/icd11foundation/776797866	semapv:ManualMappingCuration
MONDO:0000741	angular cheilitis	skos:exactMatch	obo:mondo/sources/icd11foundation/591060439	semapv:ManualMappingCuration
MONDO:0000745	cardiac arrest	skos:exactMatch	obo:mondo/sources/icd11foundation/395422191	semapv:ManualMappingCuration
MONDO:0000749	breast abscess	skos:exactMatch	obo:mondo/sources/icd11foundation/1033306788	semapv:ManualMappingCuration
MONDO:0000754	anal fistula	skos:exactMatch	obo:mondo/sources/icd11foundation/206903882	semapv:ManualMappingCuration
MONDO:0000755	ectopic pregnancy	skos:exactMatch	obo:mondo/sources/icd11foundation/1563334645	semapv:ManualMappingCuration
MONDO:0000758	bacillary angiomatosis	skos:exactMatch	obo:mondo/sources/icd11foundation/1416616903	semapv:ManualMappingCuration
MONDO:0000809	purpura fulminans	skos:exactMatch	obo:mondo/sources/icd11foundation/1293848111	semapv:ManualMappingCuration
MONDO:0000819	anencephaly	skos:exactMatch	obo:mondo/sources/icd11foundation/1292761836	semapv:ManualMappingCuration
MONDO:0000820	cerebral cavernous malformation	skos:exactMatch	obo:mondo/sources/icd11foundation/916773262	semapv:ManualMappingCuration
MONDO:0000845	fibrous dysplasia	skos:exactMatch	obo:mondo/sources/icd11foundation/1704766818	semapv:ManualMappingCuration
MONDO:0000859	spina bifida occulta	skos:exactMatch	obo:mondo/sources/icd11foundation/449489594	semapv:ManualMappingCuration
MONDO:0000914	cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1	skos:exactMatch	obo:mondo/sources/icd11foundation/1621899838	semapv:ManualMappingCuration
MONDO:0000923	interstitial emphysema	skos:exactMatch	obo:mondo/sources/icd11foundation/2008095771	semapv:ManualMappingCuration
MONDO:0000924	compensatory emphysema	skos:exactMatch	obo:mondo/sources/icd11foundation/318427535	semapv:ManualMappingCuration
MONDO:0000927	asymptomatic neurosyphilis	skos:exactMatch	obo:mondo/sources/icd11foundation/453651926	semapv:ManualMappingCuration
MONDO:0000939	intracranial abscess	skos:exactMatch	obo:mondo/sources/icd11foundation/1128677700	semapv:ManualMappingCuration
MONDO:0000949	conjunctival degeneration	skos:exactMatch	obo:mondo/sources/icd11foundation/763685773	semapv:ManualMappingCuration
MONDO:0000958	neuroretinitis	skos:exactMatch	obo:mondo/sources/icd11foundation/418437487	semapv:ManualMappingCuration
MONDO:0000986	pleurisy	skos:exactMatch	obo:mondo/sources/icd11foundation/317852053	semapv:ManualMappingCuration
MONDO:0000987	cholesterolosis of gallbladder	skos:exactMatch	obo:mondo/sources/icd11foundation/2109132211	semapv:ManualMappingCuration
MONDO:0000997	monocular esotropia	skos:exactMatch	obo:mondo/sources/icd11foundation/813817121	semapv:ManualMappingCuration
MONDO:0001007	chronic meningitis	skos:exactMatch	obo:mondo/sources/icd11foundation/1597945150	semapv:ManualMappingCuration
MONDO:0001024	pneumonic plague	skos:exactMatch	obo:mondo/sources/icd11foundation/1983098110	semapv:ManualMappingCuration
MONDO:0001027	gonococcal seminal vesiculitis	skos:exactMatch	obo:mondo/sources/icd11foundation/1226540022	semapv:ManualMappingCuration
MONDO:0001033	mycotic corneal ulcer	skos:exactMatch	obo:mondo/sources/icd11foundation/1756043578	semapv:ManualMappingCuration
MONDO:0001034	marginal corneal ulcer	skos:exactMatch	obo:mondo/sources/icd11foundation/2035123281	semapv:ManualMappingCuration
MONDO:0001036	hypopyon	skos:exactMatch	obo:mondo/sources/icd11foundation/803985395	semapv:ManualMappingCuration
MONDO:0001037	ring corneal ulcer	skos:exactMatch	obo:mondo/sources/icd11foundation/1877531217	semapv:ManualMappingCuration
MONDO:0001038	perforated corneal ulcer	skos:exactMatch	obo:mondo/sources/icd11foundation/232838320	semapv:ManualMappingCuration
MONDO:0001042	patellar tendinitis	skos:exactMatch	obo:mondo/sources/icd11foundation/1366847963	semapv:ManualMappingCuration
MONDO:0001046	imperforate anus	skos:exactMatch	obo:mondo/sources/icd11foundation/515168801	semapv:ManualMappingCuration
MONDO:0001049	Dressler syndrome	skos:exactMatch	obo:mondo/sources/icd11foundation/1353640147	semapv:ManualMappingCuration
MONDO:0001050	malignant otitis externa	skos:exactMatch	obo:mondo/sources/icd11foundation/984580942	semapv:ManualMappingCuration
MONDO:0001072	mild pre-eclampsia	skos:exactMatch	obo:mondo/sources/icd11foundation/690705840	semapv:ManualMappingCuration
MONDO:0001076	glucose intolerance	skos:exactMatch	obo:mondo/sources/icd11foundation/1392580302	semapv:ManualMappingCuration
MONDO:0001078	tropical sprue	skos:exactMatch	obo:mondo/sources/icd11foundation/316377284	semapv:ManualMappingCuration
MONDO:0001080	acute gonococcal cervicitis	skos:exactMatch	obo:mondo/sources/icd11foundation/2071927498	semapv:ManualMappingCuration
MONDO:0001081	acute cervicitis	skos:exactMatch	obo:mondo/sources/icd11foundation/411422080	semapv:ManualMappingCuration
MONDO:0001098	separation anxiety disorder	skos:exactMatch	obo:mondo/sources/icd11foundation/830200631	semapv:ManualMappingCuration
MONDO:0001099	lactocele	skos:exactMatch	obo:mondo/sources/icd11foundation/1987155556	semapv:ManualMappingCuration
MONDO:0001100	hypertrophy of breast	skos:exactMatch	obo:mondo/sources/icd11foundation/2078176266	semapv:ManualMappingCuration
MONDO:0001101	fat necrosis of breast	skos:exactMatch	obo:mondo/sources/icd11foundation/149925294	semapv:ManualMappingCuration
MONDO:0001103	giardiasis	skos:exactMatch	obo:mondo/sources/icd11foundation/433310499	semapv:ManualMappingCuration
MONDO:0001106	kidney failure	skos:exactMatch	obo:mondo/sources/icd11foundation/761526554	semapv:ManualMappingCuration
MONDO:0001109	petrositis	skos:exactMatch	obo:mondo/sources/icd11foundation/716546173	semapv:ManualMappingCuration
MONDO:0001110	chronic pyelonephritis	skos:exactMatch	obo:mondo/sources/icd11foundation/1346439976	semapv:ManualMappingCuration
MONDO:0001112	bubonic plague	skos:exactMatch	obo:mondo/sources/icd11foundation/1742025109	semapv:ManualMappingCuration
MONDO:0001114	bacterial myocarditis	skos:exactMatch	obo:mondo/sources/icd11foundation/900037931	semapv:ManualMappingCuration
MONDO:0001120	chronic frontal sinusitis	skos:exactMatch	obo:mondo/sources/icd11foundation/881075891	semapv:ManualMappingCuration
MONDO:0001122	chronic maxillary sinusitis	skos:exactMatch	obo:mondo/sources/icd11foundation/1372580647	semapv:ManualMappingCuration
MONDO:0001123	chronic sphenoidal sinusitis	skos:exactMatch	obo:mondo/sources/icd11foundation/627227610	semapv:ManualMappingCuration
MONDO:0001126	gastric ulcer	skos:exactMatch	obo:mondo/sources/icd11foundation/1437411258	semapv:ManualMappingCuration
MONDO:0001134	essential hypertension	skos:exactMatch	obo:mondo/sources/icd11foundation/761947693	semapv:ManualMappingCuration
MONDO:0001137	Murray valley encephalitis	skos:exactMatch	obo:mondo/sources/icd11foundation/1040970454	semapv:ManualMappingCuration
MONDO:0001149	microcephaly	skos:exactMatch	obo:mondo/sources/icd11foundation/179350437	semapv:ManualMappingCuration
MONDO:0001150	hydrocephalus	skos:exactMatch	obo:mondo/sources/icd11foundation/574533444	semapv:ManualMappingCuration
MONDO:0001152	amnestic disorder	skos:exactMatch	obo:mondo/sources/icd11foundation/386330688	semapv:ManualMappingCuration
MONDO:0001155	gastrojejunal ulcer	skos:exactMatch	obo:mondo/sources/icd11foundation/491213123	semapv:ManualMappingCuration
MONDO:0001156	borderline personality disorder	skos:exactMatch	obo:mondo/sources/icd11foundation/189289487	semapv:ManualMappingCuration
MONDO:0001157	dependent personality disorder	skos:exactMatch	obo:mondo/sources/icd11foundation/1283123068	semapv:ManualMappingCuration
MONDO:0001161	schizoid personality disorder	skos:exactMatch	obo:mondo/sources/icd11foundation/1524611454	semapv:ManualMappingCuration
MONDO:0001163	paranoid personality disorder	skos:exactMatch	obo:mondo/sources/icd11foundation/1066693864	semapv:ManualMappingCuration
MONDO:0001164	antisocial personality disorder	skos:exactMatch	obo:mondo/sources/icd11foundation/779282819	semapv:ManualMappingCuration
MONDO:0001168	spastic hemiplegia	skos:exactMatch	obo:mondo/sources/icd11foundation/1030700023	semapv:ManualMappingCuration
MONDO:0001170	hemiplegia	skos:exactMatch	obo:mondo/sources/icd11foundation/1641958762	semapv:ManualMappingCuration
MONDO:0001173	acute salpingitis	skos:exactMatch	obo:mondo/sources/icd11foundation/1286268784	semapv:ManualMappingCuration
MONDO:0001175	immature cataract	skos:exactMatch	obo:mondo/sources/icd11foundation/1444156961	semapv:ManualMappingCuration
MONDO:0001180	bullous keratopathy	skos:exactMatch	obo:mondo/sources/icd11foundation/1270454490	semapv:ManualMappingCuration
MONDO:0001185	dissociative amnesia	skos:exactMatch	obo:mondo/sources/icd11foundation/626975732	semapv:ManualMappingCuration
MONDO:0001195	spotted fever	skos:exactMatch	obo:mondo/sources/icd11foundation/9953620	semapv:ManualMappingCuration
MONDO:0001198	acquired thrombocytopenia	skos:exactMatch	obo:mondo/sources/icd11foundation/526155201	semapv:ManualMappingCuration
MONDO:0001200	secondary hypertension	skos:exactMatch	obo:mondo/sources/icd11foundation/1331849426	semapv:ManualMappingCuration
MONDO:0001208	acute respiratory failure	skos:exactMatch	obo:mondo/sources/icd11foundation/875272781	semapv:ManualMappingCuration
MONDO:0001216	pulp degeneration	skos:exactMatch	obo:mondo/sources/icd11foundation/868011012	semapv:ManualMappingCuration
MONDO:0001217	pseudomembranous conjunctivitis	skos:exactMatch	obo:mondo/sources/icd11foundation/1606516539	semapv:ManualMappingCuration
MONDO:0001218	acute laryngopharyngitis	skos:exactMatch	obo:mondo/sources/icd11foundation/1528782604	semapv:ManualMappingCuration
MONDO:0001220	hypoparathyroidism	skos:exactMatch	obo:mondo/sources/icd11foundation/1708733050	semapv:ManualMappingCuration
MONDO:0001243	disseminated intravascular coagulation	skos:exactMatch	obo:mondo/sources/icd11foundation/1622289887	semapv:ManualMappingCuration
MONDO:0001245	microcytic anemia	skos:exactMatch	obo:mondo/sources/icd11foundation/1380406043	semapv:ManualMappingCuration
MONDO:0001246	typhus	skos:exactMatch	obo:mondo/sources/icd11foundation/292650041	semapv:ManualMappingCuration
MONDO:0001249	trachoma	skos:exactMatch	obo:mondo/sources/icd11foundation/372424530	semapv:ManualMappingCuration
MONDO:0001250	keratomalacia	skos:exactMatch	obo:mondo/sources/icd11foundation/497316188	semapv:ManualMappingCuration
MONDO:0001251	chronic apical periodontitis	skos:exactMatch	obo:mondo/sources/icd11foundation/1079140240	semapv:ManualMappingCuration
MONDO:0001259	pituitary gland infarction	skos:exactMatch	obo:mondo/sources/icd11foundation/765046957	semapv:ManualMappingCuration
MONDO:0001260	cercarial dermatitis	skos:exactMatch	obo:mondo/sources/icd11foundation/648519873	semapv:ManualMappingCuration
MONDO:0001266	erysipelas	skos:exactMatch	obo:mondo/sources/icd11foundation/1651247891	semapv:ManualMappingCuration
MONDO:0001268	gingival recession	skos:exactMatch	obo:mondo/sources/icd11foundation/1059404242	semapv:ManualMappingCuration
MONDO:0001273	megacolon	skos:exactMatch	obo:mondo/sources/icd11foundation/1742998538	semapv:ManualMappingCuration
MONDO:0001274	anal spasm	skos:exactMatch	obo:mondo/sources/icd11foundation/647005938	semapv:ManualMappingCuration
MONDO:0001280	choroiditis	skos:exactMatch	obo:mondo/sources/icd11foundation/1884626736	semapv:ManualMappingCuration
MONDO:0001281	alternating exotropia	skos:exactMatch	obo:mondo/sources/icd11foundation/1611093587	semapv:ManualMappingCuration
