# curie_map:
#   ICD10WHO: https://icd.who.int/browse10/2019/en#/
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_set_id: http://purl.obolibrary.org/obo/mondo/mappings/mondo_hasdbxref_icd10who.sssom.tsv
# mapping_set_version: http://purl.obolibrary.org/obo/mondo/releases/2026-01-06/mappings/mondo_hasdbxref_icd10who.sssom.tsv
# subject_source: infores:mondo
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification
MONDO:0000367	taeniasis	oboInOwl:hasDbXref	ICD10WHO:B68	Taeniasis	semapv:ManualMappingCuration
MONDO:0000462	eye adnexa disorder	oboInOwl:hasDbXref	ICD10WHO:H00-H06	Disorders of eyelid, lacrimal system and orbit	semapv:ManualMappingCuration
MONDO:0000745	cardiac arrest	oboInOwl:hasDbXref	ICD10WHO:I46	Cardiac arrest	semapv:ManualMappingCuration
MONDO:0000755	ectopic pregnancy	oboInOwl:hasDbXref	ICD10WHO:O00	Ectopic pregnancy	semapv:ManualMappingCuration
MONDO:0001100	hypertrophy of breast	oboInOwl:hasDbXref	ICD10WHO:N62	Hypertrophy of breast	semapv:ManualMappingCuration
MONDO:0001126	gastric ulcer	oboInOwl:hasDbXref	ICD10WHO:K25	Gastric ulcer	semapv:ManualMappingCuration
MONDO:0001143	paralytic strabismus	oboInOwl:hasDbXref	ICD10WHO:H49	Paralytic strabismus	semapv:ManualMappingCuration
MONDO:0001149	microcephaly	oboInOwl:hasDbXref	ICD10WHO:Q02	Microcephaly	semapv:ManualMappingCuration
MONDO:0001150	hydrocephalus	oboInOwl:hasDbXref	ICD10WHO:G91	Hydrocephalus	semapv:ManualMappingCuration
MONDO:0001155	gastrojejunal ulcer	oboInOwl:hasDbXref	ICD10WHO:K28	Gastrojejunal ulcer	semapv:ManualMappingCuration
MONDO:0001170	hemiplegia	oboInOwl:hasDbXref	ICD10WHO:G81	Hemiplegia	semapv:ManualMappingCuration
MONDO:0001200	secondary hypertension	oboInOwl:hasDbXref	ICD10WHO:I15	Secondary hypertension	semapv:ManualMappingCuration
MONDO:0001220	hypoparathyroidism	oboInOwl:hasDbXref	ICD10WHO:E20	Hypoparathyroidism	semapv:ManualMappingCuration
MONDO:0001249	trachoma	oboInOwl:hasDbXref	ICD10WHO:A71	Trachoma	semapv:ManualMappingCuration
MONDO:0001266	erysipelas	oboInOwl:hasDbXref	ICD10WHO:A46	Erysipelas	semapv:ManualMappingCuration
MONDO:0001302	hypertensive heart disease	oboInOwl:hasDbXref	ICD10WHO:I11	Hypertensive heart disease	semapv:ManualMappingCuration
MONDO:0001339	portal vein thrombosis	oboInOwl:hasDbXref	ICD10WHO:I81	Portal vein thrombosis	semapv:ManualMappingCuration
MONDO:0001444	Chagas disease	oboInOwl:hasDbXref	ICD10WHO:B57	Chagas disease	semapv:ManualMappingCuration
MONDO:0001609	agranulocytosis	oboInOwl:hasDbXref	ICD10WHO:D70	Agranulocytosis	semapv:ManualMappingCuration
MONDO:0001737	tetanus neonatorum	oboInOwl:hasDbXref	ICD10WHO:A33	Tetanus neonatorum	semapv:ManualMappingCuration
MONDO:0001754	eclampsia	oboInOwl:hasDbXref	ICD10WHO:O15	Eclampsia	semapv:ManualMappingCuration
MONDO:0001797	chancroid	oboInOwl:hasDbXref	ICD10WHO:A57	Chancroid	semapv:ManualMappingCuration
MONDO:0001889	ovarian dysfunction	oboInOwl:hasDbXref	ICD10WHO:E28	Ovarian dysfunction	semapv:ManualMappingCuration
MONDO:0001943	Plasmodium malariae malaria	oboInOwl:hasDbXref	ICD10WHO:B52	Plasmodium malariae malaria	semapv:ManualMappingCuration
MONDO:0001946	obsolete hyperestrogenism	oboInOwl:hasDbXref	ICD10WHO:E28.0	Ovarian dysfunction: Estrogen excess	semapv:ManualMappingCuration
MONDO:0002026	candidiasis	oboInOwl:hasDbXref	ICD10WHO:B37	Candidiasis	semapv:ManualMappingCuration
MONDO:0002076	pneumothorax	oboInOwl:hasDbXref	ICD10WHO:J93	Pneumothorax	semapv:ManualMappingCuration
MONDO:0002127	urethral stricture	oboInOwl:hasDbXref	ICD10WHO:N35	Urethral stricture	semapv:ManualMappingCuration
MONDO:0002154	trichomoniasis	oboInOwl:hasDbXref	ICD10WHO:A59	Trichomoniasis	semapv:ManualMappingCuration
MONDO:0002155	cholecystitis	oboInOwl:hasDbXref	ICD10WHO:K81	Cholecystitis	semapv:ManualMappingCuration
MONDO:0002253	spondylosis	oboInOwl:hasDbXref	ICD10WHO:M47	Spondylosis	semapv:ManualMappingCuration
MONDO:0002264	obsolete atrophy of prostate	oboInOwl:hasDbXref	ICD10WHO:N42.2	Atrophy of prostate	semapv:ManualMappingCuration
MONDO:0002473	cystic kidney disease	oboInOwl:hasDbXref	ICD10WHO:Q61	Cystic kidney disease	semapv:ManualMappingCuration
MONDO:0002594	monkeypox	oboInOwl:hasDbXref	ICD10WHO:B04	Monkeypox	semapv:ManualMappingCuration
MONDO:0002679	cerebral infarction	oboInOwl:hasDbXref	ICD10WHO:I63	Cerebral infarction	semapv:ManualMappingCuration
MONDO:0002815	acute myocarditis	oboInOwl:hasDbXref	ICD10WHO:I40	Acute myocarditis	semapv:ManualMappingCuration
MONDO:0003009	hyperaldosteronism	oboInOwl:hasDbXref	ICD10WHO:E26	Hyperaldosteronism	semapv:ManualMappingCuration
MONDO:0003085	keratitis	oboInOwl:hasDbXref	ICD10WHO:H16	Keratitis	semapv:ManualMappingCuration
MONDO:0003150	male reproductive system disorder	oboInOwl:hasDbXref	ICD10WHO:N40-N51	Diseases of male genital organs	semapv:ManualMappingCuration
MONDO:0003799	conjunctivitis	oboInOwl:hasDbXref	ICD10WHO:H10	Conjunctivitis	semapv:ManualMappingCuration
MONDO:0004126	thyroiditis	oboInOwl:hasDbXref	ICD10WHO:E06	Thyroiditis	semapv:ManualMappingCuration
MONDO:0004359	delusional disorder	oboInOwl:hasDbXref	ICD10WHO:F22.0	Delusional disorder	semapv:ManualMappingCuration
MONDO:0004525	scabies	oboInOwl:hasDbXref	ICD10WHO:B86	Scabies	semapv:ManualMappingCuration
MONDO:0004585	polyhydramnios	oboInOwl:hasDbXref	ICD10WHO:O40	Polyhydramnios	semapv:ManualMappingCuration
MONDO:0004592	impetigo	oboInOwl:hasDbXref	ICD10WHO:L01	Impetigo	semapv:ManualMappingCuration
MONDO:0004619	measles	oboInOwl:hasDbXref	ICD10WHO:B05	Measles	semapv:ManualMappingCuration
MONDO:0004648	vascular dementia	oboInOwl:hasDbXref	ICD10WHO:F01	Vascular dementia	semapv:ManualMappingCuration
MONDO:0004651	smallpox	oboInOwl:hasDbXref	ICD10WHO:B03	Smallpox	semapv:ManualMappingCuration
MONDO:0004670	lupus erythematosus	oboInOwl:hasDbXref	ICD10WHO:L93	Lupus erythematosus	semapv:ManualMappingCuration
MONDO:0004678	dermatophytosis	oboInOwl:hasDbXref	ICD10WHO:B35	Dermatophytosis	semapv:ManualMappingCuration
MONDO:0004747	cleft lip	oboInOwl:hasDbXref	ICD10WHO:Q36	Cleft lip	semapv:ManualMappingCuration
MONDO:0004766	status asthmaticus	oboInOwl:hasDbXref	ICD10WHO:J46	Status asthmaticus	semapv:ManualMappingCuration
MONDO:0004773	iridocyclitis	oboInOwl:hasDbXref	ICD10WHO:H20	Iridocyclitis	semapv:ManualMappingCuration
