#curie_map:
#  '@vocab': http://w3id.org/sssom/
#  biolinkml: https://w3id.org/biolink/biolinkml/
#  dc: http://purl.org/dc/terms/
#  dcterms: http://purl.org/dc/terms/
#  id: '@id'
#  owl: http://www.w3.org/2002/07/owl#
#  rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#  rdfs: http://www.w3.org/2000/01/rdf-schema#
#  sssom: http://w3id.org/sssom/
#  type: '@type'
subject_id	predicate_id	object_id
http://www.orpha.net/ORDO/Orphanet_124	oboInOwl:hasDbXref	OMIM:612561
http://www.orpha.net/ORDO/Orphanet_124	oboInOwl:hasDbXref	OMIM:617409
http://www.orpha.net/ORDO/Orphanet_124	oboInOwl:hasDbXref	UMLS:C2931850
http://www.orpha.net/ORDO/Orphanet_124	oboInOwl:hasDbXref	OMIM:615909
http://www.orpha.net/ORDO/Orphanet_124	oboInOwl:hasDbXref	OMIM:300946
http://www.orpha.net/ORDO/Orphanet_124	oboInOwl:hasDbXref	OMIM:614900
http://www.orpha.net/ORDO/Orphanet_124	oboInOwl:hasDbXref	OMIM:617408
http://www.orpha.net/ORDO/Orphanet_124	oboInOwl:hasDbXref	OMIM:610629
http://www.orpha.net/ORDO/Orphanet_124	oboInOwl:hasDbXref	OMIM:618313
http://www.orpha.net/ORDO/Orphanet_124	oboInOwl:hasDbXref	UMLS:C1260899
http://www.orpha.net/ORDO/Orphanet_124	oboInOwl:hasDbXref	ICD-10:D61.0
http://www.orpha.net/ORDO/Orphanet_124	oboInOwl:hasDbXref	OMIM:618312
http://www.orpha.net/ORDO/Orphanet_124	oboInOwl:hasDbXref	OMIM:105650
http://www.orpha.net/ORDO/Orphanet_124	oboInOwl:hasDbXref	OMIM:615550
http://www.orpha.net/ORDO/Orphanet_124	oboInOwl:hasDbXref	ICD-10:D61.0
http://www.orpha.net/ORDO/Orphanet_124	oboInOwl:hasDbXref	OMIM:618310
http://www.orpha.net/ORDO/Orphanet_124	oboInOwl:hasDbXref	OMIM:613309
http://www.orpha.net/ORDO/Orphanet_124	oboInOwl:hasDbXref	OMIM:612528
http://www.orpha.net/ORDO/Orphanet_124	oboInOwl:hasDbXref	OMIM:606129
http://www.orpha.net/ORDO/Orphanet_124	oboInOwl:hasDbXref	OMIM:612563
http://www.orpha.net/ORDO/Orphanet_124	oboInOwl:hasDbXref	OMIM:613308
http://www.orpha.net/ORDO/Orphanet_124	oboInOwl:hasDbXref	OMIM:612527
http://www.orpha.net/ORDO/Orphanet_124	oboInOwl:hasDbXref	MedDRA:10062989
http://www.orpha.net/ORDO/Orphanet_124	oboInOwl:hasDbXref	MeSH:D029503
http://www.orpha.net/ORDO/Orphanet_124	oboInOwl:hasDbXref	OMIM:606164
http://www.orpha.net/ORDO/Orphanet_124	oboInOwl:hasDbXref	OMIM:612562
http://www.orpha.net/ORDO/Orphanet_199315	oboInOwl:hasDbXref	ICD-10:Q66.8
http://www.orpha.net/ORDO/Orphanet_199315	oboInOwl:hasDbXref	ICD-10:Q66.8
http://www.orpha.net/ORDO/Orphanet_199315	oboInOwl:hasDbXref	OMIM:119800
http://www.orpha.net/ORDO/Orphanet_199315	oboInOwl:hasDbXref	OMIM:613618
http://www.orpha.net/ORDO/Orphanet_123	oboInOwl:hasDbXref	UMLS:C0266006
http://www.orpha.net/ORDO/Orphanet_123	oboInOwl:hasDbXref	MeSH:C537633
http://www.orpha.net/ORDO/Orphanet_123	oboInOwl:hasDbXref	OMIM:262000
http://www.orpha.net/ORDO/Orphanet_126	oboInOwl:hasDbXref	UMLS:C0220663
http://www.orpha.net/ORDO/Orphanet_126	oboInOwl:hasDbXref	OMIM:110100
http://www.orpha.net/ORDO/Orphanet_126	oboInOwl:hasDbXref	ICD-10:Q10.3
http://www.orpha.net/ORDO/Orphanet_126	oboInOwl:hasDbXref	ICD-10:Q10.3
http://www.orpha.net/ORDO/Orphanet_125	oboInOwl:hasDbXref	ICD-10:Q82.2
http://www.orpha.net/ORDO/Orphanet_125	oboInOwl:hasDbXref	MeSH:D001816
http://www.orpha.net/ORDO/Orphanet_125	oboInOwl:hasDbXref	ICD-10:Q82.2
http://www.orpha.net/ORDO/Orphanet_125	oboInOwl:hasDbXref	OMIM:210900
http://www.orpha.net/ORDO/Orphanet_125	oboInOwl:hasDbXref	UMLS:C0005859
http://www.orpha.net/ORDO/Orphanet_2560	oboInOwl:hasDbXref	UMLS:C2931024
http://www.orpha.net/ORDO/Orphanet_199318	oboInOwl:hasDbXref	ICD-10:Q93.5
http://www.orpha.net/ORDO/Orphanet_199318	oboInOwl:hasDbXref	ICD-10:Q93.5
http://www.orpha.net/ORDO/Orphanet_199318	oboInOwl:hasDbXref	UMLS:C2677613
http://www.orpha.net/ORDO/Orphanet_199318	oboInOwl:hasDbXref	OMIM:612001
http://www.orpha.net/ORDO/Orphanet_128	oboInOwl:hasDbXref	MedDRA:10013029
http://www.orpha.net/ORDO/Orphanet_128	oboInOwl:hasDbXref	UMLS:C0012561
http://www.orpha.net/ORDO/Orphanet_128	oboInOwl:hasDbXref	ICD-10:B70.0
http://www.orpha.net/ORDO/Orphanet_128	oboInOwl:hasDbXref	UMLS:C0277032
http://www.orpha.net/ORDO/Orphanet_127	oboInOwl:hasDbXref	OMIM:301900
http://www.orpha.net/ORDO/Orphanet_127	oboInOwl:hasDbXref	ICD-10:Q87.8
http://www.orpha.net/ORDO/Orphanet_127	oboInOwl:hasDbXref	ICD-10:Q87.8
http://www.orpha.net/ORDO/Orphanet_127	oboInOwl:hasDbXref	MeSH:C536575
http://www.orpha.net/ORDO/Orphanet_127	oboInOwl:hasDbXref	UMLS:C0265339
http://www.orpha.net/ORDO/Orphanet_129	oboInOwl:hasDbXref	UMLS:C0086873
http://www.orpha.net/ORDO/Orphanet_129	oboInOwl:hasDbXref	MeSH:C531609
